time,Step_Input,Underdamped,Critical,Overdamped
6.97,1,0.751274,0.982172,0.782315
6.98,1,0.749984,0.982324,0.782897
6.99,1,0.748724,0.982474,0.783478
7,1,0.747495,0.982624,0.784058
7.01,1,0.746295,0.982772,0.784636
7.02,1,0.745126,0.982919,0.785212
7.03,1,0.743986,0.983065,0.785787
7.04,1,0.742877,0.98321,0.78636
7.05,1,0.741798,0.983353,0.786931
7.06,1,0.740749,0.983496,0.787502
7.07,1,0.73973,0.983637,0.78807
7.08,1,0.738741,0.983777,0.788637
7.09,1,0.737782,0.983915,0.789203
7.1,1,0.736853,0.984053,0.789767
7.11,1,0.735954,0.984189,0.79033
7.12,1,0.735085,0.984325,0.790891
7.13,1,0.734246,0.984459,0.79145
7.14,1,0.733437,0.984592,0.792008
7.15,1,0.732657,0.984724,0.792565
7.16,1,0.731908,0.984855,0.79312
7.17,1,0.731188,0.984984,0.793674
7.18,1,0.730498,0.985113,0.794226
7.19,1,0.729837,0.985241,0.794776
7.2,1,0.729206,0.985367,0.795325
7.21,1,0.728605,0.985493,0.795873
7.22,1,0.728033,0.985617,0.796419
7.23,1,0.727491,0.98574,0.796964
7.24,1,0.726977,0.985863,0.797507
7.25,1,0.726494,0.985984,0.798049
7.26,1,0.726039,0.986104,0.79859
7.27,1,0.725614,0.986224,0.799129
7.28,1,0.725217,0.986342,0.799666
7.29,1,0.72485,0.986459,0.800202
7.3,1,0.724512,0.986576,0.800737
7.31,1,0.724202,0.986691,0.80127
7.32,1,0.723921,0.986805,0.801802
7.33,1,0.723669,0.986919,0.802332
7.34,1,0.723446,0.987031,0.802861
7.35,1,0.72325,0.987143,0.803389
7.36,1,0.723084,0.987254,0.803915
7.37,1,0.722945,0.987363,0.804439
7.38,1,0.722835,0.987472,0.804963
7.39,1,0.722753,0.98758,0.805485
7.4,1,0.722699,0.987687,0.806005
7.41,1,0.722673,0.987793,0.806524
7.42,1,0.722675,0.987898,0.807042
7.43,1,0.722704,0.988002,0.807558
7.44,1,0.722761,0.988106,0.808073
7.45,1,0.722845,0.988208,0.808587
7.46,1,0.722957,0.98831,0.809099
7.47,1,0.723096,0.988411,0.80961
7.48,1,0.723261,0.988511,0.810119
7.49,1,0.723454,0.98861,0.810627
7.5,1,0.723674,0.988708,0.811134
7.51,1,0.72392,0.988805,0.81164
7.52,1,0.724193,0.988902,0.812144
7.53,1,0.724493,0.988998,0.812646
7.54,1,0.724818,0.989093,0.813148
7.55,1,0.72517,0.989187,0.813648
7.56,1,0.725548,0.98928,0.814146
7.57,1,0.725952,0.989373,0.814644
7.58,1,0.726381,0.989465,0.81514
7.59,1,0.726836,0.989556,0.815634
7.6,1,0.727317,0.989646,0.816128
7.61,1,0.727823,0.989736,0.81662
7.62,1,0.728354,0.989825,0.81711
7.63,1,0.72891,0.989913,0.8176
7.64,1,0.72949,0.99,0.818088
7.65,1,0.730096,0.990086,0.818575
7.66,1,0.730726,0.990172,0.81906
7.67,1,0.73138,0.990257,0.819544
7.68,1,0.732059,0.990342,0.820027
7.69,1,0.732761,0.990425,0.820509
7.7,1,0.733488,0.990508,0.820989
7.71,1,0.734238,0.99059,0.821468
7.72,1,0.735012,0.990672,0.821946
7.73,1,0.735809,0.990753,0.822422
7.74,1,0.736629,0.990833,0.822897
7.75,1,0.737472,0.990913,0.823371
7.76,1,0.738338,0.990991,0.823844
7.77,1,0.739227,0.991069,0.824315
7.78,1,0.740138,0.991147,0.824786
7.79,1,0.741071,0.991224,0.825254
7.8,1,0.742027,0.9913,0.825722
7.81,1,0.743005,0.991375,0.826188
7.82,1,0.744004,0.99145,0.826653
7.83,1,0.745025,0.991525,0.827117
7.84,1,0.746067,0.991598,0.82758
7.85,1,0.74713,0.991671,0.828041
7.86,1,0.748215,0.991744,0.828501
7.87,1,0.74932,0.991815,0.82896
7.88,1,0.750446,0.991886,0.829418
7.89,1,0.751592,0.991957,0.829875
7.9,1,0.752758,0.992027,0.83033
7.91,1,0.753945,0.992096,0.830784
7.92,1,0.755151,0.992165,0.831237
7.93,1,0.756377,0.992233,0.831688
7.94,1,0.757622,0.992301,0.832139
7.95,1,0.758887,0.992368,0.832588
7.96,1,0.76017,0.992434,0.833036
7.97,1,0.761472,0.9925,0.833482
7.98,1,0.762793,0.992565,0.833928
7.99,1,0.764133,0.99263,0.834372
8,1,0.76549,0.992694,0.834816
8.01,1,0.766866,0.992758,0.835258
8.02,1,0.768259,0.992821,0.835699
8.03,1,0.76967,0.992884,0.836138
8.04,1,0.771098,0.992946,0.836577
8.05,1,0.772543,0.993007,0.837014
8.06,1,0.774006,0.993068,0.83745
8.07,1,0.775485,0.993129,0.837885
8.08,1,0.77698,0.993189,0.838319
8.09,1,0.778492,0.993248,0.838752
8.1,1,0.78002,0.993307,0.839183
8.11,1,0.781564,0.993365,0.839613
8.12,1,0.783123,0.993423,0.840043
8.13,1,0.784698,0.993481,0.840471
8.14,1,0.786288,0.993538,0.840897
8.15,1,0.787893,0.993594,0.841323
8.16,1,0.789512,0.99365,0.841748
8.17,1,0.791147,0.993705,0.842171
8.18,1,0.792795,0.99376,0.842594
8.19,1,0.794458,0.993815,0.843015
8.2,1,0.796134,0.993869,0.843435
8.21,1,0.797825,0.993923,0.843854
8.22,1,0.799528,0.993976,0.844272
8.23,1,0.801245,0.994028,0.844688
8.24,1,0.802975,0.994081,0.845104
8.25,1,0.804718,0.994132,0.845518
8.26,1,0.806473,0.994184,0.845932
8.27,1,0.80824,0.994235,0.846344
8.28,1,0.81002,0.994285,0.846755
8.29,1,0.811811,0.994335,0.847165
8.3,1,0.813614,0.994385,0.847574
8.31,1,0.815428,0.994434,0.847982
8.32,1,0.817254,0.994483,0.848389
8.33,1,0.81909,0.994531,0.848795
8.34,1,0.820938,0.994579,0.849199
8.35,1,0.822795,0.994626,0.849603
8.36,1,0.824663,0.994674,0.850005
8.37,1,0.826541,0.99472,0.850407
8.38,1,0.828429,0.994767,0.850807
8.39,1,0.830327,0.994812,0.851206
8.4,1,0.832233,0.994858,0.851604
8.41,1,0.834149,0.994903,0.852001
8.42,1,0.836074,0.994948,0.852397
8.43,1,0.838008,0.994992,0.852792
8.44,1,0.83995,0.995036,0.853186
8.45,1,0.8419,0.99508,0.853579
8.46,1,0.843858,0.995123,0.853971
8.47,1,0.845824,0.995166,0.854362
8.48,1,0.847798,0.995208,0.854751
8.49,1,0.849778,0.99525,0.85514
8.5,1,0.851766,0.995292,0.855528
8.51,1,0.853761,0.995333,0.855914
8.52,1,0.855762,0.995374,0.8563
8.53,1,0.85777,0.995415,0.856684
8.54,1,0.859784,0.995455,0.857068
8.55,1,0.861804,0.995495,0.85745
8.56,1,0.86383,0.995535,0.857832
8.57,1,0.865861,0.995574,0.858212
8.58,1,0.867897,0.995613,0.858592
8.59,1,0.869939,0.995652,0.85897
8.6,1,0.871985,0.99569,0.859347
8.61,1,0.874036,0.995728,0.859724
8.62,1,0.876091,0.995765,0.860099
8.63,1,0.878151,0.995803,0.860474
8.64,1,0.880214,0.99584,0.860847
8.65,1,0.882281,0.995876,0.861219
8.66,1,0.884352,0.995912,0.861591
8.67,1,0.886426,0.995948,0.861961
8.68,1,0.888502,0.995984,0.86233
8.69,1,0.890582,0.99602,0.862699
8.7,1,0.892665,0.996055,0.863066
8.71,1,0.894749,0.996089,0.863433
8.72,1,0.896836,0.996124,0.863798
8.73,1,0.898925,0.996158,0.864163
8.74,1,0.901016,0.996192,0.864526
8.75,1,0.903108,0.996225,0.864889
8.76,1,0.905202,0.996259,0.86525
8.77,1,0.907296,0.996292,0.865611
8.78,1,0.909392,0.996324,0.86597
8.79,1,0.911488,0.996357,0.866329
8.8,1,0.913585,0.996389,0.866687
8.81,1,0.915682,0.996421,0.867043
8.82,1,0.917779,0.996452,0.867399
8.83,1,0.919876,0.996484,0.867754
8.84,1,0.921972,0.996515,0.868108
8.85,1,0.924068,0.996546,0.868461
8.86,1,0.926163,0.996576,0.868813
8.87,1,0.928257,0.996606,0.869164
8.88,1,0.93035,0.996636,0.869514
8.89,1,0.932441,0.996666,0.869863
8.9,1,0.934531,0.996696,0.870211
8.91,1,0.936619,0.996725,0.870559
8.92,1,0.938705,0.996754,0.870905
8.93,1,0.940789,0.996782,0.87125
8.94,1,0.94287,0.996811,0.871595
8.95,1,0.944949,0.996839,0.871939
8.96,1,0.947025,0.996867,0.872281
8.97,1,0.949098,0.996895,0.872623
8.98,1,0.951168,0.996922,0.872964
8.99,1,0.953234,0.996949,0.873304
9,1,0.955297,0.996976,0.873643
9.01,1,0.957356,0.997003,0.873981
9.02,1,0.959411,0.99703,0.874318
9.03,1,0.961462,0.997056,0.874654
9.04,1,0.963509,0.997082,0.87499
9.05,1,0.965551,0.997108,0.875324
9.06,1,0.967588,0.997133,0.875658
9.07,1,0.969621,0.997159,0.875991
9.08,1,0.971648,0.997184,0.876323
9.09,1,0.97367,0.997209,0.876654
9.1,1,0.975687,0.997234,0.876984
9.11,1,0.977698,0.997258,0.877313
9.12,1,0.979703,0.997283,0.877641
9.13,1,0.981703,0.997307,0.877968
9.14,1,0.983696,0.99733,0.878295
9.15,1,0.985683,0.997354,0.878621
9.16,1,0.987663,0.997378,0.878945
9.17,1,0.989636,0.997401,0.879269
9.18,1,0.991603,0.997424,0.879592
9.19,1,0.993563,0.997447,0.879915
9.2,1,0.995515,0.997469,0.880236
9.21,1,0.997461,0.997492,0.880556
9.22,1,0.999398,0.997514,0.880876
9.23,1,1.00133,0.997536,0.881195
9.24,1,1.00325,0.997558,0.881513
9.25,1,1.00516,0.99758,0.88183
9.26,1,1.00707,0.997601,0.882146
9.27,1,1.00897,0.997623,0.882461
9.28,1,1.01086,0.997644,0.882776
9.29,1,1.01274,0.997665,0.88309
9.3,1,1.01461,0.997685,0.883402
9.31,1,1.01647,0.997706,0.883714
9.32,1,1.01833,0.997726,0.884026
9.33,1,1.02017,0.997747,0.884336
9.34,1,1.02201,0.997767,0.884645
9.35,1,1.02383,0.997786,0.884954
9.36,1,1.02565,0.997806,0.885262
9.37,1,1.02745,0.997826,0.885569
9.38,1,1.02925,0.997845,0.885875
9.39,1,1.03104,0.997864,0.886181
9.4,1,1.03281,0.997883,0.886485
9.41,1,1.03458,0.997902,0.886789
9.42,1,1.03633,0.997921,0.887092
9.43,1,1.03808,0.997939,0.887394
9.44,1,1.03981,0.997957,0.887695
9.45,1,1.04154,0.997976,0.887996
9.46,1,1.04325,0.997994,0.888296
9.47,1,1.04495,0.998012,0.888595
9.48,1,1.04664,0.998029,0.888893
9.49,1,1.04831,0.998047,0.88919
9.5,1,1.04998,0.998064,0.889486
9.51,1,1.05164,0.998081,0.889782
9.52,1,1.05328,0.998099,0.890077
9.53,1,1.05491,0.998115,0.890371
9.54,1,1.05653,0.998132,0.890665
9.55,1,1.05814,0.998149,0.890957
9.56,1,1.05973,0.998165,0.891249
9.57,1,1.06131,0.998182,0.89154
9.58,1,1.06288,0.998198,0.89183
9.59,1,1.06444,0.998214,0.89212
9.6,1,1.06599,0.99823,0.892408
9.61,1,1.06752,0.998246,0.892696
9.62,1,1.06904,0.998261,0.892983
9.63,1,1.07054,0.998277,0.89327
9.64,1,1.07204,0.998292,0.893555
9.65,1,1.07352,0.998308,0.89384
9.66,1,1.07498,0.998323,0.894124
9.67,1,1.07644,0.998338,0.894408
9.68,1,1.07788,0.998352,0.89469
9.69,1,1.0793,0.998367,0.894972
9.7,1,1.08072,0.998382,0.895253
9.71,1,1.08212,0.998396,0.895533
9.72,1,1.0835,0.99841,0.895813
9.73,1,1.08487,0.998425,0.896092
9.74,1,1.08623,0.998439,0.89637
9.75,1,1.08758,0.998453,0.896647
9.76,1,1.08891,0.998467,0.896924
9.77,1,1.09022,0.99848,0.897199
9.78,1,1.09152,0.998494,0.897474
9.79,1,1.09281,0.998507,0.897749
9.8,1,1.09408,0.998521,0.898022
9.81,1,1.09534,0.998534,0.898295
9.82,1,1.09658,0.998547,0.898567
9.83,1,1.09781,0.99856,0.898839
9.84,1,1.09903,0.998573,0.89911
9.85,1,1.10022,0.998586,0.89938
9.86,1,1.10141,0.998598,0.899649
9.87,1,1.10258,0.998611,0.899917
9.88,1,1.10373,0.998623,0.900185
9.89,1,1.10487,0.998636,0.900452
9.9,1,1.106,0.998648,0.900719
9.91,1,1.10711,0.99866,0.900984
9.92,1,1.1082,0.998672,0.901249
9.93,1,1.10928,0.998684,0.901513
9.94,1,1.11035,0.998695,0.901777
9.95,1,1.1114,0.998707,0.90204
9.96,1,1.11243,0.998719,0.902302
9.97,1,1.11345,0.99873,0.902563
9.98,1,1.11445,0.998742,0.902824
9.99,1,1.11544,0.998753,0.903084
10,1,1.11641,0.998764,0.903343
10.01,1,1.11737,0.998775,0.903602
10.02,1,1.11831,0.998786,0.90386
10.03,1,1.11923,0.998797,0.904117
10.04,1,1.12014,0.998808,0.904374
10.05,1,1.12104,0.998818,0.90463
10.06,1,1.12192,0.998829,0.904885
10.07,1,1.12278,0.99884,0.90514
10.08,1,1.12363,0.99885,0.905393
10.09,1,1.12446,0.99886,0.905647
10.1,1,1.12527,0.99887,0.905899
10.11,1,1.12607,0.998881,0.906151
10.12,1,1.12686,0.998891,0.906402
10.13,1,1.12763,0.998901,0.906652
10.14,1,1.12838,0.99891,0.906902
10.15,1,1.12912,0.99892,0.907151
10.16,1,1.12984,0.99893,0.9074
10.17,1,1.13054,0.99894,0.907648
10.18,1,1.13123,0.998949,0.907895
10.19,1,1.13191,0.998958,0.908141
10.2,1,1.13256,0.998968,0.908387
10.21,1,1.13321,0.998977,0.908632
10.22,1,1.13383,0.998986,0.908877
10.23,1,1.13444,0.998995,0.90912
10.24,1,1.13504,0.999004,0.909364
10.25,1,1.13561,0.999013,0.909606
10.26,1,1.13618,0.999022,0.909848
10.27,1,1.13672,0.999031,0.910089
10.28,1,1.13725,0.99904,0.91033
10.29,1,1.13777,0.999048,0.91057
10.3,1,1.13827,0.999057,0.910809
10.31,1,1.13875,0.999065,0.911048
10.32,1,1.13922,0.999074,0.911286
10.33,1,1.13967,0.999082,0.911523
10.34,1,1.14011,0.99909,0.91176
10.35,1,1.14053,0.999099,0.911996
10.36,1,1.14093,0.999107,0.912232
10.37,1,1.14132,0.999115,0.912466
10.38,1,1.1417,0.999123,0.912701
10.39,1,1.14205,0.999131,0.912934
10.4,1,1.1424,0.999138,0.913167
10.41,1,1.14272,0.999146,0.9134
10.42,1,1.14303,0.999154,0.913631
10.43,1,1.14333,0.999161,0.913862
10.44,1,1.14361,0.999169,0.914093
10.45,1,1.14387,0.999176,0.914323
10.46,1,1.14412,0.999184,0.914552
10.47,1,1.14436,0.999191,0.914781
10.48,1,1.14457,0.999198,0.915009
10.49,1,1.14478,0.999206,0.915236
10.5,1,1.14497,0.999213,0.915463
10.51,1,1.14514,0.99922,0.915689
10.52,1,1.1453,0.999227,0.915915
10.53,1,1.14544,0.999234,0.91614
10.54,1,1.14557,0.999241,0.916364
10.55,1,1.14568,0.999248,0.916588
10.56,1,1.14578,0.999254,0.916811
10.57,1,1.14586,0.999261,0.917034
10.58,1,1.14593,0.999268,0.917256
10.59,1,1.14598,0.999274,0.917477
10.6,1,1.14602,0.999281,0.917698
10.61,1,1.14604,0.999287,0.917918
10.62,1,1.14605,0.999294,0.918138
10.63,1,1.14604,0.9993,0.918357
10.64,1,1.14602,0.999307,0.918576
10.65,1,1.14599,0.999313,0.918793
10.66,1,1.14594,0.999319,0.919011
10.67,1,1.14587,0.999325,0.919227
10.68,1,1.14579,0.999331,0.919444
10.69,1,1.1457,0.999337,0.919659
10.7,1,1.14559,0.999343,0.919874
10.71,1,1.14547,0.999349,0.920089
10.72,1,1.14534,0.999355,0.920302
10.73,1,1.14519,0.999361,0.920516
10.74,1,1.14503,0.999367,0.920728
10.75,1,1.14485,0.999372,0.92094
10.76,1,1.14466,0.999378,0.921152
10.77,1,1.14446,0.999384,0.921363
10.78,1,1.14424,0.999389,0.921573
10.79,1,1.14401,0.999395,0.921783
10.8,1,1.14376,0.9994,0.921993
10.81,1,1.14351,0.999406,0.922201
10.82,1,1.14323,0.999411,0.922409
10.83,1,1.14295,0.999416,0.922617
10.84,1,1.14265,0.999422,0.922824
10.85,1,1.14234,0.999427,0.923031
10.86,1,1.14202,0.999432,0.923237
10.87,1,1.14168,0.999437,0.923442
10.88,1,1.14133,0.999442,0.923647
10.89,1,1.14097,0.999447,0.923851
10.9,1,1.1406,0.999452,0.924055
10.91,1,1.14021,0.999457,0.924258
10.92,1,1.13981,0.999462,0.924461
10.93,1,1.1394,0.999467,0.924663
10.94,1,1.13897,0.999472,0.924865
10.95,1,1.13854,0.999477,0.925066
10.96,1,1.13809,0.999481,0.925266
10.97,1,1.13763,0.999486,0.925466
10.98,1,1.13716,0.999491,0.925666
10.99,1,1.13667,0.999495,0.925865
11,1,1.13618,0.9995,0.926063
11.01,1,1.13567,0.999504,0.926261
11.02,1,1.13515,0.999509,0.926458
11.03,1,1.13462,0.999513,0.926655
11.04,1,1.13408,0.999518,0.926851
11.05,1,1.13352,0.999522,0.927047
11.06,1,1.13296,0.999526,0.927242
11.07,1,1.13239,0.999531,0.927437
11.08,1,1.1318,0.999535,0.927631
11.09,1,1.1312,0.999539,0.927825
11.1,1,1.1306,0.999543,0.928018
11.11,1,1.12998,0.999547,0.92821
11.12,1,1.12935,0.999552,0.928402
11.13,1,1.12871,0.999556,0.928594
11.14,1,1.12806,0.99956,0.928785
11.15,1,1.1274,0.999564,0.928976
11.16,1,1.12673,0.999568,0.929166
11.17,1,1.12605,0.999572,0.929355
11.18,1,1.12536,0.999575,0.929544
11.19,1,1.12466,0.999579,0.929733
11.2,1,1.12395,0.999583,0.929921
11.21,1,1.12324,0.999587,0.930108
11.22,1,1.12251,0.999591,0.930295
11.23,1,1.12177,0.999594,0.930482
11.24,1,1.12102,0.999598,0.930668
11.25,1,1.12027,0.999602,0.930854
11.26,1,1.11951,0.999605,0.931039
11.27,1,1.11873,0.999609,0.931223
11.28,1,1.11795,0.999612,0.931407
11.29,1,1.11716,0.999616,0.931591
11.3,1,1.11636,0.999619,0.931774
11.31,1,1.11555,0.999623,0.931956
11.32,1,1.11474,0.999626,0.932138
11.33,1,1.11391,0.99963,0.93232
11.34,1,1.11308,0.999633,0.932501
11.35,1,1.11224,0.999636,0.932682
11.36,1,1.11139,0.99964,0.932862
11.37,1,1.11054,0.999643,0.933041
11.38,1,1.10967,0.999646,0.933221
11.39,1,1.1088,0.999649,0.933399
11.4,1,1.10792,0.999653,0.933578
11.41,1,1.10704,0.999656,0.933755
11.42,1,1.10615,0.999659,0.933933
11.43,1,1.10525,0.999662,0.934109
11.44,1,1.10434,0.999665,0.934286
11.45,1,1.10343,0.999668,0.934462
11.46,1,1.10251,0.999671,0.934637
11.47,1,1.10158,0.999674,0.934812
11.48,1,1.10065,0.999677,0.934986
11.49,1,1.09971,0.99968,0.93516
11.5,1,1.09876,0.999683,0.935334
11.51,1,1.09781,0.999686,0.935507
11.52,1,1.09685,0.999689,0.935679
11.53,1,1.09589,0.999691,0.935851
11.54,1,1.09492,0.999694,0.936023
11.55,1,1.09394,0.999697,0.936194
11.56,1,1.09296,0.9997,0.936365
11.57,1,1.09198,0.999702,0.936535
11.58,1,1.09099,0.999705,0.936705
11.59,1,1.08999,0.999708,0.936875
11.6,1,1.08899,0.999711,0.937043
11.61,1,1.08798,0.999713,0.937212
11.62,1,1.08697,0.999716,0.93738
11.63,1,1.08596,0.999718,0.937547
11.64,1,1.08494,0.999721,0.937715
11.65,1,1.08391,0.999723,0.937881
11.66,1,1.08289,0.999726,0.938048
11.67,1,1.08185,0.999728,0.938213
11.68,1,1.08082,0.999731,0.938379
11.69,1,1.07978,0.999733,0.938544
11.7,1,1.07873,0.999736,0.938708
11.71,1,1.07768,0.999738,0.938872
11.72,1,1.07663,0.999741,0.939036
11.73,1,1.07558,0.999743,0.939199
11.74,1,1.07452,0.999745,0.939361
11.75,1,1.07346,0.999748,0.939524
11.76,1,1.07239,0.99975,0.939685
11.77,1,1.07132,0.999752,0.939847
11.78,1,1.07025,0.999754,0.940008
11.79,1,1.06918,0.999757,0.940168
11.8,1,1.0681,0.999759,0.940328
11.81,1,1.06702,0.999761,0.940488
11.82,1,1.06594,0.999763,0.940647
11.83,1,1.06486,0.999765,0.940806
11.84,1,1.06377,0.999768,0.940965
11.85,1,1.06269,0.99977,0.941123
11.86,1,1.0616,0.999772,0.94128
11.87,1,1.06051,0.999774,0.941437
11.88,1,1.05941,0.999776,0.941594
11.89,1,1.05832,0.999778,0.94175
11.9,1,1.05722,0.99978,0.941906
11.91,1,1.05613,0.999782,0.942062
11.92,1,1.05503,0.999784,0.942217
11.93,1,1.05393,0.999786,0.942371
11.94,1,1.05283,0.999788,0.942525
11.95,1,1.05173,0.99979,0.942679
11.96,1,1.05063,0.999792,0.942833
11.97,1,1.04952,0.999794,0.942986
11.98,1,1.04842,0.999796,0.943138
11.99,1,1.04732,0.999797,0.94329
12,1,1.04621,0.999799,0.943442
12.01,1,1.04511,0.999801,0.943593
12.02,1,1.044,0.999803,0.943744
12.03,1,1.0429,0.999805,0.943895
12.04,1,1.04179,0.999807,0.944045
12.05,1,1.04069,0.999808,0.944195
12.06,1,1.03959,0.99981,0.944344
12.07,1,1.03848,0.999812,0.944493
12.08,1,1.03738,0.999813,0.944642
12.09,1,1.03628,0.999815,0.94479
12.1,1,1.03518,0.999817,0.944937
12.11,1,1.03408,0.999819,0.945085
12.12,1,1.03298,0.99982,0.945232
12.13,1,1.03188,0.999822,0.945378
12.14,1,1.03078,0.999823,0.945524
12.15,1,1.02969,0.999825,0.94567
12.16,1,1.02859,0.999827,0.945816
12.17,1,1.0275,0.999828,0.945961
12.18,1,1.02641,0.99983,0.946105
12.19,1,1.02532,0.999831,0.946249
12.2,1,1.02423,0.999833,0.946393
12.21,1,1.02315,0.999834,0.946537
12.22,1,1.02206,0.999836,0.94668
12.23,1,1.02098,0.999837,0.946822
12.24,1,1.0199,0.999839,0.946965
12.25,1,1.01883,0.99984,0.947107
12.26,1,1.01775,0.999842,0.947248
12.27,1,1.01668,0.999843,0.947389
12.28,1,1.01561,0.999845,0.94753
12.29,1,1.01454,0.999846,0.947671
12.3,1,1.01348,0.999848,0.947811
12.31,1,1.01242,0.999849,0.94795
12.32,1,1.01136,0.99985,0.948089
12.33,1,1.01031,0.999852,0.948228
12.34,1,1.00925,0.999853,0.948367
12.35,1,1.00821,0.999854,0.948505
12.36,1,1.00716,0.999856,0.948643
12.37,1,1.00612,0.999857,0.94878
12.38,1,1.00508,0.999858,0.948917
12.39,1,1.00405,0.99986,0.949054
12.4,1,1.00302,0.999861,0.94919
12.41,1,1.00199,0.999862,0.949326
12.42,1,1.00097,0.999863,0.949462
12.43,1,0.999948,0.999865,0.949597
12.44,1,0.998933,0.999866,0.949732
12.45,1,0.997922,0.999867,0.949867
12.46,1,0.996916,0.999868,0.950001
12.47,1,0.995914,0.99987,0.950135
12.48,1,0.994916,0.999871,0.950268
12.49,1,0.993922,0.999872,0.950401
12.5,1,0.992934,0.999873,0.950534
12.51,1,0.99195,0.999874,0.950666
12.52,1,0.99097,0.999875,0.950798
12.53,1,0.989996,0.999877,0.95093
12.54,1,0.989026,0.999878,0.951061
12.55,1,0.988062,0.999879,0.951192
12.56,1,0.987102,0.99988,0.951323
12.57,1,0.986147,0.999881,0.951453
12.58,1,0.985198,0.999882,0.951583
12.59,1,0.984254,0.999883,0.951712
12.6,1,0.983315,0.999884,0.951842
12.61,1,0.982382,0.999885,0.95197
12.62,1,0.981454,0.999886,0.952099
12.63,1,0.980532,0.999887,0.952227
12.64,1,0.979615,0.999889,0.952355
12.65,1,0.978704,0.99989,0.952482
12.66,1,0.977799,0.999891,0.95261
12.67,1,0.9769,0.999892,0.952736
12.68,1,0.976006,0.999893,0.952863
12.69,1,0.975119,0.999894,0.952989
12.7,1,0.974238,0.999895,0.953115
12.71,1,0.973362,0.999895,0.95324
12.72,1,0.972493,0.999896,0.953365
12.73,1,0.97163,0.999897,0.95349
12.74,1,0.970773,0.999898,0.953615
12.75,1,0.969923,0.999899,0.953739
12.76,1,0.969079,0.9999,0.953863
12.77,1,0.968241,0.999901,0.953986
12.78,1,0.96741,0.999902,0.954109
12.79,1,0.966586,0.999903,0.954232
12.8,1,0.965768,0.999904,0.954354
12.81,1,0.964957,0.999905,0.954477
12.82,1,0.964152,0.999906,0.954598
12.83,1,0.963355,0.999906,0.95472
12.84,1,0.962564,0.999907,0.954841
12.85,1,0.96178,0.999908,0.954962
12.86,1,0.961003,0.999909,0.955082
12.87,1,0.960233,0.99991,0.955203
12.88,1,0.95947,0.999911,0.955323
12.89,1,0.958715,0.999911,0.955442
12.9,1,0.957966,0.999912,0.955561
12.91,1,0.957224,0.999913,0.95568
12.92,1,0.95649,0.999914,0.955799
12.93,1,0.955763,0.999915,0.955917
12.94,1,0.955043,0.999915,0.956035
12.95,1,0.954331,0.999916,0.956153
12.96,1,0.953626,0.999917,0.95627
12.97,1,0.952929,0.999918,0.956387
12.98,1,0.952239,0.999919,0.956504
12.99,1,0.951556,0.999919,0.95662
13,1,0.950881,0.99992,0.956736
13.01,1,0.950214,0.999921,0.956852
13.02,1,0.949554,0.999921,0.956967
13.03,1,0.948902,0.999922,0.957083
13.04,1,0.948258,0.999923,0.957197
13.05,1,0.947621,0.999924,0.957312
13.06,1,0.946993,0.999924,0.957426
13.07,1,0.946372,0.999925,0.95754
13.08,1,0.945758,0.999926,0.957654
13.09,1,0.945153,0.999926,0.957767
13.1,1,0.944556,0.999927,0.95788
13.11,1,0.943966,0.999928,0.957993
13.12,1,0.943385,0.999928,0.958105
13.13,1,0.942811,0.999929,0.958217
13.14,1,0.942245,0.99993,0.958329
13.15,1,0.941688,0.99993,0.958441
13.16,1,0.941138,0.999931,0.958552
13.17,1,0.940597,0.999932,0.958663
13.18,1,0.940064,0.999932,0.958773
13.19,1,0.939538,0.999933,0.958884
13.2,1,0.939021,0.999933,0.958994
13.21,1,0.938512,0.999934,0.959103
13.22,1,0.938011,0.999935,0.959213
13.23,1,0.937519,0.999935,0.959322
13.24,1,0.937034,0.999936,0.959431
13.25,1,0.936558,0.999936,0.959539
13.26,1,0.93609,0.999937,0.959648
13.27,1,0.93563,0.999938,0.959756
13.28,1,0.935179,0.999938,0.959863
13.29,1,0.934736,0.999939,0.959971
13.3,1,0.934301,0.999939,0.960078
13.31,1,0.933874,0.99994,0.960185
13.32,1,0.933456,0.99994,0.960291
13.33,1,0.933046,0.999941,0.960397
13.34,1,0.932644,0.999942,0.960503
13.35,1,0.932251,0.999942,0.960609
13.36,1,0.931866,0.999943,0.960715
13.37,1,0.931489,0.999943,0.96082
13.38,1,0.931121,0.999944,0.960925
13.39,1,0.930761,0.999944,0.961029
13.4,1,0.930409,0.999945,0.961133
13.41,1,0.930066,0.999945,0.961237
13.42,1,0.929731,0.999946,0.961341
13.43,1,0.929404,0.999946,0.961445
13.44,1,0.929086,0.999947,0.961548
13.45,1,0.928776,0.999947,0.961651
13.46,1,0.928474,0.999948,0.961753
13.47,1,0.928181,0.999948,0.961856
13.48,1,0.927896,0.999949,0.961958
13.49,1,0.92762,0.999949,0.962059
13.5,1,0.927352,0.99995,0.962161
13.51,1,0.927092,0.99995,0.962262
13.52,1,0.92684,0.999951,0.962363
13.53,1,0.926597,0.999951,0.962464
13.54,1,0.926362,0.999951,0.962564
13.55,1,0.926135,0.999952,0.962665
13.56,1,0.925917,0.999952,0.962764
13.57,1,0.925707,0.999953,0.962864
13.58,1,0.925505,0.999953,0.962963
13.59,1,0.925311,0.999954,0.963063
13.6,1,0.925125,0.999954,0.963161
13.61,1,0.924948,0.999954,0.96326
13.62,1,0.924779,0.999955,0.963358
