time,Speed__RPM_,Torque__N__m_,Efficiency__0_1_,Power__T_____
14.61,1460,4.91,0.829,4.07039
14.62,1461,4.9035,0.82865,4.06329
14.63,1462,4.897,0.8283,4.05619
14.64,1463,4.8905,0.82795,4.04909
14.65,1464,4.884,0.8276,4.042
14.66,1465,4.8775,0.82725,4.03491
14.67,1466,4.871,0.8269,4.02783
14.68,1467,4.8645,0.82655,4.02075
14.69,1468,4.858,0.8262,4.01368
14.7,1469,4.8515,0.82585,4.00661
14.71,1470,4.845,0.8255,3.99955
14.72,1471,4.8385,0.82515,3.99249
14.73,1472,4.832,0.8248,3.98543
14.74,1473,4.8255,0.82445,3.97838
14.75,1474,4.819,0.8241,3.97134
14.76,1475,4.8125,0.82375,3.9643
14.77,1476,4.806,0.8234,3.95726
14.78,1477,4.7995,0.82305,3.95023
14.79,1478,4.793,0.8227,3.9432
14.8,1479,4.7865,0.82235,3.93618
14.81,1480,4.78,0.822,3.92916
14.82,1481,4.7735,0.82165,3.92215
14.83,1482,4.767,0.8213,3.91514
14.84,1483,4.7605,0.82095,3.90813
14.85,1484,4.754,0.8206,3.90113
14.86,1485,4.7475,0.82025,3.89414
14.87,1486,4.741,0.8199,3.88715
14.88,1487,4.7345,0.81955,3.88016
14.89,1488,4.728,0.8192,3.87318
14.9,1489,4.7215,0.81885,3.8662
14.91,1490,4.715,0.8185,3.85923
14.92,1491,4.7085,0.81815,3.85226
14.93,1492,4.702,0.8178,3.8453
14.94,1493,4.6955,0.81745,3.83834
14.95,1494,4.689,0.8171,3.83138
14.96,1495,4.6825,0.81675,3.82443
14.97,1496,4.676,0.8164,3.81749
14.98,1497,4.6695,0.81605,3.81055
14.99,1498,4.663,0.8157,3.80361
15,1499,4.6565,0.81535,3.79668
15.01,1500,4.65,0.815,3.78975
15.02,1501,4.6435,0.81465,3.78283
15.03,1502,4.637,0.8143,3.77591
15.04,1503,4.6305,0.81395,3.769
15.05,1504,4.624,0.8136,3.76209
15.06,1505,4.6175,0.81325,3.75518
15.07,1506,4.611,0.8129,3.74828
15.08,1507,4.6045,0.81255,3.74139
15.09,1508,4.598,0.8122,3.7345
15.1,1509,4.5915,0.81185,3.72761
15.11,1510,4.585,0.8115,3.72073
15.12,1511,4.5785,0.81115,3.71385
15.13,1512,4.572,0.8108,3.70698
15.14,1513,4.5655,0.81045,3.70011
15.15,1514,4.559,0.8101,3.69325
15.16,1515,4.5525,0.80975,3.68639
15.17,1516,4.546,0.8094,3.67953
15.18,1517,4.5395,0.80905,3.67268
15.19,1518,4.533,0.8087,3.66584
15.2,1519,4.5265,0.80835,3.659
15.21,1520,4.52,0.808,3.65216
15.22,1521,4.5135,0.80765,3.64533
15.23,1522,4.507,0.8073,3.6385
15.24,1523,4.5005,0.80695,3.63168
15.25,1524,4.494,0.8066,3.62486
15.26,1525,4.4875,0.80625,3.61805
15.27,1526,4.481,0.8059,3.61124
15.28,1527,4.4745,0.80555,3.60443
15.29,1528,4.468,0.8052,3.59763
15.3,1529,4.4615,0.80485,3.59084
15.31,1530,4.455,0.8045,3.58405
15.32,1531,4.4485,0.80415,3.57726
15.33,1532,4.442,0.8038,3.57048
15.34,1533,4.4355,0.80345,3.5637
15.35,1534,4.429,0.8031,3.55693
15.36,1535,4.4225,0.80275,3.55016
15.37,1536,4.416,0.8024,3.5434
15.38,1537,4.4095,0.80205,3.53664
15.39,1538,4.403,0.8017,3.52989
15.4,1539,4.3965,0.80135,3.52314
15.41,1540,4.39,0.801,3.51639
15.42,1541,4.3835,0.80065,3.50965
15.43,1542,4.377,0.8003,3.50291
15.44,1543,4.3705,0.79995,3.49618
15.45,1544,4.364,0.7996,3.48945
15.46,1545,4.3575,0.79925,3.48273
15.47,1546,4.351,0.7989,3.47601
15.48,1547,4.3445,0.79855,3.4693
15.49,1548,4.338,0.7982,3.46259
15.5,1549,4.3315,0.79785,3.45589
15.51,1550,4.325,0.7975,3.44919
15.52,1551,4.3185,0.79715,3.44249
15.53,1552,4.312,0.7968,3.4358
15.54,1553,4.3055,0.79645,3.42912
15.55,1554,4.299,0.7961,3.42243
15.56,1555,4.2925,0.79575,3.41576
15.57,1556,4.286,0.7954,3.40908
15.58,1557,4.2795,0.79505,3.40242
15.59,1558,4.273,0.7947,3.39575
15.6,1559,4.2665,0.79435,3.38909
15.61,1560,4.26,0.794,3.38244
15.62,1561,4.2535,0.79365,3.37579
15.63,1562,4.247,0.7933,3.36915
15.64,1563,4.2405,0.79295,3.3625
15.65,1564,4.234,0.7926,3.35587
15.66,1565,4.2275,0.79225,3.34924
15.67,1566,4.221,0.7919,3.34261
15.68,1567,4.2145,0.79155,3.33599
15.69,1568,4.208,0.7912,3.32937
15.7,1569,4.2015,0.79085,3.32276
15.71,1570,4.195,0.7905,3.31615
15.72,1571,4.1885,0.79015,3.30954
15.73,1572,4.182,0.7898,3.30294
15.74,1573,4.1755,0.78945,3.29635
15.75,1574,4.169,0.7891,3.28976
15.76,1575,4.1625,0.78875,3.28317
15.77,1576,4.156,0.7884,3.27659
15.78,1577,4.1495,0.78805,3.27001
15.79,1578,4.143,0.7877,3.26344
15.8,1579,4.1365,0.78735,3.25687
15.81,1580,4.13,0.787,3.25031
15.82,1581,4.1235,0.78665,3.24375
15.83,1582,4.117,0.7863,3.2372
15.84,1583,4.1105,0.78595,3.23065
15.85,1584,4.104,0.7856,3.2241
15.86,1585,4.0975,0.78525,3.21756
15.87,1586,4.091,0.7849,3.21103
15.88,1587,4.0845,0.78455,3.20449
15.89,1588,4.078,0.7842,3.19797
15.9,1589,4.0715,0.78385,3.19145
15.91,1590,4.065,0.7835,3.18493
15.92,1591,4.0585,0.78315,3.17841
15.93,1592,4.052,0.7828,3.17191
15.94,1593,4.0455,0.78245,3.1654
15.95,1594,4.039,0.7821,3.1589
15.96,1595,4.0325,0.78175,3.15241
15.97,1596,4.026,0.7814,3.14592
15.98,1597,4.0195,0.78105,3.13943
15.99,1598,4.013,0.7807,3.13295
16,1599,4.0065,0.78035,3.12647
16.01,1600,4,0.78,3.12
16.02,1601,3.9925,0.7795,3.11215
16.03,1602,3.985,0.779,3.10432
16.04,1603,3.9775,0.7785,3.09648
16.05,1604,3.97,0.778,3.08866
16.06,1605,3.9625,0.7775,3.08084
16.07,1606,3.955,0.777,3.07304
16.08,1607,3.9475,0.7765,3.06523
16.09,1608,3.94,0.776,3.05744
16.1,1609,3.9325,0.7755,3.04965
16.11,1610,3.925,0.775,3.04188
16.12,1611,3.9175,0.7745,3.0341
16.13,1612,3.91,0.774,3.02634
16.14,1613,3.9025,0.7735,3.01858
16.15,1614,3.895,0.773,3.01084
16.16,1615,3.8875,0.7725,3.00309
16.17,1616,3.88,0.772,2.99536
16.18,1617,3.8725,0.7715,2.98763
16.19,1618,3.865,0.771,2.97992
16.2,1619,3.8575,0.7705,2.9722
16.21,1620,3.85,0.77,2.9645
16.22,1621,3.8425,0.7695,2.9568
16.23,1622,3.835,0.769,2.94912
16.24,1623,3.8275,0.7685,2.94143
16.25,1624,3.82,0.768,2.93376
16.26,1625,3.8125,0.7675,2.92609
16.27,1626,3.805,0.767,2.91844
16.28,1627,3.7975,0.7665,2.91078
16.29,1628,3.79,0.766,2.90314
16.3,1629,3.7825,0.7655,2.8955
16.31,1630,3.775,0.765,2.88788
16.32,1631,3.7675,0.7645,2.88025
16.33,1632,3.76,0.764,2.87264
16.34,1633,3.7525,0.7635,2.86503
16.35,1634,3.745,0.763,2.85744
16.36,1635,3.7375,0.7625,2.84984
16.37,1636,3.73,0.762,2.84226
16.38,1637,3.7225,0.7615,2.83468
16.39,1638,3.715,0.761,2.82712
16.4,1639,3.7075,0.7605,2.81955
16.41,1640,3.7,0.76,2.812
16.42,1641,3.6925,0.7595,2.80445
16.43,1642,3.685,0.759,2.79692
16.44,1643,3.6775,0.7585,2.78938
16.45,1644,3.67,0.758,2.78186
16.46,1645,3.6625,0.7575,2.77434
16.47,1646,3.655,0.757,2.76684
16.48,1647,3.6475,0.7565,2.75933
16.49,1648,3.64,0.756,2.75184
16.5,1649,3.6325,0.7555,2.74435
16.51,1650,3.625,0.755,2.73688
16.52,1651,3.6175,0.7545,2.7294
16.53,1652,3.61,0.754,2.72194
16.54,1653,3.6025,0.7535,2.71448
16.55,1654,3.595,0.753,2.70704
16.56,1655,3.5875,0.7525,2.69959
16.57,1656,3.58,0.752,2.69216
16.58,1657,3.5725,0.7515,2.68473
16.59,1658,3.565,0.751,2.67732
16.6,1659,3.5575,0.7505,2.6699
16.61,1660,3.55,0.75,2.6625
16.62,1661,3.5425,0.7495,2.6551
16.63,1662,3.535,0.749,2.64772
16.64,1663,3.5275,0.7485,2.64033
16.65,1664,3.52,0.748,2.63296
16.66,1665,3.5125,0.7475,2.62559
16.67,1666,3.505,0.747,2.61824
16.68,1667,3.4975,0.7465,2.61088
16.69,1668,3.49,0.746,2.60354
16.7,1669,3.4825,0.7455,2.5962
16.71,1670,3.475,0.745,2.58888
16.72,1671,3.4675,0.7445,2.58155
16.73,1672,3.46,0.744,2.57424
16.74,1673,3.4525,0.7435,2.56693
16.75,1674,3.445,0.743,2.55964
16.76,1675,3.4375,0.7425,2.55234
16.77,1676,3.43,0.742,2.54506
16.78,1677,3.4225,0.7415,2.53778
16.79,1678,3.415,0.741,2.53052
16.8,1679,3.4075,0.7405,2.52325
16.81,1680,3.4,0.74,2.516
16.82,1681,3.3925,0.7395,2.50875
16.83,1682,3.385,0.739,2.50152
16.84,1683,3.3775,0.7385,2.49428
16.85,1684,3.37,0.738,2.48706
16.86,1685,3.3625,0.7375,2.47984
16.87,1686,3.355,0.737,2.47264
16.88,1687,3.3475,0.7365,2.46543
16.89,1688,3.34,0.736,2.45824
16.9,1689,3.3325,0.7355,2.45105
16.91,1690,3.325,0.735,2.44388
16.92,1691,3.3175,0.7345,2.4367
16.93,1692,3.31,0.734,2.42954
16.94,1693,3.3025,0.7335,2.42238
16.95,1694,3.295,0.733,2.41524
16.96,1695,3.2875,0.7325,2.40809
16.97,1696,3.28,0.732,2.40096
16.98,1697,3.2725,0.7315,2.39383
16.99,1698,3.265,0.731,2.38672
17,1699,3.2575,0.7305,2.3796
17.01,1700,3.25,0.73,2.3725
17.02,1701,3.2425,0.7295,2.3654
17.03,1702,3.235,0.729,2.35832
17.04,1703,3.2275,0.7285,2.35123
17.05,1704,3.22,0.728,2.34416
17.06,1705,3.2125,0.7275,2.33709
17.07,1706,3.205,0.727,2.33004
17.08,1707,3.1975,0.7265,2.32298
17.09,1708,3.19,0.726,2.31594
17.1,1709,3.1825,0.7255,2.3089
17.11,1710,3.175,0.725,2.30188
17.12,1711,3.1675,0.7245,2.29485
17.13,1712,3.16,0.724,2.28784
17.14,1713,3.1525,0.7235,2.28083
17.15,1714,3.145,0.723,2.27384
17.16,1715,3.1375,0.7225,2.26684
17.17,1716,3.13,0.722,2.25986
17.18,1717,3.1225,0.7215,2.25288
17.19,1718,3.115,0.721,2.24592
17.2,1719,3.1075,0.7205,2.23895
17.21,1720,3.1,0.72,2.232
17.22,1721,3.0925,0.7195,2.22505
17.23,1722,3.085,0.719,2.21812
17.24,1723,3.0775,0.7185,2.21118
17.25,1724,3.07,0.718,2.20426
17.26,1725,3.0625,0.7175,2.19734
17.27,1726,3.055,0.717,2.19044
17.28,1727,3.0475,0.7165,2.18353
17.29,1728,3.04,0.716,2.17664
17.3,1729,3.0325,0.7155,2.16975
17.31,1730,3.025,0.715,2.16288
17.32,1731,3.0175,0.7145,2.156
17.33,1732,3.01,0.714,2.14914
17.34,1733,3.0025,0.7135,2.14228
17.35,1734,2.995,0.713,2.13544
17.36,1735,2.9875,0.7125,2.12859
17.37,1736,2.98,0.712,2.12176
17.38,1737,2.9725,0.7115,2.11493
17.39,1738,2.965,0.711,2.10812
17.4,1739,2.9575,0.7105,2.1013
17.41,1740,2.95,0.71,2.0945
17.42,1741,2.9425,0.7095,2.0877
17.43,1742,2.935,0.709,2.08092
17.44,1743,2.9275,0.7085,2.07413
17.45,1744,2.92,0.708,2.06736
17.46,1745,2.9125,0.7075,2.06059
17.47,1746,2.905,0.707,2.05384
17.48,1747,2.8975,0.7065,2.04708
17.49,1748,2.89,0.706,2.04034
17.5,1749,2.8825,0.7055,2.0336
17.51,1750,2.875,0.705,2.02688
17.52,1751,2.8675,0.7045,2.02015
17.53,1752,2.86,0.704,2.01344
17.54,1753,2.8525,0.7035,2.00673
17.55,1754,2.845,0.703,2.00004
17.56,1755,2.8375,0.7025,1.99334
17.57,1756,2.83,0.702,1.98666
17.58,1757,2.8225,0.7015,1.97998
17.59,1758,2.815,0.701,1.97332
17.6,1759,2.8075,0.7005,1.96665
17.61,1760,2.8,0.7,1.96
17.62,1761,2.7925,0.6995,1.95335
17.63,1762,2.785,0.699,1.94672
17.64,1763,2.7775,0.6985,1.94008
17.65,1764,2.77,0.698,1.93346
17.66,1765,2.7625,0.6975,1.92684
17.67,1766,2.755,0.697,1.92024
17.68,1767,2.7475,0.6965,1.91363
17.69,1768,2.74,0.696,1.90704
17.7,1769,2.7325,0.6955,1.90045
17.71,1770,2.725,0.695,1.89388
17.72,1771,2.7175,0.6945,1.8873
17.73,1772,2.71,0.694,1.88074
17.74,1773,2.7025,0.6935,1.87418
17.75,1774,2.695,0.693,1.86764
17.76,1775,2.6875,0.6925,1.86109
17.77,1776,2.68,0.692,1.85456
17.78,1777,2.6725,0.6915,1.84803
17.79,1778,2.665,0.691,1.84152
17.8,1779,2.6575,0.6905,1.835
17.81,1780,2.65,0.69,1.8285
17.82,1781,2.6425,0.6895,1.822
17.83,1782,2.635,0.689,1.81552
17.84,1783,2.6275,0.6885,1.80903
17.85,1784,2.62,0.688,1.80256
17.86,1785,2.6125,0.6875,1.79609
17.87,1786,2.605,0.687,1.78964
17.88,1787,2.5975,0.6865,1.78318
17.89,1788,2.59,0.686,1.77674
17.9,1789,2.5825,0.6855,1.7703
17.91,1790,2.575,0.685,1.76388
17.92,1791,2.5675,0.6845,1.75745
17.93,1792,2.56,0.684,1.75104
17.94,1793,2.5525,0.6835,1.74463
17.95,1794,2.545,0.683,1.73823
17.96,1795,2.5375,0.6825,1.73184
17.97,1796,2.53,0.682,1.72546
17.98,1797,2.5225,0.6815,1.71908
17.99,1798,2.515,0.681,1.71271
18,1799,2.5075,0.6805,1.70635
18.01,1800,2.5,0.68,1.7
18.02,1801,2.4925,0.67935,1.69328
18.03,1802,2.485,0.6787,1.68657
18.04,1803,2.4775,0.67805,1.67987
18.05,1804,2.47,0.6774,1.67318
18.06,1805,2.4625,0.67675,1.6665
18.07,1806,2.455,0.6761,1.65983
18.08,1807,2.4475,0.67545,1.65316
18.09,1808,2.44,0.6748,1.64651
18.1,1809,2.4325,0.67415,1.63987
18.11,1810,2.425,0.6735,1.63324
18.12,1811,2.4175,0.67285,1.62661
18.13,1812,2.41,0.6722,1.62
18.14,1813,2.4025,0.67155,1.6134
18.15,1814,2.395,0.6709,1.60681
18.16,1815,2.3875,0.67025,1.60022
18.17,1816,2.38,0.6696,1.59365
18.18,1817,2.3725,0.66895,1.58708
18.19,1818,2.365,0.6683,1.58053
18.2,1819,2.3575,0.66765,1.57398
18.21,1820,2.35,0.667,1.56745
18.22,1821,2.3425,0.66635,1.56092
18.23,1822,2.335,0.6657,1.55441
18.24,1823,2.3275,0.66505,1.5479
18.25,1824,2.32,0.6644,1.54141
18.26,1825,2.3125,0.66375,1.53492
18.27,1826,2.305,0.6631,1.52845
18.28,1827,2.2975,0.66245,1.52198
18.29,1828,2.29,0.6618,1.51552
18.3,1829,2.2825,0.66115,1.50907
18.31,1830,2.275,0.6605,1.50264
18.32,1831,2.2675,0.65985,1.49621
18.33,1832,2.26,0.6592,1.48979
18.34,1833,2.2525,0.65855,1.48338
18.35,1834,2.245,0.6579,1.47699
18.36,1835,2.2375,0.65725,1.4706
18.37,1836,2.23,0.6566,1.46422
18.38,1837,2.2225,0.65595,1.45785
18.39,1838,2.215,0.6553,1.45149
18.4,1839,2.2075,0.65465,1.44514
18.41,1840,2.2,0.654,1.4388
18.42,1841,2.1925,0.65335,1.43247
18.43,1842,2.185,0.6527,1.42615
18.44,1843,2.1775,0.65205,1.41984
18.45,1844,2.17,0.6514,1.41354
18.46,1845,2.1625,0.65075,1.40725
18.47,1846,2.155,0.6501,1.40097
18.48,1847,2.1475,0.64945,1.39469
18.49,1848,2.14,0.6488,1.38843
18.5,1849,2.1325,0.64815,1.38218
18.51,1850,2.125,0.6475,1.37594
18.52,1851,2.1175,0.64685,1.3697
18.53,1852,2.11,0.6462,1.36348
18.54,1853,2.1025,0.64555,1.35727
18.55,1854,2.095,0.6449,1.35107
18.56,1855,2.0875,0.64425,1.34487
18.57,1856,2.08,0.6436,1.33869
18.58,1857,2.0725,0.64295,1.33251
18.59,1858,2.065,0.6423,1.32635
18.6,1859,2.0575,0.64165,1.32019
18.61,1860,2.05,0.641,1.31405
18.62,1861,2.0425,0.64035,1.30791
18.63,1862,2.035,0.6397,1.30179
18.64,1863,2.0275,0.63905,1.29567
18.65,1864,2.02,0.6384,1.28957
18.66,1865,2.0125,0.63775,1.28347
18.67,1866,2.005,0.6371,1.27739
18.68,1867,1.9975,0.63645,1.27131
18.69,1868,1.99,0.6358,1.26524
18.7,1869,1.9825,0.63515,1.25918
18.71,1870,1.975,0.6345,1.25314
18.72,1871,1.9675,0.63385,1.2471
18.73,1872,1.96,0.6332,1.24107
18.74,1873,1.9525,0.63255,1.23505
18.75,1874,1.945,0.6319,1.22905
18.76,1875,1.9375,0.63125,1.22305
18.77,1876,1.93,0.6306,1.21706
18.78,1877,1.9225,0.62995,1.21108
18.79,1878,1.915,0.6293,1.20511
18.8,1879,1.9075,0.62865,1.19915
18.81,1880,1.9,0.628,1.1932
18.82,1881,1.8925,0.62735,1.18726
18.83,1882,1.885,0.6267,1.18133
18.84,1883,1.8775,0.62605,1.17541
18.85,1884,1.87,0.6254,1.1695
18.86,1885,1.8625,0.62475,1.1636
18.87,1886,1.855,0.6241,1.15771
18.88,1887,1.8475,0.62345,1.15182
18.89,1888,1.84,0.6228,1.14595
18.9,1889,1.8325,0.62215,1.14009
18.91,1890,1.825,0.6215,1.13424
18.92,1891,1.8175,0.62085,1.12839
18.93,1892,1.81,0.6202,1.12256
18.94,1893,1.8025,0.61955,1.11674
18.95,1894,1.795,0.6189,1.11093
18.96,1895,1.7875,0.61825,1.10512
18.97,1896,1.78,0.6176,1.09933
18.98,1897,1.7725,0.61695,1.09354
18.99,1898,1.765,0.6163,1.08777
19,1899,1.7575,0.61565,1.082
19.01,1900,1.75,0.615,1.07625
19.02,1901,1.7425,0.61435,1.0705
19.03,1902,1.735,0.6137,1.06477
19.04,1903,1.7275,0.61305,1.05904
19.05,1904,1.72,0.6124,1.05333
19.06,1905,1.7125,0.61175,1.04762
19.07,1906,1.705,0.6111,1.04193
19.08,1907,1.6975,0.61045,1.03624
19.09,1908,1.69,0.6098,1.03056
19.1,1909,1.6825,0.60915,1.02489
19.11,1910,1.675,0.6085,1.01924
19.12,1911,1.6675,0.60785,1.01359
19.13,1912,1.66,0.6072,1.00795
19.14,1913,1.6525,0.60655,1.00232
19.15,1914,1.645,0.6059,0.996705
19.16,1915,1.6375,0.60525,0.991097
19.17,1916,1.63,0.6046,0.985498
19.18,1917,1.6225,0.60395,0.979909
19.19,1918,1.615,0.6033,0.974329
19.2,1919,1.6075,0.60265,0.96876
19.21,1920,1.6,0.602,0.9632
19.22,1921,1.5925,0.60135,0.95765
19.23,1922,1.585,0.6007,0.952109
19.24,1923,1.5775,0.60005,0.946579
19.25,1924,1.57,0.5994,0.941058
19.26,1925,1.5625,0.59875,0.935547
19.27,1926,1.555,0.5981,0.930045
19.28,1927,1.5475,0.59745,0.924554
19.29,1928,1.54,0.5968,0.919072
19.3,1929,1.5325,0.59615,0.9136
19.31,1930,1.525,0.5955,0.908137
19.32,1931,1.5175,0.59485,0.902685
19.33,1932,1.51,0.5942,0.897242
19.34,1933,1.5025,0.59355,0.891809
19.35,1934,1.495,0.5929,0.886385
19.36,1935,1.4875,0.59225,0.880972
19.37,1936,1.48,0.5916,0.875568
19.38,1937,1.4725,0.59095,0.870174
19.39,1938,1.465,0.5903,0.864789
19.4,1939,1.4575,0.58965,0.859415
19.41,1940,1.45,0.589,0.85405
19.42,1941,1.4425,0.58835,0.848695
19.43,1942,1.435,0.5877,0.843349
19.44,1943,1.4275,0.58705,0.838014
19.45,1944,1.42,0.5864,0.832688
19.46,1945,1.4125,0.58575,0.827372
19.47,1946,1.405,0.5851,0.822065
19.48,1947,1.3975,0.58445,0.816769
19.49,1948,1.39,0.5838,0.811482
19.5,1949,1.3825,0.58315,0.806205
19.51,1950,1.375,0.5825,0.800937
19.52,1951,1.3675,0.58185,0.79568
19.53,1952,1.36,0.5812,0.790432
19.54,1953,1.3525,0.58055,0.785194
19.55,1954,1.345,0.5799,0.779965
19.56,1955,1.3375,0.57925,0.774747
19.57,1956,1.33,0.5786,0.769538
19.58,1957,1.3225,0.57795,0.764339
19.59,1958,1.315,0.5773,0.759149
19.6,1959,1.3075,0.57665,0.75397
19.61,1960,1.3,0.576,0.7488
19.62,1961,1.2925,0.57535,0.74364
19.63,1962,1.285,0.5747,0.738489
19.64,1963,1.2775,0.57405,0.733349
19.65,1964,1.27,0.5734,0.728218
19.66,1965,1.2625,0.57275,0.723097
19.67,1966,1.255,0.5721,0.717985
19.68,1967,1.2475,0.57145,0.712884
19.69,1968,1.24,0.5708,0.707792
19.7,1969,1.2325,0.57015,0.70271
19.71,1970,1.225,0.5695,0.697637
19.72,1971,1.2175,0.56885,0.692575
19.73,1972,1.21,0.5682,0.687522
19.74,1973,1.2025,0.56755,0.682479
19.75,1974,1.195,0.5669,0.677445
19.76,1975,1.1875,0.56625,0.672422
19.77,1976,1.18,0.5656,0.667408
19.78,1977,1.1725,0.56495,0.662404
19.79,1978,1.165,0.5643,0.657409
19.8,1979,1.1575,0.56365,0.652425
19.81,1980,1.15,0.563,0.64745
19.82,1981,1.1425,0.56235,0.642485
19.83,1982,1.135,0.5617,0.637529
19.84,1983,1.1275,0.56105,0.632584
19.85,1984,1.12,0.5604,0.627648
19.86,1985,1.1125,0.55975,0.622722
19.87,1986,1.105,0.5591,0.617805
19.88,1987,1.0975,0.55845,0.612899
19.89,1988,1.09,0.5578,0.608002
19.9,1989,1.0825,0.55715,0.603115
19.91,1990,1.075,0.5565,0.598237
19.92,1991,1.0675,0.55585,0.59337
19.93,1992,1.06,0.5552,0.588512
19.94,1993,1.0525,0.55455,0.583664
19.95,1994,1.045,0.5539,0.578825
19.96,1995,1.0375,0.55325,0.573997
19.97,1996,1.03,0.5526,0.569178
19.98,1997,1.0225,0.55195,0.564369
19.99,1998,1.015,0.5513,0.559569
