time,Speed_Setpoint,DC_Motor,Control_Signal,Error
7.72,1,1.05066,1,0.0697879
7.73,1,1.05067,1,0.0697715
7.74,1,1.05069,1,0.0697551
7.75,1,1.0507,1,0.0697389
7.76,1,1.05072,1,0.0697227
7.77,1,1.05074,1,0.0697066
7.78,1,1.05075,1,0.0696906
7.79,1,1.05077,1,0.0696747
7.8,1,1.05078,1,0.0696588
7.81,1,1.0508,1,0.069643
7.82,1,1.05081,1,0.0696273
7.83,1,1.05083,1,0.0696117
7.84,1,1.05084,1,0.0695961
7.85,1,1.05086,1,0.0695806
7.86,1,1.05087,1,0.0695652
7.87,1,1.05089,1,0.0695499
7.88,1,1.0509,1,0.0695346
7.89,1,1.05092,1,0.0695194
7.9,1,1.05093,1,0.0695043
7.91,1,1.05095,1,0.0694892
7.92,1,1.05096,1,0.0694742
7.93,1,1.05098,1,0.0694593
7.94,1,1.05099,1,0.0694445
7.95,1,1.05101,1,0.0694297
7.96,1,1.05102,1,0.069415
7.97,1,1.05103,1,0.0694004
7.98,1,1.05105,1,0.0693859
7.99,1,1.05106,1,0.0693714
8,1,1.05108,1,0.069357
8.01,1,1.05109,1,0.0693426
8.02,1,1.05111,1,0.0693283
8.03,1,1.05112,1,0.0693141
8.04,1,1.05113,1,0.0693
8.05,1,1.05115,1,0.0692859
8.06,1,1.05116,1,0.0692719
8.07,1,1.05117,1,0.0692579
8.08,1,1.05119,1,0.0692441
8.09,1,1.0512,1,0.0692303
8.1,1,1.05121,1,0.0692165
8.11,1,1.05123,1,0.0692028
8.12,1,1.05124,1,0.0691892
8.13,1,1.05125,1,0.0691757
8.14,1,1.05127,1,0.0691622
8.15,1,1.05128,1,0.0691488
8.16,1,1.05129,1,0.0691354
8.17,1,1.05131,1,0.0691221
8.18,1,1.05132,1,0.0691089
8.19,1,1.05133,1,0.0690957
8.2,1,1.05134,1,0.0690826
8.21,1,1.05136,1,0.0690696
8.22,1,1.05137,1,0.0690566
8.23,1,1.05138,1,0.0690437
8.24,1,1.0514,1,0.0690308
8.25,1,1.05141,1,0.069018
8.26,1,1.05142,1,0.0690053
8.27,1,1.05143,1,0.0689926
8.28,1,1.05144,1,0.06898
8.29,1,1.05146,1,0.0689675
8.3,1,1.05147,1,0.068955
8.31,1,1.05148,1,0.0689425
8.32,1,1.05149,1,0.0689302
8.33,1,1.05151,1,0.0689179
8.34,1,1.05152,1,0.0689056
8.35,1,1.05153,1,0.0688934
8.36,1,1.05154,1,0.0688813
8.37,1,1.05155,1,0.0688692
8.38,1,1.05156,1,0.0688572
8.39,1,1.05158,1,0.0688452
8.4,1,1.05159,1,0.0688333
8.41,1,1.0516,1,0.0688214
8.42,1,1.05161,1,0.0688096
8.43,1,1.05162,1,0.0687979
8.44,1,1.05163,1,0.0687862
8.45,1,1.05165,1,0.0687746
8.46,1,1.05166,1,0.068763
8.47,1,1.05167,1,0.0687515
8.48,1,1.05168,1,0.06874
8.49,1,1.05169,1,0.0687286
8.5,1,1.0517,1,0.0687173
8.51,1,1.05171,1,0.068706
8.52,1,1.05172,1,0.0686947
8.53,1,1.05173,1,0.0686836
8.54,1,1.05174,1,0.0686724
8.55,1,1.05176,1,0.0686613
8.56,1,1.05177,1,0.0686503
8.57,1,1.05178,1,0.0686393
8.58,1,1.05179,1,0.0686284
8.59,1,1.0518,1,0.0686175
8.6,1,1.05181,1,0.0686067
8.61,1,1.05182,1,0.0685959
8.62,1,1.05183,1,0.0685852
8.63,1,1.05184,1,0.0685745
8.64,1,1.05185,1,0.0685639
8.65,1,1.05186,1,0.0685534
8.66,1,1.05187,1,0.0685428
8.67,1,1.05188,1,0.0685324
8.68,1,1.05189,1,0.068522
8.69,1,1.0519,1,0.0685116
8.7,1,1.05191,1,0.0685013
8.71,1,1.05192,1,0.068491
8.72,1,1.05193,1,0.0684808
8.73,1,1.05194,1,0.0684706
8.74,1,1.05195,1,0.0684605
8.75,1,1.05196,1,0.0684504
8.76,1,1.05197,1,0.0684404
8.77,1,1.05198,1,0.0684304
8.78,1,1.05199,1,0.0684205
8.79,1,1.052,1,0.0684106
8.8,1,1.05201,1,0.0684008
8.81,1,1.05202,1,0.068391
8.82,1,1.05203,1,0.0683812
8.83,1,1.05204,1,0.0683715
8.84,1,1.05205,1,0.0683619
8.85,1,1.05206,1,0.0683523
8.86,1,1.05207,1,0.0683427
8.87,1,1.05208,1,0.0683332
8.88,1,1.05208,1,0.0683237
8.89,1,1.05209,1,0.0683143
8.9,1,1.0521,1,0.0683049
8.91,1,1.05211,1,0.0682956
8.92,1,1.05212,1,0.0682863
8.93,1,1.05213,1,0.0682771
8.94,1,1.05214,1,0.0682679
8.95,1,1.05215,1,0.0682587
8.96,1,1.05216,1,0.0682496
8.97,1,1.05217,1,0.0682405
8.98,1,1.05217,1,0.0682315
8.99,1,1.05218,1,0.0682225
9,1,1.05219,1,0.0682136
9.01,1,1.0522,1,0.0682047
9.02,1,1.05221,1,0.0681959
9.03,1,1.05222,1,0.068187
9.04,1,1.05223,1,0.0681783
9.05,1,1.05224,1,0.0681695
9.06,1,1.05224,1,0.0681609
9.07,1,1.05225,1,0.0681522
9.08,1,1.05226,1,0.0681436
9.09,1,1.05227,1,0.068135
9.1,1,1.05228,1,0.0681265
9.11,1,1.05229,1,0.068118
9.12,1,1.05229,1,0.0681096
9.13,1,1.0523,1,0.0681012
9.14,1,1.05231,1,0.0680928
9.15,1,1.05232,1,0.0680845
9.16,1,1.05233,1,0.0680762
9.17,1,1.05233,1,0.068068
9.18,1,1.05234,1,0.0680598
9.19,1,1.05235,1,0.0680516
9.2,1,1.05236,1,0.0680435
9.21,1,1.05237,1,0.0680354
9.22,1,1.05237,1,0.0680274
9.23,1,1.05238,1,0.0680194
9.24,1,1.05239,1,0.0680114
9.25,1,1.0524,1,0.0680035
9.26,1,1.0524,1,0.0679956
9.27,1,1.05241,1,0.0679877
9.28,1,1.05242,1,0.0679799
9.29,1,1.05243,1,0.0679721
9.3,1,1.05244,1,0.0679644
9.31,1,1.05244,1,0.0679567
9.32,1,1.05245,1,0.067949
9.33,1,1.05246,1,0.0679414
9.34,1,1.05246,1,0.0679338
9.35,1,1.05247,1,0.0679262
9.36,1,1.05248,1,0.0679187
9.37,1,1.05249,1,0.0679112
9.38,1,1.05249,1,0.0679037
9.39,1,1.0525,1,0.0678963
9.4,1,1.05251,1,0.0678889
9.41,1,1.05252,1,0.0678816
9.42,1,1.05252,1,0.0678743
9.43,1,1.05253,1,0.067867
9.44,1,1.05254,1,0.0678597
9.45,1,1.05254,1,0.0678525
9.46,1,1.05255,1,0.0678454
9.47,1,1.05256,1,0.0678382
9.48,1,1.05257,1,0.0678311
9.49,1,1.05257,1,0.067824
9.5,1,1.05258,1,0.067817
9.51,1,1.05259,1,0.06781
9.52,1,1.05259,1,0.067803
9.53,1,1.0526,1,0.0677961
9.54,1,1.05261,1,0.0677892
9.55,1,1.05261,1,0.0677823
9.56,1,1.05262,1,0.0677755
9.57,1,1.05263,1,0.0677687
9.58,1,1.05263,1,0.0677619
9.59,1,1.05264,1,0.0677551
9.6,1,1.05265,1,0.0677484
9.61,1,1.05265,1,0.0677417
9.62,1,1.05266,1,0.0677351
9.63,1,1.05267,1,0.0677285
9.64,1,1.05267,1,0.0677219
9.65,1,1.05268,1,0.0677154
9.66,1,1.05268,1,0.0677088
9.67,1,1.05269,1,0.0677023
9.68,1,1.0527,1,0.0676959
9.69,1,1.0527,1,0.0676895
9.7,1,1.05271,1,0.0676831
9.71,1,1.05272,1,0.0676767
9.72,1,1.05272,1,0.0676704
9.73,1,1.05273,1,0.0676641
9.74,1,1.05273,1,0.0676578
9.75,1,1.05274,1,0.0676515
9.76,1,1.05275,1,0.0676453
9.77,1,1.05275,1,0.0676391
9.78,1,1.05276,1,0.067633
9.79,1,1.05276,1,0.0676268
9.8,1,1.05277,1,0.0676207
9.81,1,1.05278,1,0.0676147
9.82,1,1.05278,1,0.0676086
9.83,1,1.05279,1,0.0676026
9.84,1,1.05279,1,0.0675966
9.85,1,1.0528,1,0.0675907
9.86,1,1.05281,1,0.0675848
9.87,1,1.05281,1,0.0675789
9.88,1,1.05282,1,0.067573
9.89,1,1.05282,1,0.0675672
9.9,1,1.05283,1,0.0675613
9.91,1,1.05283,1,0.0675556
9.92,1,1.05284,1,0.0675498
9.93,1,1.05284,1,0.0675441
9.94,1,1.05285,1,0.0675384
9.95,1,1.05286,1,0.0675327
9.96,1,1.05286,1,0.067527
9.97,1,1.05287,1,0.0675214
9.98,1,1.05287,1,0.0675158
9.99,1,1.05288,1,0.0675102
10,1,1.05288,1,0.0675047
