time,Reference,Plant
12.97,1,0.999988
12.98,1,0.999988
12.99,1,0.999988
13,1,0.999988
13.01,1,0.999988
13.02,1,0.999988
13.03,1,0.999989
13.04,1,0.999989
13.05,1,0.999989
13.06,1,0.999989
13.07,1,0.999989
13.08,1,0.999989
13.09,1,0.999989
13.1,1,0.999989
13.11,1,0.999989
13.12,1,0.999989
13.13,1,0.999989
13.14,1,0.999989
13.15,1,0.999989
13.16,1,0.999989
13.17,1,0.999989
13.18,1,0.999989
13.19,1,0.99999
13.2,1,0.99999
13.21,1,0.99999
13.22,1,0.99999
13.23,1,0.99999
13.24,1,0.99999
13.25,1,0.99999
13.26,1,0.99999
13.27,1,0.99999
13.28,1,0.99999
13.29,1,0.99999
13.3,1,0.99999
13.31,1,0.99999
13.32,1,0.99999
13.33,1,0.99999
13.34,1,0.99999
13.35,1,0.99999
13.36,1,0.99999
13.37,1,0.99999
13.38,1,0.999991
13.39,1,0.999991
13.4,1,0.999991
13.41,1,0.999991
13.42,1,0.999991
13.43,1,0.999991
13.44,1,0.999991
13.45,1,0.999991
13.46,1,0.999991
13.47,1,0.999991
13.48,1,0.999991
13.49,1,0.999991
13.5,1,0.999991
13.51,1,0.999991
13.52,1,0.999991
13.53,1,0.999991
13.54,1,0.999991
13.55,1,0.999991
13.56,1,0.999991
13.57,1,0.999991
13.58,1,0.999992
13.59,1,0.999992
13.6,1,0.999992
13.61,1,0.999992
13.62,1,0.999992
13.63,1,0.999992
13.64,1,0.999992
13.65,1,0.999992
13.66,1,0.999992
13.67,1,0.999992
13.68,1,0.999992
13.69,1,0.999992
13.7,1,0.999992
13.71,1,0.999992
13.72,1,0.999992
13.73,1,0.999992
13.74,1,0.999992
13.75,1,0.999992
13.76,1,0.999992
13.77,1,0.999992
13.78,1,0.999992
13.79,1,0.999992
13.8,1,0.999992
13.81,1,0.999993
13.82,1,0.999993
13.83,1,0.999993
13.84,1,0.999993
13.85,1,0.999993
13.86,1,0.999993
13.87,1,0.999993
13.88,1,0.999993
13.89,1,0.999993
13.9,1,0.999993
13.91,1,0.999993
13.92,1,0.999993
13.93,1,0.999993
13.94,1,0.999993
13.95,1,0.999993
13.96,1,0.999993
13.97,1,0.999993
13.98,1,0.999993
13.99,1,0.999993
14,1,0.999993
14.01,1,0.999993
14.02,1,0.999993
14.03,1,0.999993
14.04,1,0.999993
14.05,1,0.999993
14.06,1,0.999993
14.07,1,0.999994
14.08,1,0.999994
14.09,1,0.999994
14.1,1,0.999994
14.11,1,0.999994
14.12,1,0.999994
14.13,1,0.999994
14.14,1,0.999994
14.15,1,0.999994
14.16,1,0.999994
14.17,1,0.999994
14.18,1,0.999994
14.19,1,0.999994
14.2,1,0.999994
14.21,1,0.999994
14.22,1,0.999994
14.23,1,0.999994
14.24,1,0.999994
14.25,1,0.999994
14.26,1,0.999994
14.27,1,0.999994
14.28,1,0.999994
14.29,1,0.999994
14.3,1,0.999994
14.31,1,0.999994
14.32,1,0.999994
14.33,1,0.999994
14.34,1,0.999994
14.35,1,0.999994
14.36,1,0.999994
14.37,1,0.999995
14.38,1,0.999995
14.39,1,0.999995
14.4,1,0.999995
14.41,1,0.999995
14.42,1,0.999995
14.43,1,0.999995
14.44,1,0.999995
14.45,1,0.999995
14.46,1,0.999995
14.47,1,0.999995
14.48,1,0.999995
14.49,1,0.999995
14.5,1,0.999995
14.51,1,0.999995
14.52,1,0.999995
14.53,1,0.999995
14.54,1,0.999995
14.55,1,0.999995
14.56,1,0.999995
14.57,1,0.999995
14.58,1,0.999995
14.59,1,0.999995
14.6,1,0.999995
14.61,1,0.999995
14.62,1,0.999995
14.63,1,0.999995
14.64,1,0.999995
14.65,1,0.999995
14.66,1,0.999995
14.67,1,0.999995
14.68,1,0.999995
14.69,1,0.999995
14.7,1,0.999995
14.71,1,0.999995
14.72,1,0.999995
14.73,1,0.999995
14.74,1,0.999996
14.75,1,0.999996
14.76,1,0.999996
14.77,1,0.999996
14.78,1,0.999996
14.79,1,0.999996
14.8,1,0.999996
14.81,1,0.999996
14.82,1,0.999996
14.83,1,0.999996
14.84,1,0.999996
14.85,1,0.999996
14.86,1,0.999996
14.87,1,0.999996
14.88,1,0.999996
14.89,1,0.999996
14.9,1,0.999996
14.91,1,0.999996
14.92,1,0.999996
14.93,1,0.999996
14.94,1,0.999996
14.95,1,0.999996
14.96,1,0.999996
14.97,1,0.999996
14.98,1,0.999996
14.99,1,0.999996
15,1,0.999996
