time,Message__1_Hz_,Carrier__20_Hz_,AM_Signal
0.669,-0.696147,0.770513,0.770513
0.67,-0.69861,0.684547,0.684547
0.671,-0.701045,0.587785,0.587785
0.672,-0.703453,0.481754,0.481754
0.673,-0.705833,0.368125,0.368125
0.674,-0.708185,0.24869,0.24869
0.675,-0.710509,0.125333,0.125333
0.676,-0.712805,-6.4195e-14,-6.4195e-14
0.677,-0.715073,-0.125333,-0.125333
0.678,-0.717313,-0.24869,-0.24869
0.679,-0.719524,-0.368125,-0.368125
0.68,-0.721707,-0.481754,-0.481754
0.681,-0.723862,-0.587785,-0.587785
0.682,-0.725988,-0.684547,-0.684547
0.683,-0.728085,-0.770513,-0.770513
0.684,-0.730153,-0.844328,-0.844328
0.685,-0.732193,-0.904827,-0.904827
0.686,-0.734204,-0.951057,-0.951057
0.687,-0.736185,-0.982287,-0.982287
0.688,-0.738138,-0.998027,-0.998027
0.689,-0.740062,-0.998027,-0.998027
0.69,-0.741956,-0.982287,-0.982287
0.691,-0.743821,-0.951057,-0.951057
0.692,-0.745657,-0.904827,-0.904827
0.693,-0.747463,-0.844328,-0.844328
0.694,-0.74924,-0.770513,-0.770513
0.695,-0.750987,-0.684547,-0.684547
0.696,-0.752705,-0.587785,-0.587785
0.697,-0.754392,-0.481754,-0.481754
0.698,-0.75605,-0.368125,-0.368125
0.699,-0.757679,-0.24869,-0.24869
0.7,-0.759277,-0.125333,-0.125333
0.701,-0.760845,6.76253e-14,6.76253e-14
0.702,-0.762383,0.125333,0.125333
0.703,-0.763892,0.24869,0.24869
0.704,-0.76537,0.368125,0.368125
0.705,-0.766817,0.481754,0.481754
0.706,-0.768235,0.587785,0.587785
0.707,-0.769622,0.684547,0.684547
0.708,-0.770979,0.770513,0.770513
0.709,-0.772305,0.844328,0.844328
0.71,-0.773601,0.904827,0.904827
0.711,-0.774867,0.951057,0.951057
0.712,-0.776101,0.982287,0.982287
0.713,-0.777305,0.998027,0.998027
0.714,-0.778479,0.998027,0.998027
0.715,-0.779621,0.982287,0.982287
0.716,-0.780733,0.951057,0.951057
0.717,-0.781814,0.904827,0.904827
0.718,-0.782865,0.844328,0.844328
0.719,-0.783884,0.770513,0.770513
0.72,-0.784872,0.684547,0.684547
0.721,-0.78583,0.587785,0.587785
0.722,-0.786756,0.481754,0.481754
0.723,-0.787651,0.368125,0.368125
0.724,-0.788516,0.24869,0.24869
0.725,-0.789349,0.125333,0.125333
0.726,-0.790151,-5.68447e-14,-5.68447e-14
0.727,-0.790921,-0.125333,-0.125333
0.728,-0.791661,-0.24869,-0.24869
0.729,-0.792369,-0.368125,-0.368125
0.73,-0.793046,-0.481754,-0.481754
0.731,-0.793692,-0.587785,-0.587785
0.732,-0.794306,-0.684547,-0.684547
0.733,-0.794889,-0.770513,-0.770513
0.734,-0.795441,-0.844328,-0.844328
0.735,-0.795961,-0.904827,-0.904827
0.736,-0.79645,-0.951057,-0.951057
0.737,-0.796907,-0.982287,-0.982287
0.738,-0.797333,-0.998027,-0.998027
0.739,-0.797727,-0.998027,-0.998027
0.74,-0.79809,-0.982287,-0.982287
0.741,-0.798421,-0.951057,-0.951057
0.742,-0.798721,-0.904827,-0.904827
0.743,-0.79899,-0.844328,-0.844328
0.744,-0.799226,-0.770513,-0.770513
0.745,-0.799432,-0.684547,-0.684547
0.746,-0.799605,-0.587785,-0.587785
0.747,-0.799747,-0.481754,-0.481754
0.748,-0.799858,-0.368125,-0.368125
0.749,-0.799937,-0.24869,-0.24869
0.75,-0.799984,-0.125333,-0.125333
0.751,-0.8,6.02749e-14,6.02749e-14
0.752,-0.799984,0.125333,0.125333
0.753,-0.799937,0.24869,0.24869
0.754,-0.799858,0.368125,0.368125
0.755,-0.799747,0.481754,0.481754
0.756,-0.799605,0.587785,0.587785
0.757,-0.799432,0.684547,0.684547
0.758,-0.799226,0.770513,0.770513
0.759,-0.79899,0.844328,0.844328
0.76,-0.798721,0.904827,0.904827
0.761,-0.798421,0.951057,0.951057
0.762,-0.79809,0.982287,0.982287
0.763,-0.797727,0.998027,0.998027
0.764,-0.797333,0.998027,0.998027
0.765,-0.796907,0.982287,0.982287
0.766,-0.79645,0.951057,0.951057
0.767,-0.795961,0.904827,0.904827
0.768,-0.795441,0.844328,0.844328
0.769,-0.794889,0.770513,0.770513
0.77,-0.794306,0.684547,0.684547
0.771,-0.793692,0.587785,0.587785
0.772,-0.793046,0.481754,0.481754
0.773,-0.792369,0.368125,0.368125
0.774,-0.791661,0.24869,0.24869
0.775,-0.790921,0.125333,0.125333
0.776,-0.790151,-6.37052e-14,-6.37052e-14
0.777,-0.789349,-0.125333,-0.125333
0.778,-0.788516,-0.24869,-0.24869
0.779,-0.787651,-0.368125,-0.368125
0.78,-0.786756,-0.481754,-0.481754
0.781,-0.78583,-0.587785,-0.587785
0.782,-0.784872,-0.684547,-0.684547
0.783,-0.783884,-0.770513,-0.770513
0.784,-0.782865,-0.844328,-0.844328
0.785,-0.781814,-0.904827,-0.904827
0.786,-0.780733,-0.951057,-0.951057
0.787,-0.779621,-0.982287,-0.982287
0.788,-0.778479,-0.998027,-0.998027
0.789,-0.777305,-0.998027,-0.998027
0.79,-0.776101,-0.982287,-0.982287
0.791,-0.774867,-0.951057,-0.951057
0.792,-0.773601,-0.904827,-0.904827
0.793,-0.772305,-0.844328,-0.844328
0.794,-0.770979,-0.770513,-0.770513
0.795,-0.769622,-0.684547,-0.684547
0.796,-0.768235,-0.587785,-0.587785
0.797,-0.766817,-0.481754,-0.481754
0.798,-0.76537,-0.368125,-0.368125
0.799,-0.763892,-0.24869,-0.24869
0.8,-0.762383,-0.125333,-0.125333
0.801,-0.760845,6.71354e-14,6.71354e-14
0.802,-0.759277,0.125333,0.125333
0.803,-0.757679,0.24869,0.24869
0.804,-0.75605,0.368125,0.368125
0.805,-0.754392,0.481754,0.481754
0.806,-0.752705,0.587785,0.587785
0.807,-0.750987,0.684547,0.684547
0.808,-0.74924,0.770513,0.770513
0.809,-0.747463,0.844328,0.844328
0.81,-0.745657,0.904827,0.904827
0.811,-0.743821,0.951057,0.951057
0.812,-0.741956,0.982287,0.982287
0.813,-0.740062,0.998027,0.998027
0.814,-0.738138,0.998027,0.998027
0.815,-0.736185,0.982287,0.982287
0.816,-0.734204,0.951057,0.951057
0.817,-0.732193,0.904827,0.904827
0.818,-0.730153,0.844328,0.844328
0.819,-0.728085,0.770513,0.770513
0.82,-0.725988,0.684547,0.684547
0.821,-0.723862,0.587785,0.587785
0.822,-0.721707,0.481754,0.481754
0.823,-0.719524,0.368125,0.368125
0.824,-0.717313,0.24869,0.24869
0.825,-0.715073,0.125333,0.125333
0.826,-0.712805,-7.05657e-14,-7.05657e-14
0.827,-0.710509,-0.125333,-0.125333
0.828,-0.708185,-0.24869,-0.24869
0.829,-0.705833,-0.368125,-0.368125
0.83,-0.703453,-0.481754,-0.481754
0.831,-0.701045,-0.587785,-0.587785
0.832,-0.69861,-0.684547,-0.684547
0.833,-0.696147,-0.770513,-0.770513
0.834,-0.693657,-0.844328,-0.844328
0.835,-0.691139,-0.904827,-0.904827
0.836,-0.688594,-0.951057,-0.951057
0.837,-0.686021,-0.982287,-0.982287
0.838,-0.683422,-0.998027,-0.998027
0.839,-0.680796,-0.998027,-0.998027
0.84,-0.678142,-0.982287,-0.982287
0.841,-0.675462,-0.951057,-0.951057
0.842,-0.672756,-0.904827,-0.904827
0.843,-0.670022,-0.844328,-0.844328
0.844,-0.667263,-0.770513,-0.770513
0.845,-0.664477,-0.684547,-0.684547
0.846,-0.661664,-0.587785,-0.587785
0.847,-0.658826,-0.481754,-0.481754
0.848,-0.655962,-0.368125,-0.368125
0.849,-0.653071,-0.24869,-0.24869
0.85,-0.650155,-0.125333,-0.125333
0.851,-0.647214,7.39959e-14,7.39959e-14
0.852,-0.644246,0.125333,0.125333
0.853,-0.641254,0.24869,0.24869
0.854,-0.638236,0.368125,0.368125
0.855,-0.635192,0.481754,0.481754
0.856,-0.632124,0.587785,0.587785
0.857,-0.629031,0.684547,0.684547
0.858,-0.625913,0.770513,0.770513
0.859,-0.62277,0.844328,0.844328
0.86,-0.619602,0.904827,0.904827
0.861,-0.616411,0.951057,0.951057
0.862,-0.613194,0.982287,0.982287
0.863,-0.609954,0.998027,0.998027
0.864,-0.60669,0.998027,0.998027
0.865,-0.603401,0.982287,0.982287
0.866,-0.600089,0.951057,0.951057
0.867,-0.596753,0.904827,0.904827
0.868,-0.593393,0.844328,0.844328
0.869,-0.59001,0.770513,0.770513
0.87,-0.586604,0.684547,0.684547
0.871,-0.583175,0.587785,0.587785
0.872,-0.579723,0.481754,0.481754
0.873,-0.576247,0.368125,0.368125
0.874,-0.572749,0.24869,0.24869
0.875,-0.569229,0.125333,0.125333
0.876,-0.565685,-7.74262e-14,-7.74262e-14
0.877,-0.56212,-0.125333,-0.125333
0.878,-0.558532,-0.24869,-0.24869
0.879,-0.554923,-0.368125,-0.368125
0.88,-0.551291,-0.481754,-0.481754
0.881,-0.547638,-0.587785,-0.587785
0.882,-0.543963,-0.684547,-0.684547
0.883,-0.540266,-0.770513,-0.770513
0.884,-0.536548,-0.844328,-0.844328
0.885,-0.532809,-0.904827,-0.904827
0.886,-0.529049,-0.951057,-0.951057
0.887,-0.525269,-0.982287,-0.982287
0.888,-0.521467,-0.998027,-0.998027
0.889,-0.517645,-0.998027,-0.998027
0.89,-0.513802,-0.982287,-0.982287
0.891,-0.509939,-0.951057,-0.951057
0.892,-0.506056,-0.904827,-0.904827
0.893,-0.502153,-0.844328,-0.844328
0.894,-0.49823,-0.770513,-0.770513
0.895,-0.494288,-0.684547,-0.684547
0.896,-0.490326,-0.587785,-0.587785
0.897,-0.486344,-0.481754,-0.481754
0.898,-0.482344,-0.368125,-0.368125
0.899,-0.478324,-0.24869,-0.24869
0.9,-0.474285,-0.125333,-0.125333
0.901,-0.470228,8.08564e-14,8.08564e-14
0.902,-0.466152,0.125333,0.125333
0.903,-0.462058,0.24869,0.24869
0.904,-0.457946,0.368125,0.368125
0.905,-0.453815,0.481754,0.481754
0.906,-0.449667,0.587785,0.587785
0.907,-0.4455,0.684547,0.684547
0.908,-0.441317,0.770513,0.770513
0.909,-0.437115,0.844328,0.844328
0.91,-0.432897,0.904827,0.904827
0.911,-0.428661,0.951057,0.951057
0.912,-0.424409,0.982287,0.982287
0.913,-0.42014,0.998027,0.998027
0.914,-0.415854,0.998027,0.998027
0.915,-0.411552,0.982287,0.982287
0.916,-0.407233,0.951057,0.951057
0.917,-0.402899,0.904827,0.904827
0.918,-0.398548,0.844328,0.844328
0.919,-0.394182,0.770513,0.770513
0.92,-0.3898,0.684547,0.684547
0.921,-0.385403,0.587785,0.587785
0.922,-0.380991,0.481754,0.481754
0.923,-0.376563,0.368125,0.368125
0.924,-0.372121,0.24869,0.24869
0.925,-0.367664,0.125333,0.125333
0.926,-0.363192,-8.42866e-14,-8.42866e-14
0.927,-0.358707,-0.125333,-0.125333
0.928,-0.354207,-0.24869,-0.24869
0.929,-0.349693,-0.368125,-0.368125
0.93,-0.345165,-0.481754,-0.481754
0.931,-0.340623,-0.587785,-0.587785
0.932,-0.336069,-0.684547,-0.684547
0.933,-0.3315,-0.770513,-0.770513
0.934,-0.326919,-0.844328,-0.844328
0.935,-0.322325,-0.904827,-0.904827
0.936,-0.317718,-0.951057,-0.951057
0.937,-0.313099,-0.982287,-0.982287
0.938,-0.308467,-0.998027,-0.998027
0.939,-0.303823,-0.998027,-0.998027
0.94,-0.299167,-0.982287,-0.982287
0.941,-0.2945,-0.951057,-0.951057
0.942,-0.28982,-0.904827,-0.904827
0.943,-0.28513,-0.844328,-0.844328
0.944,-0.280427,-0.770513,-0.770513
0.945,-0.275714,-0.684547,-0.684547
0.946,-0.27099,-0.587785,-0.587785
0.947,-0.266256,-0.481754,-0.481754
0.948,-0.26151,-0.368125,-0.368125
0.949,-0.256755,-0.24869,-0.24869
0.95,-0.251989,-0.125333,-0.125333
0.951,-0.247214,8.77169e-14,8.77169e-14
0.952,-0.242428,0.125333,0.125333
0.953,-0.237633,0.24869,0.24869
0.954,-0.232829,0.368125,0.368125
0.955,-0.228015,0.481754,0.481754
0.956,-0.223193,0.587785,0.587785
0.957,-0.218362,0.684547,0.684547
0.958,-0.213522,0.770513,0.770513
0.959,-0.208673,0.844328,0.844328
0.96,-0.203817,0.904827,0.904827
0.961,-0.198952,0.951057,0.951057
0.962,-0.194079,0.982287,0.982287
0.963,-0.189199,0.998027,0.998027
0.964,-0.184312,0.998027,0.998027
0.965,-0.179417,0.982287,0.982287
0.966,-0.174515,0.951057,0.951057
0.967,-0.169606,0.904827,0.904827
0.968,-0.16469,0.844328,0.844328
0.969,-0.159768,0.770513,0.770513
0.97,-0.15484,0.684547,0.684547
0.971,-0.149905,0.587785,0.587785
0.972,-0.144965,0.481754,0.481754
0.973,-0.140018,0.368125,0.368125
0.974,-0.135067,0.24869,0.24869
0.975,-0.13011,0.125333,0.125333
0.976,-0.125148,-9.11471e-14,-9.11471e-14
0.977,-0.12018,-0.125333,-0.125333
0.978,-0.115209,-0.24869,-0.24869
0.979,-0.110232,-0.368125,-0.368125
0.98,-0.105251,-0.481754,-0.481754
0.981,-0.100267,-0.587785,-0.587785
0.982,-0.0952777,-0.684547,-0.684547
0.983,-0.0902851,-0.770513,-0.770513
0.984,-0.0852889,-0.844328,-0.844328
0.985,-0.0802894,-0.904827,-0.904827
0.986,-0.0752867,-0.951057,-0.951057
0.987,-0.070281,-0.982287,-0.982287
0.988,-0.0652725,-0.998027,-0.998027
0.989,-0.0602614,-0.998027,-0.998027
0.99,-0.055248,-0.982287,-0.982287
0.991,-0.0502324,-0.951057,-0.951057
0.992,-0.0452148,-0.904827,-0.904827
0.993,-0.0401955,-0.844328,-0.844328
0.994,-0.0351745,-0.770513,-0.770513
0.995,-0.0301521,-0.684547,-0.684547
0.996,-0.0251286,-0.587785,-0.587785
0.997,-0.0201041,-0.481754,-0.481754
0.998,-0.0150788,-0.368125,-0.368125
0.999,-0.0100528,-0.24869,-0.24869
1,-0.00502652,-0.125333,-0.125333
1.001,3.35677e-15,8.03665e-14,8.03665e-14
1.002,0.00502652,0.125333,0.125333
1.003,0.0100528,0.24869,0.24869
1.004,0.0150788,0.368125,0.368125
1.005,0.0201041,0.481754,0.481754
1.006,0.0251286,0.587785,0.587785
1.007,0.0301521,0.684547,0.684547
1.008,0.0351745,0.770513,0.770513
1.009,0.0401955,0.844328,0.844328
1.01,0.0452148,0.904827,0.904827
1.011,0.0502324,0.951057,0.951057
1.012,0.055248,0.982287,0.982287
1.013,0.0602614,0.998027,0.998027
1.014,0.0652725,0.998027,0.998027
1.015,0.070281,0.982287,0.982287
1.016,0.0752867,0.951057,0.951057
1.017,0.0802894,0.904827,0.904827
1.018,0.0852889,0.844328,0.844328
1.019,0.0902851,0.770513,0.770513
1.02,0.0952777,0.684547,0.684547
1.021,0.100267,0.587785,0.587785
1.022,0.105251,0.481754,0.481754
1.023,0.110232,0.368125,0.368125
1.024,0.115209,0.24869,0.24869
1.025,0.12018,0.125333,0.125333
1.026,0.125148,2.71475e-13,2.71475e-13
1.027,0.13011,-0.125333,-0.125333
1.028,0.135067,-0.24869,-0.24869
1.029,0.140018,-0.368125,-0.368125
1.03,0.144965,-0.481754,-0.481754
1.031,0.149905,-0.587785,-0.587785
1.032,0.15484,-0.684547,-0.684547
1.033,0.159768,-0.770513,-0.770513
1.034,0.16469,-0.844328,-0.844328
1.035,0.169606,-0.904827,-0.904827
1.036,0.174515,-0.951057,-0.951057
1.037,0.179417,-0.982287,-0.982287
1.038,0.184312,-0.998027,-0.998027
1.039,0.189199,-0.998027,-0.998027
1.04,0.194079,-0.982287,-0.982287
1.041,0.198952,-0.951057,-0.951057
1.042,0.203817,-0.904827,-0.904827
1.043,0.208673,-0.844328,-0.844328
1.044,0.213522,-0.770513,-0.770513
1.045,0.218362,-0.684547,-0.684547
1.046,0.223193,-0.587785,-0.587785
1.047,0.228015,-0.481754,-0.481754
1.048,0.232829,-0.368125,-0.368125
1.049,0.237633,-0.24869,-0.24869
1.05,0.242428,-0.125333,-0.125333
1.051,0.247214,-6.23316e-13,-6.23316e-13
1.052,0.251989,0.125333,0.125333
1.053,0.256755,0.24869,0.24869
1.054,0.26151,0.368125,0.368125
1.055,0.266256,0.481754,0.481754
1.056,0.27099,0.587785,0.587785
1.057,0.275714,0.684547,0.684547
1.058,0.280427,0.770513,0.770513
1.059,0.28513,0.844328,0.844328
1.06,0.28982,0.904827,0.904827
1.061,0.2945,0.951057,0.951057
1.062,0.299167,0.982287,0.982287
1.063,0.303823,0.998027,0.998027
1.064,0.308467,0.998027,0.998027
1.065,0.313099,0.982287,0.982287
1.066,0.317718,0.951057,0.951057
1.067,0.322325,0.904827,0.904827
1.068,0.326919,0.844328,0.844328
1.069,0.3315,0.770513,0.770513
1.07,0.336069,0.684547,0.684547
1.071,0.340623,0.587785,0.587785
1.072,0.345165,0.481754,0.481754
1.073,0.349693,0.368125,0.368125
1.074,0.354207,0.24869,0.24869
1.075,0.358707,0.125333,0.125333
1.076,0.363192,9.46735e-13,9.46735e-13
1.077,0.367664,-0.125333,-0.125333
1.078,0.372121,-0.24869,-0.24869
1.079,0.376563,-0.368125,-0.368125
1.08,0.380991,-0.481754,-0.481754
1.081,0.385403,-0.587785,-0.587785
1.082,0.3898,-0.684547,-0.684547
1.083,0.394182,-0.770513,-0.770513
1.084,0.398548,-0.844328,-0.844328
1.085,0.402899,-0.904827,-0.904827
1.086,0.407233,-0.951057,-0.951057
1.087,0.411552,-0.982287,-0.982287
1.088,0.415854,-0.998027,-0.998027
1.089,0.42014,-0.998027,-0.998027
1.09,0.424409,-0.982287,-0.982287
1.091,0.428661,-0.951057,-0.951057
1.092,0.432897,-0.904827,-0.904827
1.093,0.437115,-0.844328,-0.844328
1.094,0.441317,-0.770513,-0.770513
1.095,0.4455,-0.684547,-0.684547
1.096,0.449667,-0.587785,-0.587785
1.097,0.453815,-0.481754,-0.481754
1.098,0.457946,-0.368125,-0.368125
1.099,0.462058,-0.24869,-0.24869
1.1,0.466152,-0.125333,-0.125333
1.101,0.470228,-1.29858e-12,-1.29858e-12
1.102,0.474285,0.125333,0.125333
1.103,0.478324,0.24869,0.24869
1.104,0.482344,0.368125,0.368125
1.105,0.486344,0.481754,0.481754
1.106,0.490326,0.587785,0.587785
1.107,0.494288,0.684547,0.684547
1.108,0.49823,0.770513,0.770513
1.109,0.502153,0.844328,0.844328
1.11,0.506056,0.904827,0.904827
1.111,0.509939,0.951057,0.951057
1.112,0.513802,0.982287,0.982287
1.113,0.517645,0.998027,0.998027
1.114,0.521467,0.998027,0.998027
1.115,0.525269,0.982287,0.982287
1.116,0.529049,0.951057,0.951057
1.117,0.532809,0.904827,0.904827
1.118,0.536548,0.844328,0.844328
1.119,0.540266,0.770513,0.770513
1.12,0.543963,0.684547,0.684547
1.121,0.547638,0.587785,0.587785
1.122,0.551291,0.481754,0.481754
1.123,0.554923,0.368125,0.368125
1.124,0.558532,0.24869,0.24869
1.125,0.56212,0.125333,0.125333
1.126,0.565685,1.65042e-12,1.65042e-12
1.127,0.569229,-0.125333,-0.125333
1.128,0.572749,-0.24869,-0.24869
1.129,0.576247,-0.368125,-0.368125
1.13,0.579723,-0.481754,-0.481754
1.131,0.583175,-0.587785,-0.587785
1.132,0.586604,-0.684547,-0.684547
1.133,0.59001,-0.770513,-0.770513
1.134,0.593393,-0.844328,-0.844328
1.135,0.596753,-0.904827,-0.904827
1.136,0.600089,-0.951057,-0.951057
1.137,0.603401,-0.982287,-0.982287
1.138,0.60669,-0.998027,-0.998027
1.139,0.609954,-0.998027,-0.998027
1.14,0.613194,-0.982287,-0.982287
1.141,0.616411,-0.951057,-0.951057
1.142,0.619602,-0.904827,-0.904827
1.143,0.62277,-0.844328,-0.844328
1.144,0.625913,-0.770513,-0.770513
1.145,0.629031,-0.684547,-0.684547
1.146,0.632124,-0.587785,-0.587785
1.147,0.635192,-0.481754,-0.481754
1.148,0.638236,-0.368125,-0.368125
1.149,0.641254,-0.24869,-0.24869
1.15,0.644246,-0.125333,-0.125333
1.151,0.647214,-2.00226e-12,-2.00226e-12
1.152,0.650155,0.125333,0.125333
1.153,0.653071,0.24869,0.24869
1.154,0.655962,0.368125,0.368125
1.155,0.658826,0.481754,0.481754
1.156,0.661664,0.587785,0.587785
1.157,0.664477,0.684547,0.684547
1.158,0.667263,0.770513,0.770513
1.159,0.670022,0.844328,0.844328
1.16,0.672756,0.904827,0.904827
1.161,0.675462,0.951057,0.951057
1.162,0.678142,0.982287,0.982287
1.163,0.680796,0.998027,0.998027
1.164,0.683422,0.998027,0.998027
1.165,0.686021,0.982287,0.982287
1.166,0.688594,0.951057,0.951057
1.167,0.691139,0.904827,0.904827
1.168,0.693657,0.844328,0.844328
1.169,0.696147,0.770513,0.770513
1.17,0.69861,0.684547,0.684547
1.171,0.701045,0.587785,0.587785
1.172,0.703453,0.481754,0.481754
1.173,0.705833,0.368125,0.368125
1.174,0.708185,0.24869,0.24869
1.175,0.710509,0.125333,0.125333
1.176,0.712805,2.3541e-12,2.3541e-12
1.177,0.715073,-0.125333,-0.125333
1.178,0.717313,-0.24869,-0.24869
1.179,0.719524,-0.368125,-0.368125
1.18,0.721707,-0.481754,-0.481754
1.181,0.723862,-0.587785,-0.587785
1.182,0.725988,-0.684547,-0.684547
1.183,0.728085,-0.770513,-0.770513
1.184,0.730153,-0.844328,-0.844328
1.185,0.732193,-0.904827,-0.904827
1.186,0.734204,-0.951057,-0.951057
1.187,0.736185,-0.982287,-0.982287
1.188,0.738138,-0.998027,-0.998027
1.189,0.740062,-0.998027,-0.998027
1.19,0.741956,-0.982287,-0.982287
1.191,0.743821,-0.951057,-0.951057
1.192,0.745657,-0.904827,-0.904827
1.193,0.747463,-0.844328,-0.844328
1.194,0.74924,-0.770513,-0.770513
1.195,0.750987,-0.684547,-0.684547
1.196,0.752705,-0.587785,-0.587785
1.197,0.754392,-0.481754,-0.481754
1.198,0.75605,-0.368125,-0.368125
1.199,0.757679,-0.24869,-0.24869
1.2,0.759277,-0.125333,-0.125333
1.201,0.760845,-2.67752e-12,-2.67752e-12
1.202,0.762383,0.125333,0.125333
1.203,0.763892,0.24869,0.24869
1.204,0.76537,0.368125,0.368125
1.205,0.766817,0.481754,0.481754
1.206,0.768235,0.587785,0.587785
1.207,0.769622,0.684547,0.684547
1.208,0.770979,0.770513,0.770513
1.209,0.772305,0.844328,0.844328
1.21,0.773601,0.904827,0.904827
1.211,0.774867,0.951057,0.951057
1.212,0.776101,0.982287,0.982287
1.213,0.777305,0.998027,0.998027
1.214,0.778479,0.998027,0.998027
1.215,0.779621,0.982287,0.982287
1.216,0.780733,0.951057,0.951057
1.217,0.781814,0.904827,0.904827
1.218,0.782865,0.844328,0.844328
1.219,0.783884,0.770513,0.770513
1.22,0.784872,0.684547,0.684547
1.221,0.78583,0.587785,0.587785
1.222,0.786756,0.481754,0.481754
1.223,0.787651,0.368125,0.368125
1.224,0.788516,0.24869,0.24869
1.225,0.789349,0.125333,0.125333
1.226,0.790151,3.02936e-12,3.02936e-12
1.227,0.790921,-0.125333,-0.125333
1.228,0.791661,-0.24869,-0.24869
1.229,0.792369,-0.368125,-0.368125
1.23,0.793046,-0.481754,-0.481754
1.231,0.793692,-0.587785,-0.587785
1.232,0.794306,-0.684547,-0.684547
1.233,0.794889,-0.770513,-0.770513
1.234,0.795441,-0.844328,-0.844328
1.235,0.795961,-0.904827,-0.904827
1.236,0.79645,-0.951057,-0.951057
1.237,0.796907,-0.982287,-0.982287
1.238,0.797333,-0.998027,-0.998027
1.239,0.797727,-0.998027,-0.998027
1.24,0.79809,-0.982287,-0.982287
1.241,0.798421,-0.951057,-0.951057
1.242,0.798721,-0.904827,-0.904827
1.243,0.79899,-0.844328,-0.844328
1.244,0.799226,-0.770513,-0.770513
1.245,0.799432,-0.684547,-0.684547
1.246,0.799605,-0.587785,-0.587785
1.247,0.799747,-0.481754,-0.481754
1.248,0.799858,-0.368125,-0.368125
1.249,0.799937,-0.24869,-0.24869
1.25,0.799984,-0.125333,-0.125333
1.251,0.8,-3.3812e-12,-3.3812e-12
1.252,0.799984,0.125333,0.125333
1.253,0.799937,0.24869,0.24869
1.254,0.799858,0.368125,0.368125
1.255,0.799747,0.481754,0.481754
1.256,0.799605,0.587785,0.587785
1.257,0.799432,0.684547,0.684547
1.258,0.799226,0.770513,0.770513
1.259,0.79899,0.844328,0.844328
1.26,0.798721,0.904827,0.904827
1.261,0.798421,0.951057,0.951057
1.262,0.79809,0.982287,0.982287
1.263,0.797727,0.998027,0.998027
1.264,0.797333,0.998027,0.998027
1.265,0.796907,0.982287,0.982287
1.266,0.79645,0.951057,0.951057
1.267,0.795961,0.904827,0.904827
1.268,0.795441,0.844328,0.844328
1.269,0.794889,0.770513,0.770513
1.27,0.794306,0.684547,0.684547
1.271,0.793692,0.587785,0.587785
1.272,0.793046,0.481754,0.481754
1.273,0.792369,0.368125,0.368125
1.274,0.791661,0.24869,0.24869
1.275,0.790921,0.125333,0.125333
1.276,0.790151,3.73304e-12,3.73304e-12
1.277,0.789349,-0.125333,-0.125333
1.278,0.788516,-0.24869,-0.24869
1.279,0.787651,-0.368125,-0.368125
1.28,0.786756,-0.481754,-0.481754
1.281,0.78583,-0.587785,-0.587785
1.282,0.784872,-0.684547,-0.684547
1.283,0.783884,-0.770513,-0.770513
1.284,0.782865,-0.844328,-0.844328
1.285,0.781814,-0.904827,-0.904827
1.286,0.780733,-0.951057,-0.951057
1.287,0.779621,-0.982287,-0.982287
1.288,0.778479,-0.998027,-0.998027
1.289,0.777305,-0.998027,-0.998027
1.29,0.776101,-0.982287,-0.982287
1.291,0.774867,-0.951057,-0.951057
1.292,0.773601,-0.904827,-0.904827
1.293,0.772305,-0.844328,-0.844328
1.294,0.770979,-0.770513,-0.770513
1.295,0.769622,-0.684547,-0.684547
1.296,0.768235,-0.587785,-0.587785
1.297,0.766817,-0.481754,-0.481754
1.298,0.76537,-0.368125,-0.368125
1.299,0.763892,-0.24869,-0.24869
1.3,0.762383,-0.125333,-0.125333
1.301,0.760845,-4.08488e-12,-4.08488e-12
1.302,0.759277,0.125333,0.125333
1.303,0.757679,0.24869,0.24869
1.304,0.75605,0.368125,0.368125
1.305,0.754392,0.481754,0.481754
1.306,0.752705,0.587785,0.587785
1.307,0.750987,0.684547,0.684547
1.308,0.74924,0.770513,0.770513
1.309,0.747463,0.844328,0.844328
1.31,0.745657,0.904827,0.904827
1.311,0.743821,0.951057,0.951057
1.312,0.741956,0.982287,0.982287
1.313,0.740062,0.998027,0.998027
1.314,0.738138,0.998027,0.998027
1.315,0.736185,0.982287,0.982287
1.316,0.734204,0.951057,0.951057
1.317,0.732193,0.904827,0.904827
1.318,0.730153,0.844328,0.844328
1.319,0.728085,0.770513,0.770513
1.32,0.725988,0.684547,0.684547
1.321,0.723862,0.587785,0.587785
1.322,0.721707,0.481754,0.481754
1.323,0.719524,0.368125,0.368125
1.324,0.717313,0.24869,0.24869
1.325,0.715073,0.125333,0.125333
1.326,0.712805,4.4083e-12,4.4083e-12
1.327,0.710509,-0.125333,-0.125333
1.328,0.708185,-0.24869,-0.24869
1.329,0.705833,-0.368125,-0.368125
1.33,0.703453,-0.481754,-0.481754
1.331,0.701045,-0.587785,-0.587785
1.332,0.69861,-0.684547,-0.684547
1.333,0.696147,-0.770513,-0.770513
1.334,0.693657,-0.844328,-0.844328
1.335,0.691139,-0.904827,-0.904827
1.336,0.688594,-0.951057,-0.951057
1.337,0.686021,-0.982287,-0.982287
1.338,0.683422,-0.998027,-0.998027
1.339,0.680796,-0.998027,-0.998027
