time,Message__1_Hz_,Carrier__20_Hz_,AM_Signal
1.34,0.678142,-0.982287,-0.982287
1.341,0.675462,-0.951057,-0.951057
1.342,0.672756,-0.904827,-0.904827
1.343,0.670022,-0.844328,-0.844328
1.344,0.667263,-0.770513,-0.770513
1.345,0.664477,-0.684547,-0.684547
1.346,0.661664,-0.587785,-0.587785
1.347,0.658826,-0.481754,-0.481754
1.348,0.655962,-0.368125,-0.368125
1.349,0.653071,-0.24869,-0.24869
1.35,0.650155,-0.125333,-0.125333
1.351,0.647214,-4.76014e-12,-4.76014e-12
1.352,0.644246,0.125333,0.125333
1.353,0.641254,0.24869,0.24869
1.354,0.638236,0.368125,0.368125
1.355,0.635192,0.481754,0.481754
1.356,0.632124,0.587785,0.587785
1.357,0.629031,0.684547,0.684547
1.358,0.625913,0.770513,0.770513
1.359,0.62277,0.844328,0.844328
1.36,0.619602,0.904827,0.904827
1.361,0.616411,0.951057,0.951057
1.362,0.613194,0.982287,0.982287
1.363,0.609954,0.998027,0.998027
1.364,0.60669,0.998027,0.998027
1.365,0.603401,0.982287,0.982287
1.366,0.600089,0.951057,0.951057
1.367,0.596753,0.904827,0.904827
1.368,0.593393,0.844328,0.844328
1.369,0.59001,0.770513,0.770513
1.37,0.586604,0.684547,0.684547
1.371,0.583175,0.587785,0.587785
1.372,0.579723,0.481754,0.481754
1.373,0.576247,0.368125,0.368125
1.374,0.572749,0.24869,0.24869
1.375,0.569229,0.125333,0.125333
1.376,0.565685,5.11199e-12,5.11199e-12
1.377,0.56212,-0.125333,-0.125333
1.378,0.558532,-0.24869,-0.24869
1.379,0.554923,-0.368125,-0.368125
1.38,0.551291,-0.481754,-0.481754
1.381,0.547638,-0.587785,-0.587785
1.382,0.543963,-0.684547,-0.684547
1.383,0.540266,-0.770513,-0.770513
1.384,0.536548,-0.844328,-0.844328
1.385,0.532809,-0.904827,-0.904827
1.386,0.529049,-0.951057,-0.951057
1.387,0.525269,-0.982287,-0.982287
1.388,0.521467,-0.998027,-0.998027
1.389,0.517645,-0.998027,-0.998027
1.39,0.513802,-0.982287,-0.982287
1.391,0.509939,-0.951057,-0.951057
1.392,0.506056,-0.904827,-0.904827
1.393,0.502153,-0.844328,-0.844328
1.394,0.49823,-0.770513,-0.770513
1.395,0.494288,-0.684547,-0.684547
1.396,0.490326,-0.587785,-0.587785
1.397,0.486344,-0.481754,-0.481754
1.398,0.482344,-0.368125,-0.368125
1.399,0.478324,-0.24869,-0.24869
1.4,0.474285,-0.125333,-0.125333
1.401,0.470228,-5.46383e-12,-5.46383e-12
1.402,0.466152,0.125333,0.125333
1.403,0.462058,0.24869,0.24869
1.404,0.457946,0.368125,0.368125
1.405,0.453815,0.481754,0.481754
1.406,0.449667,0.587785,0.587785
1.407,0.4455,0.684547,0.684547
1.408,0.441317,0.770513,0.770513
1.409,0.437115,0.844328,0.844328
1.41,0.432897,0.904827,0.904827
1.411,0.428661,0.951057,0.951057
1.412,0.424409,0.982287,0.982287
1.413,0.42014,0.998027,0.998027
1.414,0.415854,0.998027,0.998027
1.415,0.411552,0.982287,0.982287
1.416,0.407233,0.951057,0.951057
1.417,0.402899,0.904827,0.904827
1.418,0.398548,0.844328,0.844328
1.419,0.394182,0.770513,0.770513
1.42,0.3898,0.684547,0.684547
1.421,0.385403,0.587785,0.587785
1.422,0.380991,0.481754,0.481754
1.423,0.376563,0.368125,0.368125
1.424,0.372121,0.24869,0.24869
1.425,0.367664,0.125333,0.125333
1.426,0.363192,5.81567e-12,5.81567e-12
1.427,0.358707,-0.125333,-0.125333
1.428,0.354207,-0.24869,-0.24869
1.429,0.349693,-0.368125,-0.368125
1.43,0.345165,-0.481754,-0.481754
1.431,0.340623,-0.587785,-0.587785
1.432,0.336069,-0.684547,-0.684547
1.433,0.3315,-0.770513,-0.770513
1.434,0.326919,-0.844328,-0.844328
1.435,0.322325,-0.904827,-0.904827
1.436,0.317718,-0.951057,-0.951057
1.437,0.313099,-0.982287,-0.982287
1.438,0.308467,-0.998027,-0.998027
1.439,0.303823,-0.998027,-0.998027
1.44,0.299167,-0.982287,-0.982287
1.441,0.2945,-0.951057,-0.951057
1.442,0.28982,-0.904827,-0.904827
1.443,0.28513,-0.844328,-0.844328
1.444,0.280427,-0.770513,-0.770513
1.445,0.275714,-0.684547,-0.684547
1.446,0.27099,-0.587785,-0.587785
1.447,0.266256,-0.481754,-0.481754
1.448,0.26151,-0.368125,-0.368125
1.449,0.256755,-0.24869,-0.24869
1.45,0.251989,-0.125333,-0.125333
1.451,0.247214,-6.13909e-12,-6.13909e-12
1.452,0.242428,0.125333,0.125333
1.453,0.237633,0.24869,0.24869
1.454,0.232829,0.368125,0.368125
1.455,0.228015,0.481754,0.481754
1.456,0.223193,0.587785,0.587785
1.457,0.218362,0.684547,0.684547
1.458,0.213522,0.770513,0.770513
1.459,0.208673,0.844328,0.844328
1.46,0.203817,0.904827,0.904827
1.461,0.198952,0.951057,0.951057
1.462,0.194079,0.982287,0.982287
1.463,0.189199,0.998027,0.998027
1.464,0.184312,0.998027,0.998027
1.465,0.179417,0.982287,0.982287
1.466,0.174515,0.951057,0.951057
1.467,0.169606,0.904827,0.904827
1.468,0.16469,0.844328,0.844328
1.469,0.159768,0.770513,0.770513
1.47,0.15484,0.684547,0.684547
1.471,0.149905,0.587785,0.587785
1.472,0.144965,0.481754,0.481754
1.473,0.140018,0.368125,0.368125
1.474,0.135067,0.24869,0.24869
1.475,0.13011,0.125333,0.125333
1.476,0.125148,6.49093e-12,6.49093e-12
1.477,0.12018,-0.125333,-0.125333
1.478,0.115209,-0.24869,-0.24869
1.479,0.110232,-0.368125,-0.368125
1.48,0.105251,-0.481754,-0.481754
1.481,0.100267,-0.587785,-0.587785
1.482,0.0952777,-0.684547,-0.684547
1.483,0.0902851,-0.770513,-0.770513
1.484,0.0852889,-0.844328,-0.844328
1.485,0.0802894,-0.904827,-0.904827
1.486,0.0752867,-0.951057,-0.951057
1.487,0.070281,-0.982287,-0.982287
1.488,0.0652725,-0.998027,-0.998027
1.489,0.0602614,-0.998027,-0.998027
1.49,0.055248,-0.982287,-0.982287
1.491,0.0502324,-0.951057,-0.951057
1.492,0.0452148,-0.904827,-0.904827
1.493,0.0401955,-0.844328,-0.844328
1.494,0.0351745,-0.770513,-0.770513
1.495,0.0301521,-0.684547,-0.684547
1.496,0.0251286,-0.587785,-0.587785
1.497,0.0201041,-0.481754,-0.481754
1.498,0.0150788,-0.368125,-0.368125
1.499,0.0100528,-0.24869,-0.24869
1.5,0.00502652,-0.125333,-0.125333
1.501,2.73142e-13,-6.84277e-12,-6.84277e-12
1.502,-0.00502652,0.125333,0.125333
1.503,-0.0100528,0.24869,0.24869
1.504,-0.0150788,0.368125,0.368125
1.505,-0.0201041,0.481754,0.481754
1.506,-0.0251286,0.587785,0.587785
1.507,-0.0301521,0.684547,0.684547
1.508,-0.0351745,0.770513,0.770513
1.509,-0.0401955,0.844328,0.844328
1.51,-0.0452148,0.904827,0.904827
1.511,-0.0502324,0.951057,0.951057
1.512,-0.055248,0.982287,0.982287
1.513,-0.0602614,0.998027,0.998027
1.514,-0.0652725,0.998027,0.998027
1.515,-0.070281,0.982287,0.982287
1.516,-0.0752867,0.951057,0.951057
1.517,-0.0802894,0.904827,0.904827
1.518,-0.0852889,0.844328,0.844328
1.519,-0.0902851,0.770513,0.770513
1.52,-0.0952777,0.684547,0.684547
1.521,-0.100267,0.587785,0.587785
1.522,-0.105251,0.481754,0.481754
1.523,-0.110232,0.368125,0.368125
1.524,-0.115209,0.24869,0.24869
1.525,-0.12018,0.125333,0.125333
1.526,-0.125148,7.19461e-12,7.19461e-12
1.527,-0.13011,-0.125333,-0.125333
1.528,-0.135067,-0.24869,-0.24869
1.529,-0.140018,-0.368125,-0.368125
1.53,-0.144965,-0.481754,-0.481754
1.531,-0.149905,-0.587785,-0.587785
1.532,-0.15484,-0.684547,-0.684547
1.533,-0.159768,-0.770513,-0.770513
1.534,-0.16469,-0.844328,-0.844328
1.535,-0.169606,-0.904827,-0.904827
1.536,-0.174515,-0.951057,-0.951057
1.537,-0.179417,-0.982287,-0.982287
1.538,-0.184312,-0.998027,-0.998027
1.539,-0.189199,-0.998027,-0.998027
1.54,-0.194079,-0.982287,-0.982287
1.541,-0.198952,-0.951057,-0.951057
1.542,-0.203817,-0.904827,-0.904827
1.543,-0.208673,-0.844328,-0.844328
1.544,-0.213522,-0.770513,-0.770513
1.545,-0.218362,-0.684547,-0.684547
1.546,-0.223193,-0.587785,-0.587785
1.547,-0.228015,-0.481754,-0.481754
1.548,-0.232829,-0.368125,-0.368125
1.549,-0.237633,-0.24869,-0.24869
1.55,-0.242428,-0.125333,-0.125333
1.551,-0.247214,-7.54645e-12,-7.54645e-12
1.552,-0.251989,0.125333,0.125333
1.553,-0.256755,0.24869,0.24869
1.554,-0.26151,0.368125,0.368125
1.555,-0.266256,0.481754,0.481754
1.556,-0.27099,0.587785,0.587785
1.557,-0.275714,0.684547,0.684547
1.558,-0.280427,0.770513,0.770513
1.559,-0.28513,0.844328,0.844328
1.56,-0.28982,0.904827,0.904827
1.561,-0.2945,0.951057,0.951057
1.562,-0.299167,0.982287,0.982287
1.563,-0.303823,0.998027,0.998027
1.564,-0.308467,0.998027,0.998027
1.565,-0.313099,0.982287,0.982287
1.566,-0.317718,0.951057,0.951057
1.567,-0.322325,0.904827,0.904827
1.568,-0.326919,0.844328,0.844328
1.569,-0.3315,0.770513,0.770513
1.57,-0.336069,0.684547,0.684547
1.571,-0.340623,0.587785,0.587785
1.572,-0.345165,0.481754,0.481754
1.573,-0.349693,0.368125,0.368125
1.574,-0.354207,0.24869,0.24869
1.575,-0.358707,0.125333,0.125333
1.576,-0.363192,7.86987e-12,7.86987e-12
1.577,-0.367664,-0.125333,-0.125333
1.578,-0.372121,-0.24869,-0.24869
1.579,-0.376563,-0.368125,-0.368125
1.58,-0.380991,-0.481754,-0.481754
1.581,-0.385403,-0.587785,-0.587785
1.582,-0.3898,-0.684547,-0.684547
1.583,-0.394182,-0.770513,-0.770513
1.584,-0.398548,-0.844328,-0.844328
1.585,-0.402899,-0.904827,-0.904827
1.586,-0.407233,-0.951057,-0.951057
1.587,-0.411552,-0.982287,-0.982287
1.588,-0.415854,-0.998027,-0.998027
1.589,-0.42014,-0.998027,-0.998027
1.59,-0.424409,-0.982287,-0.982287
1.591,-0.428661,-0.951057,-0.951057
1.592,-0.432897,-0.904827,-0.904827
1.593,-0.437115,-0.844328,-0.844328
1.594,-0.441317,-0.770513,-0.770513
1.595,-0.4455,-0.684547,-0.684547
1.596,-0.449667,-0.587785,-0.587785
1.597,-0.453815,-0.481754,-0.481754
1.598,-0.457946,-0.368125,-0.368125
1.599,-0.462058,-0.24869,-0.24869
1.6,-0.466152,-0.125333,-0.125333
1.601,-0.470228,-8.22171e-12,-8.22171e-12
1.602,-0.474285,0.125333,0.125333
1.603,-0.478324,0.24869,0.24869
1.604,-0.482344,0.368125,0.368125
1.605,-0.486344,0.481754,0.481754
1.606,-0.490326,0.587785,0.587785
1.607,-0.494288,0.684547,0.684547
1.608,-0.49823,0.770513,0.770513
1.609,-0.502153,0.844328,0.844328
1.61,-0.506056,0.904827,0.904827
1.611,-0.509939,0.951057,0.951057
1.612,-0.513802,0.982287,0.982287
1.613,-0.517645,0.998027,0.998027
1.614,-0.521467,0.998027,0.998027
1.615,-0.525269,0.982287,0.982287
1.616,-0.529049,0.951057,0.951057
1.617,-0.532809,0.904827,0.904827
1.618,-0.536548,0.844328,0.844328
1.619,-0.540266,0.770513,0.770513
1.62,-0.543963,0.684547,0.684547
1.621,-0.547638,0.587785,0.587785
1.622,-0.551291,0.481754,0.481754
1.623,-0.554923,0.368125,0.368125
1.624,-0.558532,0.24869,0.24869
1.625,-0.56212,0.125333,0.125333
1.626,-0.565685,8.57355e-12,8.57355e-12
1.627,-0.569229,-0.125333,-0.125333
1.628,-0.572749,-0.24869,-0.24869
1.629,-0.576247,-0.368125,-0.368125
1.63,-0.579723,-0.481754,-0.481754
1.631,-0.583175,-0.587785,-0.587785
1.632,-0.586604,-0.684547,-0.684547
1.633,-0.59001,-0.770513,-0.770513
1.634,-0.593393,-0.844328,-0.844328
1.635,-0.596753,-0.904827,-0.904827
1.636,-0.600089,-0.951057,-0.951057
1.637,-0.603401,-0.982287,-0.982287
1.638,-0.60669,-0.998027,-0.998027
1.639,-0.609954,-0.998027,-0.998027
1.64,-0.613194,-0.982287,-0.982287
1.641,-0.616411,-0.951057,-0.951057
1.642,-0.619602,-0.904827,-0.904827
1.643,-0.62277,-0.844328,-0.844328
1.644,-0.625913,-0.770513,-0.770513
1.645,-0.629031,-0.684547,-0.684547
1.646,-0.632124,-0.587785,-0.587785
1.647,-0.635192,-0.481754,-0.481754
1.648,-0.638236,-0.368125,-0.368125
1.649,-0.641254,-0.24869,-0.24869
1.65,-0.644246,-0.125333,-0.125333
1.651,-0.647214,-8.92539e-12,-8.92539e-12
1.652,-0.650155,0.125333,0.125333
1.653,-0.653071,0.24869,0.24869
1.654,-0.655962,0.368125,0.368125
1.655,-0.658826,0.481754,0.481754
1.656,-0.661664,0.587785,0.587785
1.657,-0.664477,0.684547,0.684547
1.658,-0.667263,0.770513,0.770513
1.659,-0.670022,0.844328,0.844328
1.66,-0.672756,0.904827,0.904827
1.661,-0.675462,0.951057,0.951057
1.662,-0.678142,0.982287,0.982287
1.663,-0.680796,0.998027,0.998027
1.664,-0.683422,0.998027,0.998027
1.665,-0.686021,0.982287,0.982287
1.666,-0.688594,0.951057,0.951057
1.667,-0.691139,0.904827,0.904827
1.668,-0.693657,0.844328,0.844328
1.669,-0.696147,0.770513,0.770513
1.67,-0.69861,0.684547,0.684547
1.671,-0.701045,0.587785,0.587785
1.672,-0.703453,0.481754,0.481754
1.673,-0.705833,0.368125,0.368125
1.674,-0.708185,0.24869,0.24869
1.675,-0.710509,0.125333,0.125333
1.676,-0.712805,9.27724e-12,9.27724e-12
1.677,-0.715073,-0.125333,-0.125333
1.678,-0.717313,-0.24869,-0.24869
1.679,-0.719524,-0.368125,-0.368125
1.68,-0.721707,-0.481754,-0.481754
1.681,-0.723862,-0.587785,-0.587785
1.682,-0.725988,-0.684547,-0.684547
1.683,-0.728085,-0.770513,-0.770513
1.684,-0.730153,-0.844328,-0.844328
1.685,-0.732193,-0.904827,-0.904827
1.686,-0.734204,-0.951057,-0.951057
1.687,-0.736185,-0.982287,-0.982287
1.688,-0.738138,-0.998027,-0.998027
1.689,-0.740062,-0.998027,-0.998027
1.69,-0.741956,-0.982287,-0.982287
1.691,-0.743821,-0.951057,-0.951057
1.692,-0.745657,-0.904827,-0.904827
1.693,-0.747463,-0.844328,-0.844328
1.694,-0.74924,-0.770513,-0.770513
1.695,-0.750987,-0.684547,-0.684547
1.696,-0.752705,-0.587785,-0.587785
1.697,-0.754392,-0.481754,-0.481754
1.698,-0.75605,-0.368125,-0.368125
1.699,-0.757679,-0.24869,-0.24869
1.7,-0.759277,-0.125333,-0.125333
1.701,-0.760845,-9.60065e-12,-9.60065e-12
1.702,-0.762383,0.125333,0.125333
1.703,-0.763892,0.24869,0.24869
1.704,-0.76537,0.368125,0.368125
1.705,-0.766817,0.481754,0.481754
1.706,-0.768235,0.587785,0.587785
1.707,-0.769622,0.684547,0.684547
1.708,-0.770979,0.770513,0.770513
1.709,-0.772305,0.844328,0.844328
1.71,-0.773601,0.904827,0.904827
1.711,-0.774867,0.951057,0.951057
1.712,-0.776101,0.982287,0.982287
1.713,-0.777305,0.998027,0.998027
1.714,-0.778479,0.998027,0.998027
1.715,-0.779621,0.982287,0.982287
1.716,-0.780733,0.951057,0.951057
1.717,-0.781814,0.904827,0.904827
1.718,-0.782865,0.844328,0.844328
1.719,-0.783884,0.770513,0.770513
1.72,-0.784872,0.684547,0.684547
1.721,-0.78583,0.587785,0.587785
1.722,-0.786756,0.481754,0.481754
1.723,-0.787651,0.368125,0.368125
1.724,-0.788516,0.24869,0.24869
1.725,-0.789349,0.125333,0.125333
1.726,-0.790151,9.9525e-12,9.9525e-12
1.727,-0.790921,-0.125333,-0.125333
1.728,-0.791661,-0.24869,-0.24869
1.729,-0.792369,-0.368125,-0.368125
1.73,-0.793046,-0.481754,-0.481754
1.731,-0.793692,-0.587785,-0.587785
1.732,-0.794306,-0.684547,-0.684547
1.733,-0.794889,-0.770513,-0.770513
1.734,-0.795441,-0.844328,-0.844328
1.735,-0.795961,-0.904827,-0.904827
1.736,-0.79645,-0.951057,-0.951057
1.737,-0.796907,-0.982287,-0.982287
1.738,-0.797333,-0.998027,-0.998027
1.739,-0.797727,-0.998027,-0.998027
1.74,-0.79809,-0.982287,-0.982287
1.741,-0.798421,-0.951057,-0.951057
1.742,-0.798721,-0.904827,-0.904827
1.743,-0.79899,-0.844328,-0.844328
1.744,-0.799226,-0.770513,-0.770513
1.745,-0.799432,-0.684547,-0.684547
1.746,-0.799605,-0.587785,-0.587785
1.747,-0.799747,-0.481754,-0.481754
1.748,-0.799858,-0.368125,-0.368125
1.749,-0.799937,-0.24869,-0.24869
1.75,-0.799984,-0.125333,-0.125333
1.751,-0.8,-1.03043e-11,-1.03043e-11
1.752,-0.799984,0.125333,0.125333
1.753,-0.799937,0.24869,0.24869
1.754,-0.799858,0.368125,0.368125
1.755,-0.799747,0.481754,0.481754
1.756,-0.799605,0.587785,0.587785
1.757,-0.799432,0.684547,0.684547
1.758,-0.799226,0.770513,0.770513
1.759,-0.79899,0.844328,0.844328
1.76,-0.798721,0.904827,0.904827
1.761,-0.798421,0.951057,0.951057
1.762,-0.79809,0.982287,0.982287
1.763,-0.797727,0.998027,0.998027
1.764,-0.797333,0.998027,0.998027
1.765,-0.796907,0.982287,0.982287
1.766,-0.79645,0.951057,0.951057
1.767,-0.795961,0.904827,0.904827
1.768,-0.795441,0.844328,0.844328
1.769,-0.794889,0.770513,0.770513
1.77,-0.794306,0.684547,0.684547
1.771,-0.793692,0.587785,0.587785
1.772,-0.793046,0.481754,0.481754
1.773,-0.792369,0.368125,0.368125
1.774,-0.791661,0.24869,0.24869
1.775,-0.790921,0.125333,0.125333
1.776,-0.790151,1.06562e-11,1.06562e-11
1.777,-0.789349,-0.125333,-0.125333
1.778,-0.788516,-0.24869,-0.24869
1.779,-0.787651,-0.368125,-0.368125
1.78,-0.786756,-0.481754,-0.481754
1.781,-0.78583,-0.587785,-0.587785
1.782,-0.784872,-0.684547,-0.684547
1.783,-0.783884,-0.770513,-0.770513
1.784,-0.782865,-0.844328,-0.844328
1.785,-0.781814,-0.904827,-0.904827
1.786,-0.780733,-0.951057,-0.951057
1.787,-0.779621,-0.982287,-0.982287
1.788,-0.778479,-0.998027,-0.998027
1.789,-0.777305,-0.998027,-0.998027
1.79,-0.776101,-0.982287,-0.982287
1.791,-0.774867,-0.951057,-0.951057
1.792,-0.773601,-0.904827,-0.904827
1.793,-0.772305,-0.844328,-0.844328
1.794,-0.770979,-0.770513,-0.770513
1.795,-0.769622,-0.684547,-0.684547
1.796,-0.768235,-0.587785,-0.587785
1.797,-0.766817,-0.481754,-0.481754
1.798,-0.76537,-0.368125,-0.368125
1.799,-0.763892,-0.24869,-0.24869
1.8,-0.762383,-0.125333,-0.125333
1.801,-0.760845,-1.1008e-11,-1.1008e-11
1.802,-0.759277,0.125333,0.125333
1.803,-0.757679,0.24869,0.24869
1.804,-0.75605,0.368125,0.368125
1.805,-0.754392,0.481754,0.481754
1.806,-0.752705,0.587785,0.587785
1.807,-0.750987,0.684547,0.684547
1.808,-0.74924,0.770513,0.770513
1.809,-0.747463,0.844328,0.844328
1.81,-0.745657,0.904827,0.904827
1.811,-0.743821,0.951057,0.951057
1.812,-0.741956,0.982287,0.982287
1.813,-0.740062,0.998027,0.998027
1.814,-0.738138,0.998027,0.998027
1.815,-0.736185,0.982287,0.982287
1.816,-0.734204,0.951057,0.951057
1.817,-0.732193,0.904827,0.904827
1.818,-0.730153,0.844328,0.844328
1.819,-0.728085,0.770513,0.770513
1.82,-0.725988,0.684547,0.684547
1.821,-0.723862,0.587785,0.587785
1.822,-0.721707,0.481754,0.481754
1.823,-0.719524,0.368125,0.368125
1.824,-0.717313,0.24869,0.24869
1.825,-0.715073,0.125333,0.125333
1.826,-0.712805,1.13314e-11,1.13314e-11
1.827,-0.710509,-0.125333,-0.125333
1.828,-0.708185,-0.24869,-0.24869
1.829,-0.705833,-0.368125,-0.368125
1.83,-0.703453,-0.481754,-0.481754
1.831,-0.701045,-0.587785,-0.587785
1.832,-0.69861,-0.684547,-0.684547
1.833,-0.696147,-0.770513,-0.770513
1.834,-0.693657,-0.844328,-0.844328
1.835,-0.691139,-0.904827,-0.904827
1.836,-0.688594,-0.951057,-0.951057
1.837,-0.686021,-0.982287,-0.982287
1.838,-0.683422,-0.998027,-0.998027
1.839,-0.680796,-0.998027,-0.998027
1.84,-0.678142,-0.982287,-0.982287
1.841,-0.675462,-0.951057,-0.951057
1.842,-0.672756,-0.904827,-0.904827
1.843,-0.670022,-0.844328,-0.844328
1.844,-0.667263,-0.770513,-0.770513
1.845,-0.664477,-0.684547,-0.684547
1.846,-0.661664,-0.587785,-0.587785
1.847,-0.658826,-0.481754,-0.481754
1.848,-0.655962,-0.368125,-0.368125
1.849,-0.653071,-0.24869,-0.24869
1.85,-0.650155,-0.125333,-0.125333
1.851,-0.647214,-1.16833e-11,-1.16833e-11
1.852,-0.644246,0.125333,0.125333
1.853,-0.641254,0.24869,0.24869
1.854,-0.638236,0.368125,0.368125
1.855,-0.635192,0.481754,0.481754
1.856,-0.632124,0.587785,0.587785
1.857,-0.629031,0.684547,0.684547
1.858,-0.625913,0.770513,0.770513
1.859,-0.62277,0.844328,0.844328
1.86,-0.619602,0.904827,0.904827
1.861,-0.616411,0.951057,0.951057
1.862,-0.613194,0.982287,0.982287
1.863,-0.609954,0.998027,0.998027
1.864,-0.60669,0.998027,0.998027
1.865,-0.603401,0.982287,0.982287
1.866,-0.600089,0.951057,0.951057
1.867,-0.596753,0.904827,0.904827
1.868,-0.593393,0.844328,0.844328
1.869,-0.59001,0.770513,0.770513
1.87,-0.586604,0.684547,0.684547
1.871,-0.583175,0.587785,0.587785
1.872,-0.579723,0.481754,0.481754
1.873,-0.576247,0.368125,0.368125
1.874,-0.572749,0.24869,0.24869
1.875,-0.569229,0.125333,0.125333
1.876,-0.565685,1.20351e-11,1.20351e-11
1.877,-0.56212,-0.125333,-0.125333
1.878,-0.558532,-0.24869,-0.24869
1.879,-0.554923,-0.368125,-0.368125
1.88,-0.551291,-0.481754,-0.481754
1.881,-0.547638,-0.587785,-0.587785
1.882,-0.543963,-0.684547,-0.684547
1.883,-0.540266,-0.770513,-0.770513
1.884,-0.536548,-0.844328,-0.844328
1.885,-0.532809,-0.904827,-0.904827
1.886,-0.529049,-0.951057,-0.951057
1.887,-0.525269,-0.982287,-0.982287
1.888,-0.521467,-0.998027,-0.998027
1.889,-0.517645,-0.998027,-0.998027
1.89,-0.513802,-0.982287,-0.982287
1.891,-0.509939,-0.951057,-0.951057
1.892,-0.506056,-0.904827,-0.904827
1.893,-0.502153,-0.844328,-0.844328
1.894,-0.49823,-0.770513,-0.770513
1.895,-0.494288,-0.684547,-0.684547
1.896,-0.490326,-0.587785,-0.587785
1.897,-0.486344,-0.481754,-0.481754
1.898,-0.482344,-0.368125,-0.368125
1.899,-0.478324,-0.24869,-0.24869
1.9,-0.474285,-0.125333,-0.125333
1.901,-0.470228,-1.2387e-11,-1.2387e-11
1.902,-0.466152,0.125333,0.125333
1.903,-0.462058,0.24869,0.24869
1.904,-0.457946,0.368125,0.368125
1.905,-0.453815,0.481754,0.481754
1.906,-0.449667,0.587785,0.587785
1.907,-0.4455,0.684547,0.684547
1.908,-0.441317,0.770513,0.770513
1.909,-0.437115,0.844328,0.844328
1.91,-0.432897,0.904827,0.904827
1.911,-0.428661,0.951057,0.951057
1.912,-0.424409,0.982287,0.982287
1.913,-0.42014,0.998027,0.998027
1.914,-0.415854,0.998027,0.998027
1.915,-0.411552,0.982287,0.982287
1.916,-0.407233,0.951057,0.951057
1.917,-0.402899,0.904827,0.904827
1.918,-0.398548,0.844328,0.844328
1.919,-0.394182,0.770513,0.770513
1.92,-0.3898,0.684547,0.684547
1.921,-0.385403,0.587785,0.587785
1.922,-0.380991,0.481754,0.481754
1.923,-0.376563,0.368125,0.368125
1.924,-0.372121,0.24869,0.24869
1.925,-0.367664,0.125333,0.125333
1.926,-0.363192,1.27388e-11,1.27388e-11
1.927,-0.358707,-0.125333,-0.125333
1.928,-0.354207,-0.24869,-0.24869
1.929,-0.349693,-0.368125,-0.368125
1.93,-0.345165,-0.481754,-0.481754
1.931,-0.340623,-0.587785,-0.587785
1.932,-0.336069,-0.684547,-0.684547
1.933,-0.3315,-0.770513,-0.770513
1.934,-0.326919,-0.844328,-0.844328
1.935,-0.322325,-0.904827,-0.904827
1.936,-0.317718,-0.951057,-0.951057
1.937,-0.313099,-0.982287,-0.982287
1.938,-0.308467,-0.998027,-0.998027
1.939,-0.303823,-0.998027,-0.998027
1.94,-0.299167,-0.982287,-0.982287
1.941,-0.2945,-0.951057,-0.951057
1.942,-0.28982,-0.904827,-0.904827
1.943,-0.28513,-0.844328,-0.844328
1.944,-0.280427,-0.770513,-0.770513
1.945,-0.275714,-0.684547,-0.684547
1.946,-0.27099,-0.587785,-0.587785
1.947,-0.266256,-0.481754,-0.481754
1.948,-0.26151,-0.368125,-0.368125
1.949,-0.256755,-0.24869,-0.24869
1.95,-0.251989,-0.125333,-0.125333
1.951,-0.247214,-1.30622e-11,-1.30622e-11
1.952,-0.242428,0.125333,0.125333
1.953,-0.237633,0.24869,0.24869
1.954,-0.232829,0.368125,0.368125
1.955,-0.228015,0.481754,0.481754
1.956,-0.223193,0.587785,0.587785
1.957,-0.218362,0.684547,0.684547
1.958,-0.213522,0.770513,0.770513
1.959,-0.208673,0.844328,0.844328
1.96,-0.203817,0.904827,0.904827
1.961,-0.198952,0.951057,0.951057
1.962,-0.194079,0.982287,0.982287
1.963,-0.189199,0.998027,0.998027
1.964,-0.184312,0.998027,0.998027
1.965,-0.179417,0.982287,0.982287
1.966,-0.174515,0.951057,0.951057
1.967,-0.169606,0.904827,0.904827
1.968,-0.16469,0.844328,0.844328
1.969,-0.159768,0.770513,0.770513
1.97,-0.15484,0.684547,0.684547
1.971,-0.149905,0.587785,0.587785
1.972,-0.144965,0.481754,0.481754
1.973,-0.140018,0.368125,0.368125
1.974,-0.135067,0.24869,0.24869
1.975,-0.13011,0.125333,0.125333
1.976,-0.125148,1.34141e-11,1.34141e-11
1.977,-0.12018,-0.125333,-0.125333
1.978,-0.115209,-0.24869,-0.24869
1.979,-0.110232,-0.368125,-0.368125
1.98,-0.105251,-0.481754,-0.481754
1.981,-0.100267,-0.587785,-0.587785
1.982,-0.0952777,-0.684547,-0.684547
1.983,-0.0902851,-0.770513,-0.770513
1.984,-0.0852889,-0.844328,-0.844328
1.985,-0.0802894,-0.904827,-0.904827
1.986,-0.0752867,-0.951057,-0.951057
1.987,-0.070281,-0.982287,-0.982287
1.988,-0.0652725,-0.998027,-0.998027
1.989,-0.0602614,-0.998027,-0.998027
1.99,-0.055248,-0.982287,-0.982287
1.991,-0.0502324,-0.951057,-0.951057
1.992,-0.0452148,-0.904827,-0.904827
1.993,-0.0401955,-0.844328,-0.844328
1.994,-0.0351745,-0.770513,-0.770513
1.995,-0.0301521,-0.684547,-0.684547
1.996,-0.0251286,-0.587785,-0.587785
1.997,-0.0201041,-0.481754,-0.481754
1.998,-0.0150788,-0.368125,-0.368125
1.999,-0.0100528,-0.24869,-0.24869
2,-0.00502652,-0.125333,-0.125333
2.001,-5.50352e-13,-1.37659e-11,-1.37659e-11
