time,Large_Setpoint,Plant__AW_,Plant__Std_,Anti_Windup_PID,Standard_PID
1.14,1,0.982156,0.121905,0.982307,4.22196
1.15,1,0.982138,0.130642,0.98198,4.20001
1.16,1,0.982146,0.139292,0.982171,4.1783
1.17,1,0.982142,0.147856,0.982112,4.15682
1.18,1,0.982144,0.156335,0.982155,4.13556
1.19,1,0.982143,0.16473,0.982138,4.11451
1.2,1,0.982143,0.173041,0.982146,4.09366
1.21,1,0.982143,0.181269,0.982142,4.07303
1.22,1,0.982143,0.189416,0.982144,4.0526
1.23,1,0.982143,0.197481,0.982143,4.03238
1.24,1,0.982143,0.205466,0.982143,4.01235
1.25,1,0.982143,0.213372,0.982143,3.99253
1.26,1,0.982143,0.221199,0.982143,3.9729
1.27,1,0.982143,0.228948,0.982143,3.95347
1.28,1,0.982143,0.236621,0.982143,3.93423
1.29,1,0.982143,0.244216,0.982143,3.91519
1.3,1,0.982143,0.251736,0.982143,3.89633
1.31,1,0.982143,0.259182,0.982143,3.87766
1.32,1,0.982143,0.266553,0.982143,3.85918
1.33,1,0.982143,0.273851,0.982143,3.84088
1.34,1,0.982143,0.281076,0.982143,3.82276
1.35,1,0.982143,0.28823,0.982143,3.80482
1.36,1,0.982143,0.295312,0.982143,3.78706
1.37,1,0.982143,0.302324,0.982143,3.76948
1.38,1,0.982143,0.309266,0.982143,3.75207
1.39,1,0.982143,0.316139,0.982143,3.73484
1.4,1,0.982143,0.322943,0.982143,3.71777
1.41,1,0.982143,0.32968,0.982143,3.70088
1.42,1,0.982143,0.33635,0.982143,3.68416
1.43,1,0.982143,0.342953,0.982143,3.6676
1.44,1,0.982143,0.349491,0.982143,3.6512
1.45,1,0.982143,0.355964,0.982143,3.63497
1.46,1,0.982143,0.362372,0.982143,3.6189
1.47,1,0.982143,0.368716,0.982143,3.60299
1.48,1,0.982143,0.374998,0.982143,3.58724
1.49,1,0.982143,0.381217,0.982143,3.57165
1.5,1,0.982143,0.387374,0.982143,3.55621
1.51,1,0.982143,0.393469,0.982143,3.54092
1.52,1,0.982143,0.399504,0.982143,3.52579
1.53,1,0.982143,0.40548,0.982143,3.51081
1.54,1,0.982143,0.411395,0.982143,3.49598
1.55,1,0.982143,0.417252,0.982143,3.48129
1.56,1,0.982143,0.42305,0.982143,3.46675
1.57,1,0.982143,0.428791,0.982143,3.45235
1.58,1,0.982143,0.434475,0.982143,3.4381
1.59,1,0.982143,0.440102,0.982143,3.42399
1.6,1,0.982143,0.445673,0.982143,3.41002
1.61,1,0.982143,0.451188,0.982143,3.39619
1.62,1,0.982143,0.456649,0.982143,3.3825
1.63,1,0.982143,0.462056,0.982143,3.36894
1.64,1,0.982143,0.467408,0.982143,3.35552
1.65,1,0.982143,0.472708,0.982143,3.34223
1.66,1,0.982143,0.477954,0.982143,3.32907
1.67,1,0.982143,0.483149,0.982143,3.31605
1.68,1,0.982143,0.488291,0.982143,3.30315
1.69,1,0.982143,0.493383,0.982143,3.29038
1.7,1,0.982143,0.498424,0.982143,3.27774
1.71,1,0.982143,0.503415,0.982143,3.26523
1.72,1,0.982143,0.508356,0.982143,3.25284
1.73,1,0.982143,0.513248,0.982143,3.24057
1.74,1,0.982143,0.518091,0.982143,3.22843
1.75,1,0.982143,0.522886,0.982143,3.2164
1.76,1,0.982143,0.527633,0.982143,3.2045
1.77,1,0.982143,0.532334,0.982143,3.19271
1.78,1,0.982143,0.536987,0.982143,3.18104
1.79,1,0.982143,0.541594,0.982143,3.16949
1.8,1,0.982143,0.546155,0.982143,3.15805
1.81,1,0.982143,0.550671,0.982143,3.14673
1.82,1,0.982143,0.555142,0.982143,3.13552
1.83,1,0.982143,0.559568,0.982143,3.12442
1.84,1,0.982143,0.563951,0.982143,3.11343
1.85,1,0.982143,0.56829,0.982143,3.10255
1.86,1,0.982143,0.572585,0.982143,3.09178
1.87,1,0.982143,0.576838,0.982143,3.08112
1.88,1,0.982143,0.581048,0.982143,3.07056
1.89,1,0.982143,0.585217,0.982143,3.0601
1.9,1,0.982143,0.589344,0.982143,3.04976
1.91,1,0.982143,0.59343,0.982143,3.03951
1.92,1,0.982143,0.597476,0.982143,3.02936
1.93,1,0.982143,0.601481,0.982143,3.01932
1.94,1,0.982143,0.605446,0.982143,3.00938
1.95,1,0.982143,0.609372,0.982143,2.99953
1.96,1,0.982143,0.613259,0.982143,2.98979
1.97,1,0.982143,0.617107,0.982143,2.98014
1.98,1,0.982143,0.620917,0.982143,2.97058
1.99,1,0.982143,0.624689,0.982143,2.96113
2,1,0.982143,0.628423,0.982143,2.95176
2.01,1,0.982143,0.632121,0.982143,2.94249
2.02,1,0.982143,0.635781,0.982143,2.93331
2.03,1,0.982143,0.639405,0.982143,2.92422
2.04,1,0.982143,0.642993,0.982143,2.91523
2.05,1,0.982143,0.646545,0.982143,2.90632
2.06,1,0.982143,0.650062,0.982143,2.8975
2.07,1,0.982143,0.653544,0.982143,2.88877
2.08,1,0.982143,0.656992,0.982143,2.88013
2.09,1,0.982143,0.660405,0.982143,2.87157
2.1,1,0.982143,0.663784,0.982143,2.86309
2.11,1,0.982143,0.667129,0.982143,2.85471
2.12,1,0.982143,0.670441,0.982143,2.8464
2.13,1,0.982143,0.67372,0.982143,2.83818
2.14,1,0.982143,0.676967,0.982143,2.83004
2.15,1,0.982143,0.680181,0.982143,2.82198
2.16,1,0.982143,0.683363,0.982143,2.814
2.17,1,0.982143,0.686514,0.982143,2.8061
2.18,1,0.982143,0.689633,0.982143,2.79827
2.19,1,0.982143,0.692721,0.982143,2.79053
2.2,1,0.982143,0.695779,0.982143,2.78286
2.21,1,0.982143,0.698806,0.982143,2.77527
2.22,1,0.982143,0.701803,0.982143,2.76776
2.23,1,0.982143,0.70477,0.982143,2.76032
2.24,1,0.982143,0.707707,0.982143,2.75295
2.25,1,0.982143,0.710616,0.982143,2.74566
2.26,1,0.982143,0.713495,0.982143,2.73844
2.27,1,0.982143,0.716346,0.982143,2.73129
2.28,1,0.982143,0.719168,0.982143,2.72421
2.29,1,0.982143,0.721963,0.982143,2.71721
2.3,1,0.982143,0.724729,0.982143,2.71027
2.31,1,0.982143,0.727468,0.982143,2.7034
2.32,1,0.982143,0.73018,0.982143,2.6966
2.33,1,0.982143,0.732865,0.982143,2.68987
2.34,1,0.982143,0.735523,0.982143,2.6832
2.35,1,0.982143,0.738154,0.982143,2.6766
2.36,1,0.982143,0.74076,0.982143,2.67007
2.37,1,0.982143,0.743339,0.982143,2.6636
2.38,1,0.982143,0.745893,0.982143,2.6572
2.39,1,0.982143,0.748421,0.982143,2.65086
2.4,1,0.982143,0.750925,0.982143,2.64458
2.41,1,0.982143,0.753403,0.982143,2.63837
2.42,1,0.982143,0.755857,0.982143,2.63221
2.43,1,0.982143,0.758286,0.982143,2.62612
2.44,1,0.982143,0.760691,0.982143,2.62009
2.45,1,0.982143,0.763072,0.982143,2.61412
2.46,1,0.982143,0.76543,0.982143,2.60821
2.47,1,0.982143,0.767764,0.982143,2.60236
2.48,1,0.982143,0.770075,0.982143,2.59656
2.49,1,0.982143,0.772362,0.982143,2.59083
2.5,1,0.982143,0.774627,0.982143,2.58515
2.51,1,0.982143,0.77687,0.982143,2.57952
2.52,1,0.982143,0.77909,0.982143,2.57395
2.53,1,0.982143,0.781288,0.982143,2.56844
2.54,1,0.982143,0.783464,0.982143,2.56299
2.55,1,0.982143,0.785619,0.982143,2.55758
2.56,1,0.982143,0.787752,0.982143,2.55223
2.57,1,0.982143,0.789864,0.982143,2.54694
2.58,1,0.982143,0.791955,0.982143,2.5417
2.59,1,0.982143,0.794025,0.982143,2.5365
2.6,1,0.982143,0.796074,0.982143,2.53137
2.61,1,0.982143,0.798103,0.982143,2.52628
2.62,1,0.982143,0.800112,0.982143,2.52124
2.63,1,0.982143,0.802101,0.982143,2.51625
2.64,1,0.982143,0.80407,0.982143,2.51131
2.65,1,0.982143,0.80602,0.982143,2.50643
2.66,1,0.982143,0.80795,0.982143,2.50159
2.67,1,0.982143,0.809861,0.982143,2.49679
2.68,1,0.982143,0.811753,0.982143,2.49205
2.69,1,0.982143,0.813626,0.982143,2.48735
2.7,1,0.982143,0.81548,0.982143,2.4827
2.71,1,0.982143,0.817316,0.982143,2.4781
2.72,1,0.982143,0.819134,0.982143,2.47354
2.73,1,0.982143,0.820934,0.982143,2.46903
2.74,1,0.982143,0.822716,0.982143,2.46456
2.75,1,0.982143,0.82448,0.982143,2.46014
2.76,1,0.982143,0.826226,0.982143,2.45576
2.77,1,0.982143,0.827955,0.982143,2.45142
2.78,1,0.982143,0.829667,0.982143,2.44713
2.79,1,0.982143,0.831362,0.982143,2.44288
2.8,1,0.982143,0.83304,0.982143,2.43867
2.81,1,0.982143,0.834701,0.982143,2.43451
2.82,1,0.982143,0.836346,0.982143,2.43038
2.83,1,0.982143,0.837974,0.982143,2.4263
2.84,1,0.982143,0.839586,0.982143,2.42226
2.85,1,0.982143,0.841183,0.982143,2.41825
2.86,1,0.982143,0.842763,0.982143,2.41429
2.87,1,0.982143,0.844327,0.982143,2.41037
2.88,1,0.982143,0.845876,0.982143,2.40648
2.89,1,0.982143,0.84741,0.982143,2.40264
2.9,1,0.982143,0.848928,0.982143,2.39883
2.91,1,0.982143,0.850431,0.982143,2.39506
2.92,1,0.982143,0.85192,0.982143,2.39133
2.93,1,0.982143,0.853393,0.982143,2.38764
2.94,1,0.982143,0.854852,0.982143,2.38398
2.95,1,0.982143,0.856296,0.982143,2.38036
2.96,1,0.982143,0.857726,0.982143,2.37677
2.97,1,0.982143,0.859142,0.982143,2.37322
2.98,1,0.982143,0.860543,0.982143,2.36971
2.99,1,0.982143,0.861931,0.982143,2.36623
3,1,0.982143,0.863305,0.982143,2.36278
3.01,1,0.982143,0.864665,0.982143,2.35937
3.02,1,0.982143,0.866011,0.982143,2.35599
3.03,1,0.982143,0.867345,0.982143,2.35265
3.04,1,0.982143,0.868664,0.982143,2.34934
3.05,1,0.982143,0.869971,0.982143,2.34606
3.06,1,0.982143,0.871265,0.982143,2.34282
3.07,1,0.982143,0.872546,0.982143,2.33961
3.08,1,0.982143,0.873814,0.982143,2.33643
3.09,1,0.982143,0.87507,0.982143,2.33328
3.1,1,0.982143,0.876313,0.982143,2.33016
3.11,1,0.982143,0.877544,0.982143,2.32708
3.12,1,0.982143,0.878762,0.982143,2.32402
3.13,1,0.982143,0.879968,0.982143,2.321
3.14,1,0.982143,0.881163,0.982143,2.318
3.15,1,0.982143,0.882345,0.982143,2.31504
3.16,1,0.982143,0.883516,0.982143,2.3121
3.17,1,0.982143,0.884675,0.982143,2.30919
3.18,1,0.982143,0.885822,0.982143,2.30632
3.19,1,0.982143,0.886958,0.982143,2.30347
3.2,1,0.982143,0.888083,0.982143,2.30065
3.21,1,0.982143,0.889197,0.982143,2.29785
3.22,1,0.982143,0.890299,0.982143,2.29509
3.23,1,0.982143,0.891391,0.982143,2.29235
3.24,1,0.982143,0.892472,0.982143,2.28964
3.25,1,0.982143,0.893542,0.982143,2.28696
3.26,1,0.982143,0.894601,0.982143,2.2843
3.27,1,0.982143,0.89565,0.982143,2.28167
3.28,1,0.982143,0.896688,0.982143,2.27907
3.29,1,0.982143,0.897716,0.982143,2.27649
3.3,1,0.982143,0.898734,0.982143,2.27394
3.31,1,0.982143,0.899741,0.982143,2.27141
3.32,1,0.982143,0.900739,0.982143,2.26891
3.33,1,0.982143,0.901726,0.982143,2.26644
3.34,1,0.982143,0.902704,0.982143,2.26398
3.35,1,0.982143,0.903672,0.982143,2.26156
3.36,1,0.982143,0.904631,0.982143,2.25915
3.37,1,0.982143,0.90558,0.982143,2.25677
3.38,1,0.982143,0.906519,0.982143,2.25442
3.39,1,0.982143,0.907449,0.982143,2.25209
3.4,1,0.982143,0.90837,0.982143,2.24978
3.41,1,0.982143,0.909282,0.982143,2.24749
3.42,1,0.982143,0.910185,0.982143,2.24523
3.43,1,0.982143,0.911078,0.982143,2.24299
3.44,1,0.982143,0.911963,0.982143,2.24077
3.45,1,0.982143,0.912839,0.982143,2.23857
3.46,1,0.982143,0.913706,0.982143,2.2364
3.47,1,0.982143,0.914565,0.982143,2.23424
3.48,1,0.982143,0.915415,0.982143,2.23211
3.49,1,0.982143,0.916257,0.982143,2.23
3.5,1,0.982143,0.91709,0.982143,2.22791
3.51,1,0.982143,0.917915,0.982143,2.22584
3.52,1,0.982143,0.918732,0.982143,2.22379
3.53,1,0.982143,0.91954,0.982143,2.22177
3.54,1,0.982143,0.920341,0.982143,2.21976
3.55,1,0.982143,0.921134,0.982143,2.21777
3.56,1,0.982143,0.921918,0.982143,2.2158
3.57,1,0.982143,0.922695,0.982143,2.21386
3.58,1,0.982143,0.923464,0.982143,2.21193
3.59,1,0.982143,0.924226,0.982143,2.21002
3.6,1,0.982143,0.92498,0.982143,2.20813
3.61,1,0.982143,0.925726,0.982143,2.20625
3.62,1,0.982143,0.926465,0.982143,2.2044
3.63,1,0.982143,0.927197,0.982143,2.20257
3.64,1,0.982143,0.927922,0.982143,2.20075
3.65,1,0.982143,0.928639,0.982143,2.19895
3.66,1,0.982143,0.929349,0.982143,2.19717
3.67,1,0.982143,0.930052,0.982143,2.19541
3.68,1,0.982143,0.930748,0.982143,2.19366
3.69,1,0.982143,0.931437,0.982143,2.19194
3.7,1,0.982143,0.932119,0.982143,2.19022
3.71,1,0.982143,0.932794,0.982143,2.18853
3.72,1,0.982143,0.933463,0.982143,2.18685
3.73,1,0.982143,0.934125,0.982143,2.18519
3.74,1,0.982143,0.934781,0.982143,2.18355
3.75,1,0.982143,0.93543,0.982143,2.18192
3.76,1,0.982143,0.936072,0.982143,2.18031
3.77,1,0.982143,0.936708,0.982143,2.17872
3.78,1,0.982143,0.937338,0.982143,2.17714
3.79,1,0.982143,0.937961,0.982143,2.17557
3.8,1,0.982143,0.938579,0.982143,2.17403
3.81,1,0.982143,0.93919,0.982143,2.17249
3.82,1,0.982143,0.939795,0.982143,2.17098
3.83,1,0.982143,0.940394,0.982143,2.16947
3.84,1,0.982143,0.940987,0.982143,2.16799
3.85,1,0.982143,0.941574,0.982143,2.16651
3.86,1,0.982143,0.942156,0.982143,2.16506
3.87,1,0.982143,0.942731,0.982143,2.16361
3.88,1,0.982143,0.943301,0.982143,2.16218
3.89,1,0.982143,0.943865,0.982143,2.16077
3.9,1,0.982143,0.944424,0.982143,2.15937
3.91,1,0.982143,0.944977,0.982143,2.15798
3.92,1,0.982143,0.945524,0.982143,2.15661
3.93,1,0.982143,0.946066,0.982143,2.15525
3.94,1,0.982143,0.946603,0.982143,2.1539
3.95,1,0.982143,0.947134,0.982143,2.15257
3.96,1,0.982143,0.94766,0.982143,2.15125
3.97,1,0.982143,0.948181,0.982143,2.14995
3.98,1,0.982143,0.948697,0.982143,2.14865
3.99,1,0.982143,0.949207,0.982143,2.14737
4,1,0.982143,0.949713,0.982143,2.14611
4.01,1,0.982143,0.950213,0.982143,2.14485
4.02,1,0.982143,0.950708,0.982143,2.14361
4.03,1,0.982143,0.951199,0.982143,2.14238
4.04,1,0.982143,0.951684,0.982143,2.14116
4.05,1,0.982143,0.952165,0.982143,2.13996
4.06,1,0.982143,0.952641,0.982143,2.13876
4.07,1,0.982143,0.953112,0.982143,2.13758
4.08,1,0.982143,0.953579,0.982143,2.13641
4.09,1,0.982143,0.954041,0.982143,2.13525
4.1,1,0.982143,0.954498,0.982143,2.13411
4.11,1,0.982143,0.954951,0.982143,2.13297
4.12,1,0.982143,0.955399,0.982143,2.13185
4.13,1,0.982143,0.955843,0.982143,2.13074
4.14,1,0.982143,0.956282,0.982143,2.12963
4.15,1,0.982143,0.956717,0.982143,2.12854
4.16,1,0.982143,0.957148,0.982143,2.12746
4.17,1,0.982143,0.957574,0.982143,2.12639
4.18,1,0.982143,0.957996,0.982143,2.12534
4.19,1,0.982143,0.958414,0.982143,2.12429
4.2,1,0.982143,0.958828,0.982143,2.12325
4.21,1,0.982143,0.959238,0.982143,2.12222
4.22,1,0.982143,0.959643,0.982143,2.12121
4.23,1,0.982143,0.960045,0.982143,2.1202
4.24,1,0.982143,0.960443,0.982143,2.1192
4.25,1,0.982143,0.960836,0.982143,2.11821
4.26,1,0.982143,0.961226,0.982143,2.11724
4.27,1,0.982143,0.961612,0.982143,2.11627
4.28,1,0.982143,0.961994,0.982143,2.11531
4.29,1,0.982143,0.962372,0.982143,2.11436
4.3,1,0.982143,0.962746,0.982143,2.11342
4.31,1,0.982143,0.963117,0.982143,2.1125
4.32,1,0.982143,0.963484,0.982143,2.11158
4.33,1,0.982143,0.963847,0.982143,2.11066
4.34,1,0.982143,0.964207,0.982143,2.10976
4.35,1,0.982143,0.964563,0.982143,2.10887
4.36,1,0.982143,0.964916,0.982143,2.10798
4.37,1,0.982143,0.965265,0.982143,2.10711
4.38,1,0.982143,0.96561,0.982143,2.10624
4.39,1,0.982143,0.965953,0.982143,2.10538
4.4,1,0.982143,0.966291,0.982143,2.10454
4.41,1,0.982143,0.966627,0.982143,2.10369
4.42,1,0.982143,0.966959,0.982143,2.10286
4.43,1,0.982143,0.967288,0.982143,2.10204
4.44,1,0.982143,0.967613,0.982143,2.10122
4.45,1,0.982143,0.967935,0.982143,2.10041
4.46,1,0.982143,0.968254,0.982143,2.09961
4.47,1,0.982143,0.96857,0.982143,2.09882
4.48,1,0.982143,0.968883,0.982143,2.09804
4.49,1,0.982143,0.969193,0.982143,2.09726
4.5,1,0.982143,0.969499,0.982143,2.09649
4.51,1,0.982143,0.969803,0.982143,2.09573
4.52,1,0.982143,0.970103,0.982143,2.09498
4.53,1,0.982143,0.970401,0.982143,2.09423
4.54,1,0.982143,0.970695,0.982143,2.09349
4.55,1,0.982143,0.970987,0.982143,2.09276
4.56,1,0.982143,0.971275,0.982143,2.09204
4.57,1,0.982143,0.971561,0.982143,2.09132
4.58,1,0.982143,0.971844,0.982143,2.09061
4.59,1,0.982143,0.972124,0.982143,2.08991
4.6,1,0.982143,0.972402,0.982143,2.08921
4.61,1,0.982143,0.972676,0.982143,2.08852
4.62,1,0.982143,0.972948,0.982143,2.08784
4.63,1,0.982143,0.973217,0.982143,2.08717
4.64,1,0.982143,0.973484,0.982143,2.0865
4.65,1,0.982143,0.973748,0.982143,2.08584
4.66,1,0.982143,0.974009,0.982143,2.08518
4.67,1,0.982143,0.974267,0.982143,2.08453
4.68,1,0.982143,0.974524,0.982143,2.08389
4.69,1,0.982143,0.974777,0.982143,2.08326
4.7,1,0.982143,0.975028,0.982143,2.08263
4.71,1,0.982143,0.975276,0.982143,2.082
4.72,1,0.982143,0.975522,0.982143,2.08139
4.73,1,0.982143,0.975766,0.982143,2.08078
4.74,1,0.982143,0.976007,0.982143,2.08017
4.75,1,0.982143,0.976246,0.982143,2.07957
4.76,1,0.982143,0.976482,0.982143,2.07898
4.77,1,0.982143,0.976716,0.982143,2.07839
