time,Command,Rate_Limiter,Quantizer,Then_Quant
2.702,2.88786,3.02257,3,3
2.703,2.83634,2.98257,3,3
2.704,2.78438,2.94257,3,3
2.705,2.73197,2.90257,2.5,3
2.706,2.67913,2.86257,2.5,3
2.707,2.62587,2.82257,2.5,3
2.708,2.5722,2.78257,2.5,3
2.709,2.51812,2.74257,2.5,3
2.71,2.46364,2.70257,2.5,2.5
2.711,2.40877,2.66257,2.5,2.5
2.712,2.35352,2.62257,2.5,2.5
2.713,2.2979,2.58257,2.5,2.5
2.714,2.24192,2.54257,2,2.5
2.715,2.18558,2.50257,2,2.5
2.716,2.1289,2.46257,2,2.5
2.717,2.07188,2.42257,2,2.5
2.718,2.01453,2.38257,2,2.5
2.719,1.95687,2.34257,2,2.5
2.72,1.8989,2.30257,2,2.5
2.721,1.84062,2.26257,2,2.5
2.722,1.78206,2.22257,2,2
2.723,1.72321,2.18257,1.5,2
2.724,1.6641,2.14257,1.5,2
2.725,1.60472,2.10257,1.5,2
2.726,1.54508,2.06257,1.5,2
2.727,1.48521,2.02257,1.5,2
2.728,1.4251,1.98257,1.5,2
2.729,1.36476,1.94257,1.5,2
2.73,1.30421,1.90257,1.5,2
2.731,1.24345,1.86257,1,2
2.732,1.18249,1.82257,1,2
2.733,1.12135,1.78257,1,2
2.734,1.06004,1.74257,1,2
2.735,0.99855,1.70257,1,1.5
2.736,0.936907,1.66257,1,1.5
2.737,0.875115,1.62257,1,1.5
2.738,0.813186,1.58257,1,1.5
2.739,0.751128,1.54257,1,1.5
2.74,0.688951,1.50257,0.5,1.5
2.741,0.626666,1.46257,0.5,1.5
2.742,0.564282,1.42257,0.5,1.5
2.743,0.501809,1.38257,0.5,1.5
2.744,0.439256,1.34257,0.5,1.5
2.745,0.376634,1.30257,0.5,1.5
2.746,0.313953,1.26257,0.5,1.5
2.747,0.251222,1.22257,0.5,1
2.748,0.188451,1.18257,0,1
2.749,0.12565,1.14257,0,1
2.75,0.0628302,1.10257,0,1
2.751,1.20682e-11,1.06257,0,1
2.752,-0.0628302,1.02257,-0,1
2.753,-0.12565,0.982566,-0,1
2.754,-0.188451,0.942566,-0,1
2.755,-0.251222,0.902566,-0.5,1
2.756,-0.313953,0.862566,-0.5,1
2.757,-0.376634,0.822566,-0.5,1
2.758,-0.439256,0.782566,-0.5,1
2.759,-0.501809,0.742566,-0.5,1
2.76,-0.564282,0.702566,-0.5,0.5
2.761,-0.626666,0.662566,-0.5,0.5
2.762,-0.688951,0.622566,-0.5,0.5
2.763,-0.751128,0.582566,-1,0.5
2.764,-0.813186,0.542566,-1,0.5
2.765,-0.875115,0.502566,-1,0.5
2.766,-0.936907,0.462566,-1,0.5
2.767,-0.99855,0.422566,-1,0.5
2.768,-1.06004,0.382566,-1,0.5
2.769,-1.12135,0.342566,-1,0.5
2.77,-1.18249,0.302566,-1,0.5
2.771,-1.24345,0.262566,-1,0.5
2.772,-1.30421,0.222566,-1.5,0
2.773,-1.36476,0.182566,-1.5,0
2.774,-1.4251,0.142566,-1.5,0
2.775,-1.48521,0.102566,-1.5,0
2.776,-1.54508,0.0625662,-1.5,0
2.777,-1.60472,0.0225662,-1.5,0
2.778,-1.6641,-0.0174338,-1.5,-0
2.779,-1.72321,-0.0574338,-1.5,-0
2.78,-1.78206,-0.0974338,-2,-0
2.781,-1.84062,-0.137434,-2,-0
2.782,-1.8989,-0.177434,-2,-0
2.783,-1.95687,-0.217434,-2,-0
2.784,-2.01453,-0.257434,-2,-0
2.785,-2.07188,-0.297434,-2,-0.5
2.786,-2.1289,-0.337434,-2,-0.5
2.787,-2.18558,-0.377434,-2,-0.5
2.788,-2.24192,-0.417434,-2,-0.5
2.789,-2.2979,-0.457434,-2.5,-0.5
2.79,-2.35352,-0.497434,-2.5,-0.5
2.791,-2.40877,-0.537434,-2.5,-0.5
2.792,-2.46364,-0.577434,-2.5,-0.5
2.793,-2.51812,-0.617434,-2.5,-0.5
2.794,-2.5722,-0.657434,-2.5,-0.5
2.795,-2.62587,-0.697434,-2.5,-0.5
2.796,-2.67913,-0.737434,-2.5,-0.5
2.797,-2.73197,-0.777434,-2.5,-1
2.798,-2.78438,-0.817434,-3,-1
2.799,-2.83634,-0.857434,-3,-1
2.8,-2.88786,-0.897434,-3,-1
2.801,-2.93893,-0.937434,-3,-1
2.802,-2.98952,-0.977434,-3,-1
2.803,-3.03965,-1.01743,-3,-1
2.804,-3.0893,-1.05743,-3,-1
2.805,-3.13846,-1.09743,-3,-1
2.806,-3.18712,-1.13743,-3,-1
2.807,-3.23528,-1.17743,-3,-1
2.808,-3.28293,-1.21743,-3.5,-1
2.809,-3.33006,-1.25743,-3.5,-1
2.81,-3.37666,-1.29743,-3.5,-1.5
2.811,-3.42274,-1.33743,-3.5,-1.5
2.812,-3.46827,-1.37743,-3.5,-1.5
2.813,-3.51325,-1.41743,-3.5,-1.5
2.814,-3.55768,-1.45743,-3.5,-1.5
2.815,-3.60155,-1.49743,-3.5,-1.5
2.816,-3.64484,-1.53743,-3.5,-1.5
2.817,-3.68757,-1.57743,-3.5,-1.5
2.818,-3.72971,-1.61743,-3.5,-1.5
2.819,-3.77126,-1.65743,-4,-1.5
2.82,-3.81221,-1.69743,-4,-1.5
2.821,-3.85257,-1.73743,-4,-1.5
2.822,-3.89231,-1.77743,-4,-2
2.823,-3.93144,-1.81743,-4,-2
2.824,-3.96995,-1.85743,-4,-2
2.825,-4.00783,-1.89743,-4,-2
2.826,-4.04508,-1.93743,-4,-2
2.827,-4.0817,-1.97743,-4,-2
2.828,-4.11766,-2.01743,-4,-2
2.829,-4.15298,-2.05743,-4,-2
2.83,-4.18764,-2.09743,-4,-2
2.831,-4.22164,-2.13743,-4,-2
2.832,-4.25497,-2.17743,-4.5,-2
2.833,-4.28763,-2.21743,-4.5,-2
2.834,-4.31962,-2.25743,-4.5,-2
2.835,-4.35092,-2.29743,-4.5,-2.5
2.836,-4.38153,-2.33743,-4.5,-2.5
2.837,-4.41146,-2.37743,-4.5,-2.5
2.838,-4.44068,-2.41743,-4.5,-2.5
2.839,-4.46921,-2.45743,-4.5,-2.5
2.84,-4.49703,-2.49743,-4.5,-2.5
2.841,-4.52414,-2.53743,-4.5,-2.5
2.842,-4.55053,-2.57743,-4.5,-2.5
2.843,-4.57621,-2.61743,-4.5,-2.5
2.844,-4.60116,-2.65743,-4.5,-2.5
2.845,-4.62539,-2.69743,-4.5,-2.5
2.846,-4.64888,-2.73743,-4.5,-2.5
2.847,-4.67164,-2.77743,-4.5,-3
2.848,-4.69367,-2.81743,-4.5,-3
2.849,-4.71495,-2.85743,-4.5,-3
2.85,-4.73549,-2.89743,-4.5,-3
2.851,-4.75528,-2.93743,-5,-3
2.852,-4.77432,-2.97743,-5,-3
2.853,-4.79261,-3.01743,-5,-3
2.854,-4.81014,-3.05743,-5,-3
2.855,-4.82691,-3.09743,-5,-3
2.856,-4.84292,-3.13743,-5,-3
2.857,-4.85816,-3.17743,-5,-3
2.858,-4.87263,-3.21743,-5,-3
2.859,-4.88634,-3.25743,-5,-3
2.86,-4.89928,-3.29743,-5,-3.5
2.861,-4.91144,-3.33743,-5,-3.5
2.862,-4.92282,-3.37743,-5,-3.5
2.863,-4.93343,-3.41743,-5,-3.5
2.864,-4.94326,-3.45743,-5,-3.5
2.865,-4.95231,-3.49743,-5,-3.5
2.866,-4.96057,-3.53743,-5,-3.5
2.867,-4.96806,-3.57743,-5,-3.5
2.868,-4.97476,-3.61743,-5,-3.5
2.869,-4.98067,-3.65743,-5,-3.5
2.87,-4.98579,-3.69743,-5,-3.5
2.871,-4.99013,-3.73743,-5,-3.5
2.872,-4.99368,-3.77743,-5,-4
2.873,-4.99645,-3.81743,-5,-4
2.874,-4.99842,-3.85743,-5,-4
2.875,-4.99961,-3.89743,-5,-4
2.876,-5,-3.93743,-5,-4
2.877,-4.99961,-3.97743,-5,-4
2.878,-4.99842,-4.01743,-5,-4
2.879,-4.99645,-4.05743,-5,-4
2.88,-4.99368,-4.09743,-5,-4
2.881,-4.99013,-4.13743,-5,-4
2.882,-4.98579,-4.17743,-5,-4
2.883,-4.98067,-4.21743,-5,-4
2.884,-4.97476,-4.25743,-5,-4
2.885,-4.96806,-4.29743,-5,-4.5
2.886,-4.96057,-4.33743,-5,-4.5
2.887,-4.95231,-4.37743,-5,-4.5
2.888,-4.94326,-4.41743,-5,-4.5
2.889,-4.93343,-4.45743,-5,-4.5
2.89,-4.92282,-4.49743,-5,-4.5
2.891,-4.91144,-4.53743,-5,-4.5
2.892,-4.89928,-4.57743,-5,-4.5
2.893,-4.88634,-4.61743,-5,-4.5
2.894,-4.87263,-4.65743,-5,-4.5
2.895,-4.85816,-4.69743,-5,-4.5
2.896,-4.84292,-4.73743,-5,-4.5
2.897,-4.82691,-4.77743,-5,-5
2.898,-4.81014,-4.81014,-5,-5
2.899,-4.79261,-4.79261,-5,-5
2.9,-4.77432,-4.77432,-5,-5
2.901,-4.75528,-4.75528,-5,-5
2.902,-4.73549,-4.73549,-4.5,-4.5
2.903,-4.71495,-4.71495,-4.5,-4.5
2.904,-4.69367,-4.69367,-4.5,-4.5
2.905,-4.67164,-4.67164,-4.5,-4.5
2.906,-4.64888,-4.64888,-4.5,-4.5
2.907,-4.62539,-4.62539,-4.5,-4.5
2.908,-4.60116,-4.60116,-4.5,-4.5
2.909,-4.57621,-4.57621,-4.5,-4.5
2.91,-4.55053,-4.55053,-4.5,-4.5
2.911,-4.52414,-4.52414,-4.5,-4.5
2.912,-4.49703,-4.49703,-4.5,-4.5
2.913,-4.46921,-4.46921,-4.5,-4.5
2.914,-4.44068,-4.44068,-4.5,-4.5
2.915,-4.41146,-4.41146,-4.5,-4.5
2.916,-4.38153,-4.38153,-4.5,-4.5
2.917,-4.35092,-4.35153,-4.5,-4.5
2.918,-4.31962,-4.32092,-4.5,-4.5
2.919,-4.28763,-4.28962,-4.5,-4.5
2.92,-4.25497,-4.25763,-4.5,-4.5
2.921,-4.22164,-4.22497,-4,-4
2.922,-4.18764,-4.19164,-4,-4
2.923,-4.15298,-4.15764,-4,-4
2.924,-4.11766,-4.12298,-4,-4
2.925,-4.0817,-4.08766,-4,-4
2.926,-4.04508,-4.0517,-4,-4
2.927,-4.00783,-4.01508,-4,-4
2.928,-3.96995,-3.97783,-4,-4
2.929,-3.93144,-3.93995,-4,-4
2.93,-3.89231,-3.90144,-4,-4
2.931,-3.85257,-3.86231,-4,-4
2.932,-3.81221,-3.82257,-4,-4
2.933,-3.77126,-3.78257,-4,-4
2.934,-3.72971,-3.74257,-3.5,-4
2.935,-3.68757,-3.70257,-3.5,-3.5
2.936,-3.64484,-3.66257,-3.5,-3.5
2.937,-3.60155,-3.62257,-3.5,-3.5
2.938,-3.55768,-3.58257,-3.5,-3.5
2.939,-3.51325,-3.54257,-3.5,-3.5
2.94,-3.46827,-3.50257,-3.5,-3.5
2.941,-3.42274,-3.46257,-3.5,-3.5
2.942,-3.37666,-3.42257,-3.5,-3.5
2.943,-3.33006,-3.38257,-3.5,-3.5
2.944,-3.28293,-3.34257,-3.5,-3.5
2.945,-3.23528,-3.30257,-3,-3.5
2.946,-3.18712,-3.26257,-3,-3.5
2.947,-3.13846,-3.22257,-3,-3
2.948,-3.0893,-3.18257,-3,-3
2.949,-3.03965,-3.14257,-3,-3
2.95,-2.98952,-3.10257,-3,-3
2.951,-2.93893,-3.06257,-3,-3
2.952,-2.88786,-3.02257,-3,-3
2.953,-2.83634,-2.98257,-3,-3
2.954,-2.78438,-2.94257,-3,-3
2.955,-2.73197,-2.90257,-2.5,-3
2.956,-2.67913,-2.86257,-2.5,-3
2.957,-2.62587,-2.82257,-2.5,-3
2.958,-2.5722,-2.78257,-2.5,-3
2.959,-2.51812,-2.74257,-2.5,-3
2.96,-2.46364,-2.70257,-2.5,-2.5
2.961,-2.40877,-2.66257,-2.5,-2.5
2.962,-2.35352,-2.62257,-2.5,-2.5
2.963,-2.2979,-2.58257,-2.5,-2.5
2.964,-2.24192,-2.54257,-2,-2.5
2.965,-2.18558,-2.50257,-2,-2.5
2.966,-2.1289,-2.46257,-2,-2.5
2.967,-2.07188,-2.42257,-2,-2.5
2.968,-2.01453,-2.38257,-2,-2.5
2.969,-1.95687,-2.34257,-2,-2.5
2.97,-1.8989,-2.30257,-2,-2.5
2.971,-1.84062,-2.26257,-2,-2.5
2.972,-1.78206,-2.22257,-2,-2
2.973,-1.72321,-2.18257,-1.5,-2
2.974,-1.6641,-2.14257,-1.5,-2
2.975,-1.60472,-2.10257,-1.5,-2
2.976,-1.54508,-2.06257,-1.5,-2
2.977,-1.48521,-2.02257,-1.5,-2
2.978,-1.4251,-1.98257,-1.5,-2
2.979,-1.36476,-1.94257,-1.5,-2
2.98,-1.30421,-1.90257,-1.5,-2
2.981,-1.24345,-1.86257,-1,-2
2.982,-1.18249,-1.82257,-1,-2
2.983,-1.12135,-1.78257,-1,-2
2.984,-1.06004,-1.74257,-1,-2
2.985,-0.99855,-1.70257,-1,-1.5
2.986,-0.936907,-1.66257,-1,-1.5
2.987,-0.875115,-1.62257,-1,-1.5
2.988,-0.813186,-1.58257,-1,-1.5
2.989,-0.751128,-1.54257,-1,-1.5
2.99,-0.688951,-1.50257,-0.5,-1.5
2.991,-0.626666,-1.46257,-0.5,-1.5
2.992,-0.564282,-1.42257,-0.5,-1.5
2.993,-0.501809,-1.38257,-0.5,-1.5
2.994,-0.439256,-1.34257,-0.5,-1.5
2.995,-0.376634,-1.30257,-0.5,-1.5
2.996,-0.313953,-1.26257,-0.5,-1.5
2.997,-0.251222,-1.22257,-0.5,-1
2.998,-0.188451,-1.18257,-0,-1
2.999,-0.12565,-1.14257,-0,-1
3,-0.0628302,-1.10257,-0,-1
