time,Command,Rate_Limiter,Quantizer,Then_Quant
2.05,2.88786,0.897434,3,1
2.051,2.93893,0.937434,3,1
2.052,2.98952,0.977434,3,1
2.053,3.03965,1.01743,3,1
2.054,3.0893,1.05743,3,1
2.055,3.13846,1.09743,3,1
2.056,3.18712,1.13743,3,1
2.057,3.23528,1.17743,3,1
2.058,3.28293,1.21743,3.5,1
2.059,3.33006,1.25743,3.5,1
2.06,3.37666,1.29743,3.5,1.5
2.061,3.42274,1.33743,3.5,1.5
2.062,3.46827,1.37743,3.5,1.5
2.063,3.51325,1.41743,3.5,1.5
2.064,3.55768,1.45743,3.5,1.5
2.065,3.60155,1.49743,3.5,1.5
2.066,3.64484,1.53743,3.5,1.5
2.067,3.68757,1.57743,3.5,1.5
2.068,3.72971,1.61743,3.5,1.5
2.069,3.77126,1.65743,4,1.5
2.07,3.81221,1.69743,4,1.5
2.071,3.85257,1.73743,4,1.5
2.072,3.89231,1.77743,4,2
2.073,3.93144,1.81743,4,2
2.074,3.96995,1.85743,4,2
2.075,4.00783,1.89743,4,2
2.076,4.04508,1.93743,4,2
2.077,4.0817,1.97743,4,2
2.078,4.11766,2.01743,4,2
2.079,4.15298,2.05743,4,2
2.08,4.18764,2.09743,4,2
2.081,4.22164,2.13743,4,2
2.082,4.25497,2.17743,4.5,2
2.083,4.28763,2.21743,4.5,2
2.084,4.31962,2.25743,4.5,2
2.085,4.35092,2.29743,4.5,2.5
2.086,4.38153,2.33743,4.5,2.5
2.087,4.41146,2.37743,4.5,2.5
2.088,4.44068,2.41743,4.5,2.5
2.089,4.46921,2.45743,4.5,2.5
2.09,4.49703,2.49743,4.5,2.5
2.091,4.52414,2.53743,4.5,2.5
2.092,4.55053,2.57743,4.5,2.5
2.093,4.57621,2.61743,4.5,2.5
2.094,4.60116,2.65743,4.5,2.5
2.095,4.62539,2.69743,4.5,2.5
2.096,4.64888,2.73743,4.5,2.5
2.097,4.67164,2.77743,4.5,3
2.098,4.69367,2.81743,4.5,3
2.099,4.71495,2.85743,4.5,3
2.1,4.73549,2.89743,4.5,3
2.101,4.75528,2.93743,5,3
2.102,4.77432,2.97743,5,3
2.103,4.79261,3.01743,5,3
2.104,4.81014,3.05743,5,3
2.105,4.82691,3.09743,5,3
2.106,4.84292,3.13743,5,3
2.107,4.85816,3.17743,5,3
2.108,4.87263,3.21743,5,3
2.109,4.88634,3.25743,5,3
2.11,4.89928,3.29743,5,3.5
2.111,4.91144,3.33743,5,3.5
2.112,4.92282,3.37743,5,3.5
2.113,4.93343,3.41743,5,3.5
2.114,4.94326,3.45743,5,3.5
2.115,4.95231,3.49743,5,3.5
2.116,4.96057,3.53743,5,3.5
2.117,4.96806,3.57743,5,3.5
2.118,4.97476,3.61743,5,3.5
2.119,4.98067,3.65743,5,3.5
2.12,4.98579,3.69743,5,3.5
2.121,4.99013,3.73743,5,3.5
2.122,4.99368,3.77743,5,4
2.123,4.99645,3.81743,5,4
2.124,4.99842,3.85743,5,4
2.125,4.99961,3.89743,5,4
2.126,5,3.93743,5,4
2.127,4.99961,3.97743,5,4
2.128,4.99842,4.01743,5,4
2.129,4.99645,4.05743,5,4
2.13,4.99368,4.09743,5,4
2.131,4.99013,4.13743,5,4
2.132,4.98579,4.17743,5,4
2.133,4.98067,4.21743,5,4
2.134,4.97476,4.25743,5,4
2.135,4.96806,4.29743,5,4.5
2.136,4.96057,4.33743,5,4.5
2.137,4.95231,4.37743,5,4.5
2.138,4.94326,4.41743,5,4.5
2.139,4.93343,4.45743,5,4.5
2.14,4.92282,4.49743,5,4.5
2.141,4.91144,4.53743,5,4.5
2.142,4.89928,4.57743,5,4.5
2.143,4.88634,4.61743,5,4.5
2.144,4.87263,4.65743,5,4.5
2.145,4.85816,4.69743,5,4.5
2.146,4.84292,4.73743,5,4.5
2.147,4.82691,4.77743,5,5
2.148,4.81014,4.81014,5,5
2.149,4.79261,4.79261,5,5
2.15,4.77432,4.77432,5,5
2.151,4.75528,4.75528,5,5
2.152,4.73549,4.73549,4.5,4.5
2.153,4.71495,4.71495,4.5,4.5
2.154,4.69367,4.69367,4.5,4.5
2.155,4.67164,4.67164,4.5,4.5
2.156,4.64888,4.64888,4.5,4.5
2.157,4.62539,4.62539,4.5,4.5
2.158,4.60116,4.60116,4.5,4.5
2.159,4.57621,4.57621,4.5,4.5
2.16,4.55053,4.55053,4.5,4.5
2.161,4.52414,4.52414,4.5,4.5
2.162,4.49703,4.49703,4.5,4.5
2.163,4.46921,4.46921,4.5,4.5
2.164,4.44068,4.44068,4.5,4.5
2.165,4.41146,4.41146,4.5,4.5
2.166,4.38153,4.38153,4.5,4.5
2.167,4.35092,4.35153,4.5,4.5
2.168,4.31962,4.32092,4.5,4.5
2.169,4.28763,4.28962,4.5,4.5
2.17,4.25497,4.25763,4.5,4.5
2.171,4.22164,4.22497,4,4
2.172,4.18764,4.19164,4,4
2.173,4.15298,4.15764,4,4
2.174,4.11766,4.12298,4,4
2.175,4.0817,4.08766,4,4
2.176,4.04508,4.0517,4,4
2.177,4.00783,4.01508,4,4
2.178,3.96995,3.97783,4,4
2.179,3.93144,3.93995,4,4
2.18,3.89231,3.90144,4,4
2.181,3.85257,3.86231,4,4
2.182,3.81221,3.82257,4,4
2.183,3.77126,3.78257,4,4
2.184,3.72971,3.74257,3.5,4
2.185,3.68757,3.70257,3.5,3.5
2.186,3.64484,3.66257,3.5,3.5
2.187,3.60155,3.62257,3.5,3.5
2.188,3.55768,3.58257,3.5,3.5
2.189,3.51325,3.54257,3.5,3.5
2.19,3.46827,3.50257,3.5,3.5
2.191,3.42274,3.46257,3.5,3.5
2.192,3.37666,3.42257,3.5,3.5
2.193,3.33006,3.38257,3.5,3.5
2.194,3.28293,3.34257,3.5,3.5
2.195,3.23528,3.30257,3,3.5
2.196,3.18712,3.26257,3,3.5
2.197,3.13846,3.22257,3,3
2.198,3.0893,3.18257,3,3
2.199,3.03965,3.14257,3,3
2.2,2.98952,3.10257,3,3
2.201,2.93893,3.06257,3,3
2.202,2.88786,3.02257,3,3
2.203,2.83634,2.98257,3,3
2.204,2.78438,2.94257,3,3
2.205,2.73197,2.90257,2.5,3
2.206,2.67913,2.86257,2.5,3
2.207,2.62587,2.82257,2.5,3
2.208,2.5722,2.78257,2.5,3
2.209,2.51812,2.74257,2.5,3
2.21,2.46364,2.70257,2.5,2.5
2.211,2.40877,2.66257,2.5,2.5
2.212,2.35352,2.62257,2.5,2.5
2.213,2.2979,2.58257,2.5,2.5
2.214,2.24192,2.54257,2,2.5
2.215,2.18558,2.50257,2,2.5
2.216,2.1289,2.46257,2,2.5
2.217,2.07188,2.42257,2,2.5
2.218,2.01453,2.38257,2,2.5
2.219,1.95687,2.34257,2,2.5
2.22,1.8989,2.30257,2,2.5
2.221,1.84062,2.26257,2,2.5
2.222,1.78206,2.22257,2,2
2.223,1.72321,2.18257,1.5,2
2.224,1.6641,2.14257,1.5,2
2.225,1.60472,2.10257,1.5,2
2.226,1.54508,2.06257,1.5,2
2.227,1.48521,2.02257,1.5,2
2.228,1.4251,1.98257,1.5,2
2.229,1.36476,1.94257,1.5,2
2.23,1.30421,1.90257,1.5,2
2.231,1.24345,1.86257,1,2
2.232,1.18249,1.82257,1,2
2.233,1.12135,1.78257,1,2
2.234,1.06004,1.74257,1,2
2.235,0.99855,1.70257,1,1.5
2.236,0.936907,1.66257,1,1.5
2.237,0.875115,1.62257,1,1.5
2.238,0.813186,1.58257,1,1.5
2.239,0.751128,1.54257,1,1.5
2.24,0.688951,1.50257,0.5,1.5
2.241,0.626666,1.46257,0.5,1.5
2.242,0.564282,1.42257,0.5,1.5
2.243,0.501809,1.38257,0.5,1.5
2.244,0.439256,1.34257,0.5,1.5
2.245,0.376634,1.30257,0.5,1.5
2.246,0.313953,1.26257,0.5,1.5
2.247,0.251222,1.22257,0.5,1
2.248,0.188451,1.18257,0,1
2.249,0.12565,1.14257,0,1
2.25,0.0628302,1.10257,0,1
2.251,8.60308e-12,1.06257,0,1
2.252,-0.0628302,1.02257,-0,1
2.253,-0.12565,0.982566,-0,1
2.254,-0.188451,0.942566,-0,1
2.255,-0.251222,0.902566,-0.5,1
2.256,-0.313953,0.862566,-0.5,1
2.257,-0.376634,0.822566,-0.5,1
2.258,-0.439256,0.782566,-0.5,1
2.259,-0.501809,0.742566,-0.5,1
2.26,-0.564282,0.702566,-0.5,0.5
2.261,-0.626666,0.662566,-0.5,0.5
2.262,-0.688951,0.622566,-0.5,0.5
2.263,-0.751128,0.582566,-1,0.5
2.264,-0.813186,0.542566,-1,0.5
2.265,-0.875115,0.502566,-1,0.5
2.266,-0.936907,0.462566,-1,0.5
2.267,-0.99855,0.422566,-1,0.5
2.268,-1.06004,0.382566,-1,0.5
2.269,-1.12135,0.342566,-1,0.5
2.27,-1.18249,0.302566,-1,0.5
2.271,-1.24345,0.262566,-1,0.5
2.272,-1.30421,0.222566,-1.5,0
2.273,-1.36476,0.182566,-1.5,0
2.274,-1.4251,0.142566,-1.5,0
2.275,-1.48521,0.102566,-1.5,0
2.276,-1.54508,0.0625662,-1.5,0
2.277,-1.60472,0.0225662,-1.5,0
2.278,-1.6641,-0.0174338,-1.5,-0
2.279,-1.72321,-0.0574338,-1.5,-0
2.28,-1.78206,-0.0974338,-2,-0
2.281,-1.84062,-0.137434,-2,-0
2.282,-1.8989,-0.177434,-2,-0
2.283,-1.95687,-0.217434,-2,-0
2.284,-2.01453,-0.257434,-2,-0
2.285,-2.07188,-0.297434,-2,-0.5
2.286,-2.1289,-0.337434,-2,-0.5
2.287,-2.18558,-0.377434,-2,-0.5
2.288,-2.24192,-0.417434,-2,-0.5
2.289,-2.2979,-0.457434,-2.5,-0.5
2.29,-2.35352,-0.497434,-2.5,-0.5
2.291,-2.40877,-0.537434,-2.5,-0.5
2.292,-2.46364,-0.577434,-2.5,-0.5
2.293,-2.51812,-0.617434,-2.5,-0.5
2.294,-2.5722,-0.657434,-2.5,-0.5
2.295,-2.62587,-0.697434,-2.5,-0.5
2.296,-2.67913,-0.737434,-2.5,-0.5
2.297,-2.73197,-0.777434,-2.5,-1
2.298,-2.78438,-0.817434,-3,-1
2.299,-2.83634,-0.857434,-3,-1
2.3,-2.88786,-0.897434,-3,-1
2.301,-2.93893,-0.937434,-3,-1
2.302,-2.98952,-0.977434,-3,-1
2.303,-3.03965,-1.01743,-3,-1
2.304,-3.0893,-1.05743,-3,-1
2.305,-3.13846,-1.09743,-3,-1
2.306,-3.18712,-1.13743,-3,-1
2.307,-3.23528,-1.17743,-3,-1
2.308,-3.28293,-1.21743,-3.5,-1
2.309,-3.33006,-1.25743,-3.5,-1
2.31,-3.37666,-1.29743,-3.5,-1.5
2.311,-3.42274,-1.33743,-3.5,-1.5
2.312,-3.46827,-1.37743,-3.5,-1.5
2.313,-3.51325,-1.41743,-3.5,-1.5
2.314,-3.55768,-1.45743,-3.5,-1.5
2.315,-3.60155,-1.49743,-3.5,-1.5
2.316,-3.64484,-1.53743,-3.5,-1.5
2.317,-3.68757,-1.57743,-3.5,-1.5
2.318,-3.72971,-1.61743,-3.5,-1.5
2.319,-3.77126,-1.65743,-4,-1.5
2.32,-3.81221,-1.69743,-4,-1.5
2.321,-3.85257,-1.73743,-4,-1.5
2.322,-3.89231,-1.77743,-4,-2
2.323,-3.93144,-1.81743,-4,-2
2.324,-3.96995,-1.85743,-4,-2
2.325,-4.00783,-1.89743,-4,-2
2.326,-4.04508,-1.93743,-4,-2
2.327,-4.0817,-1.97743,-4,-2
2.328,-4.11766,-2.01743,-4,-2
2.329,-4.15298,-2.05743,-4,-2
2.33,-4.18764,-2.09743,-4,-2
2.331,-4.22164,-2.13743,-4,-2
2.332,-4.25497,-2.17743,-4.5,-2
2.333,-4.28763,-2.21743,-4.5,-2
2.334,-4.31962,-2.25743,-4.5,-2
2.335,-4.35092,-2.29743,-4.5,-2.5
2.336,-4.38153,-2.33743,-4.5,-2.5
2.337,-4.41146,-2.37743,-4.5,-2.5
2.338,-4.44068,-2.41743,-4.5,-2.5
2.339,-4.46921,-2.45743,-4.5,-2.5
2.34,-4.49703,-2.49743,-4.5,-2.5
2.341,-4.52414,-2.53743,-4.5,-2.5
2.342,-4.55053,-2.57743,-4.5,-2.5
2.343,-4.57621,-2.61743,-4.5,-2.5
2.344,-4.60116,-2.65743,-4.5,-2.5
2.345,-4.62539,-2.69743,-4.5,-2.5
2.346,-4.64888,-2.73743,-4.5,-2.5
2.347,-4.67164,-2.77743,-4.5,-3
2.348,-4.69367,-2.81743,-4.5,-3
2.349,-4.71495,-2.85743,-4.5,-3
2.35,-4.73549,-2.89743,-4.5,-3
2.351,-4.75528,-2.93743,-5,-3
2.352,-4.77432,-2.97743,-5,-3
2.353,-4.79261,-3.01743,-5,-3
2.354,-4.81014,-3.05743,-5,-3
2.355,-4.82691,-3.09743,-5,-3
2.356,-4.84292,-3.13743,-5,-3
2.357,-4.85816,-3.17743,-5,-3
2.358,-4.87263,-3.21743,-5,-3
2.359,-4.88634,-3.25743,-5,-3
2.36,-4.89928,-3.29743,-5,-3.5
2.361,-4.91144,-3.33743,-5,-3.5
2.362,-4.92282,-3.37743,-5,-3.5
2.363,-4.93343,-3.41743,-5,-3.5
2.364,-4.94326,-3.45743,-5,-3.5
2.365,-4.95231,-3.49743,-5,-3.5
2.366,-4.96057,-3.53743,-5,-3.5
2.367,-4.96806,-3.57743,-5,-3.5
2.368,-4.97476,-3.61743,-5,-3.5
2.369,-4.98067,-3.65743,-5,-3.5
2.37,-4.98579,-3.69743,-5,-3.5
2.371,-4.99013,-3.73743,-5,-3.5
2.372,-4.99368,-3.77743,-5,-4
2.373,-4.99645,-3.81743,-5,-4
2.374,-4.99842,-3.85743,-5,-4
2.375,-4.99961,-3.89743,-5,-4
2.376,-5,-3.93743,-5,-4
2.377,-4.99961,-3.97743,-5,-4
2.378,-4.99842,-4.01743,-5,-4
2.379,-4.99645,-4.05743,-5,-4
2.38,-4.99368,-4.09743,-5,-4
2.381,-4.99013,-4.13743,-5,-4
2.382,-4.98579,-4.17743,-5,-4
2.383,-4.98067,-4.21743,-5,-4
2.384,-4.97476,-4.25743,-5,-4
2.385,-4.96806,-4.29743,-5,-4.5
2.386,-4.96057,-4.33743,-5,-4.5
2.387,-4.95231,-4.37743,-5,-4.5
2.388,-4.94326,-4.41743,-5,-4.5
2.389,-4.93343,-4.45743,-5,-4.5
2.39,-4.92282,-4.49743,-5,-4.5
2.391,-4.91144,-4.53743,-5,-4.5
2.392,-4.89928,-4.57743,-5,-4.5
2.393,-4.88634,-4.61743,-5,-4.5
2.394,-4.87263,-4.65743,-5,-4.5
2.395,-4.85816,-4.69743,-5,-4.5
2.396,-4.84292,-4.73743,-5,-4.5
2.397,-4.82691,-4.77743,-5,-5
2.398,-4.81014,-4.81014,-5,-5
2.399,-4.79261,-4.79261,-5,-5
2.4,-4.77432,-4.77432,-5,-5
2.401,-4.75528,-4.75528,-5,-5
2.402,-4.73549,-4.73549,-4.5,-4.5
2.403,-4.71495,-4.71495,-4.5,-4.5
2.404,-4.69367,-4.69367,-4.5,-4.5
2.405,-4.67164,-4.67164,-4.5,-4.5
2.406,-4.64888,-4.64888,-4.5,-4.5
2.407,-4.62539,-4.62539,-4.5,-4.5
2.408,-4.60116,-4.60116,-4.5,-4.5
2.409,-4.57621,-4.57621,-4.5,-4.5
2.41,-4.55053,-4.55053,-4.5,-4.5
2.411,-4.52414,-4.52414,-4.5,-4.5
2.412,-4.49703,-4.49703,-4.5,-4.5
2.413,-4.46921,-4.46921,-4.5,-4.5
2.414,-4.44068,-4.44068,-4.5,-4.5
2.415,-4.41146,-4.41146,-4.5,-4.5
2.416,-4.38153,-4.38153,-4.5,-4.5
2.417,-4.35092,-4.35153,-4.5,-4.5
2.418,-4.31962,-4.32092,-4.5,-4.5
2.419,-4.28763,-4.28962,-4.5,-4.5
2.42,-4.25497,-4.25763,-4.5,-4.5
2.421,-4.22164,-4.22497,-4,-4
2.422,-4.18764,-4.19164,-4,-4
2.423,-4.15298,-4.15764,-4,-4
2.424,-4.11766,-4.12298,-4,-4
2.425,-4.0817,-4.08766,-4,-4
2.426,-4.04508,-4.0517,-4,-4
2.427,-4.00783,-4.01508,-4,-4
2.428,-3.96995,-3.97783,-4,-4
2.429,-3.93144,-3.93995,-4,-4
2.43,-3.89231,-3.90144,-4,-4
2.431,-3.85257,-3.86231,-4,-4
2.432,-3.81221,-3.82257,-4,-4
2.433,-3.77126,-3.78257,-4,-4
2.434,-3.72971,-3.74257,-3.5,-4
2.435,-3.68757,-3.70257,-3.5,-3.5
2.436,-3.64484,-3.66257,-3.5,-3.5
2.437,-3.60155,-3.62257,-3.5,-3.5
2.438,-3.55768,-3.58257,-3.5,-3.5
2.439,-3.51325,-3.54257,-3.5,-3.5
2.44,-3.46827,-3.50257,-3.5,-3.5
2.441,-3.42274,-3.46257,-3.5,-3.5
2.442,-3.37666,-3.42257,-3.5,-3.5
2.443,-3.33006,-3.38257,-3.5,-3.5
2.444,-3.28293,-3.34257,-3.5,-3.5
2.445,-3.23528,-3.30257,-3,-3.5
2.446,-3.18712,-3.26257,-3,-3.5
2.447,-3.13846,-3.22257,-3,-3
2.448,-3.0893,-3.18257,-3,-3
2.449,-3.03965,-3.14257,-3,-3
2.45,-2.98952,-3.10257,-3,-3
2.451,-2.93893,-3.06257,-3,-3
2.452,-2.88786,-3.02257,-3,-3
2.453,-2.83634,-2.98257,-3,-3
2.454,-2.78438,-2.94257,-3,-3
2.455,-2.73197,-2.90257,-2.5,-3
2.456,-2.67913,-2.86257,-2.5,-3
2.457,-2.62587,-2.82257,-2.5,-3
2.458,-2.5722,-2.78257,-2.5,-3
2.459,-2.51812,-2.74257,-2.5,-3
2.46,-2.46364,-2.70257,-2.5,-2.5
2.461,-2.40877,-2.66257,-2.5,-2.5
2.462,-2.35352,-2.62257,-2.5,-2.5
2.463,-2.2979,-2.58257,-2.5,-2.5
2.464,-2.24192,-2.54257,-2,-2.5
2.465,-2.18558,-2.50257,-2,-2.5
2.466,-2.1289,-2.46257,-2,-2.5
2.467,-2.07188,-2.42257,-2,-2.5
2.468,-2.01453,-2.38257,-2,-2.5
2.469,-1.95687,-2.34257,-2,-2.5
2.47,-1.8989,-2.30257,-2,-2.5
2.471,-1.84062,-2.26257,-2,-2.5
2.472,-1.78206,-2.22257,-2,-2
2.473,-1.72321,-2.18257,-1.5,-2
2.474,-1.6641,-2.14257,-1.5,-2
2.475,-1.60472,-2.10257,-1.5,-2
2.476,-1.54508,-2.06257,-1.5,-2
2.477,-1.48521,-2.02257,-1.5,-2
2.478,-1.4251,-1.98257,-1.5,-2
2.479,-1.36476,-1.94257,-1.5,-2
2.48,-1.30421,-1.90257,-1.5,-2
2.481,-1.24345,-1.86257,-1,-2
2.482,-1.18249,-1.82257,-1,-2
2.483,-1.12135,-1.78257,-1,-2
2.484,-1.06004,-1.74257,-1,-2
2.485,-0.99855,-1.70257,-1,-1.5
2.486,-0.936907,-1.66257,-1,-1.5
2.487,-0.875115,-1.62257,-1,-1.5
2.488,-0.813186,-1.58257,-1,-1.5
2.489,-0.751128,-1.54257,-1,-1.5
2.49,-0.688951,-1.50257,-0.5,-1.5
2.491,-0.626666,-1.46257,-0.5,-1.5
2.492,-0.564282,-1.42257,-0.5,-1.5
2.493,-0.501809,-1.38257,-0.5,-1.5
2.494,-0.439256,-1.34257,-0.5,-1.5
2.495,-0.376634,-1.30257,-0.5,-1.5
2.496,-0.313953,-1.26257,-0.5,-1.5
2.497,-0.251222,-1.22257,-0.5,-1
2.498,-0.188451,-1.18257,-0,-1
2.499,-0.12565,-1.14257,-0,-1
2.5,-0.0628302,-1.10257,-0,-1
2.501,-1.03268e-11,-1.06257,-0,-1
2.502,0.0628302,-1.02257,0,-1
2.503,0.12565,-0.982566,0,-1
2.504,0.188451,-0.942566,0,-1
2.505,0.251222,-0.902566,0.5,-1
2.506,0.313953,-0.862566,0.5,-1
2.507,0.376634,-0.822566,0.5,-1
2.508,0.439256,-0.782566,0.5,-1
2.509,0.501809,-0.742566,0.5,-1
2.51,0.564282,-0.702566,0.5,-0.5
2.511,0.626666,-0.662566,0.5,-0.5
2.512,0.688951,-0.622566,0.5,-0.5
2.513,0.751128,-0.582566,1,-0.5
2.514,0.813186,-0.542566,1,-0.5
2.515,0.875115,-0.502566,1,-0.5
2.516,0.936907,-0.462566,1,-0.5
2.517,0.99855,-0.422566,1,-0.5
2.518,1.06004,-0.382566,1,-0.5
2.519,1.12135,-0.342566,1,-0.5
2.52,1.18249,-0.302566,1,-0.5
2.521,1.24345,-0.262566,1,-0.5
2.522,1.30421,-0.222566,1.5,-0
2.523,1.36476,-0.182566,1.5,-0
2.524,1.4251,-0.142566,1.5,-0
2.525,1.48521,-0.102566,1.5,-0
2.526,1.54508,-0.0625662,1.5,-0
2.527,1.60472,-0.0225662,1.5,-0
2.528,1.6641,0.0174338,1.5,0
2.529,1.72321,0.0574338,1.5,0
2.53,1.78206,0.0974338,2,0
2.531,1.84062,0.137434,2,0
2.532,1.8989,0.177434,2,0
2.533,1.95687,0.217434,2,0
2.534,2.01453,0.257434,2,0
2.535,2.07188,0.297434,2,0.5
2.536,2.1289,0.337434,2,0.5
2.537,2.18558,0.377434,2,0.5
2.538,2.24192,0.417434,2,0.5
2.539,2.2979,0.457434,2.5,0.5
2.54,2.35352,0.497434,2.5,0.5
2.541,2.40877,0.537434,2.5,0.5
2.542,2.46364,0.577434,2.5,0.5
2.543,2.51812,0.617434,2.5,0.5
2.544,2.5722,0.657434,2.5,0.5
2.545,2.62587,0.697434,2.5,0.5
2.546,2.67913,0.737434,2.5,0.5
2.547,2.73197,0.777434,2.5,1
2.548,2.78438,0.817434,3,1
2.549,2.83634,0.857434,3,1
2.55,2.88786,0.897434,3,1
2.551,2.93893,0.937434,3,1
2.552,2.98952,0.977434,3,1
2.553,3.03965,1.01743,3,1
2.554,3.0893,1.05743,3,1
2.555,3.13846,1.09743,3,1
2.556,3.18712,1.13743,3,1
2.557,3.23528,1.17743,3,1
2.558,3.28293,1.21743,3.5,1
2.559,3.33006,1.25743,3.5,1
2.56,3.37666,1.29743,3.5,1.5
2.561,3.42274,1.33743,3.5,1.5
2.562,3.46827,1.37743,3.5,1.5
2.563,3.51325,1.41743,3.5,1.5
2.564,3.55768,1.45743,3.5,1.5
2.565,3.60155,1.49743,3.5,1.5
2.566,3.64484,1.53743,3.5,1.5
2.567,3.68757,1.57743,3.5,1.5
2.568,3.72971,1.61743,3.5,1.5
2.569,3.77126,1.65743,4,1.5
2.57,3.81221,1.69743,4,1.5
2.571,3.85257,1.73743,4,1.5
2.572,3.89231,1.77743,4,2
2.573,3.93144,1.81743,4,2
2.574,3.96995,1.85743,4,2
2.575,4.00783,1.89743,4,2
2.576,4.04508,1.93743,4,2
2.577,4.0817,1.97743,4,2
2.578,4.11766,2.01743,4,2
2.579,4.15298,2.05743,4,2
2.58,4.18764,2.09743,4,2
2.581,4.22164,2.13743,4,2
2.582,4.25497,2.17743,4.5,2
2.583,4.28763,2.21743,4.5,2
2.584,4.31962,2.25743,4.5,2
2.585,4.35092,2.29743,4.5,2.5
2.586,4.38153,2.33743,4.5,2.5
2.587,4.41146,2.37743,4.5,2.5
2.588,4.44068,2.41743,4.5,2.5
2.589,4.46921,2.45743,4.5,2.5
2.59,4.49703,2.49743,4.5,2.5
2.591,4.52414,2.53743,4.5,2.5
2.592,4.55053,2.57743,4.5,2.5
2.593,4.57621,2.61743,4.5,2.5
2.594,4.60116,2.65743,4.5,2.5
2.595,4.62539,2.69743,4.5,2.5
2.596,4.64888,2.73743,4.5,2.5
2.597,4.67164,2.77743,4.5,3
2.598,4.69367,2.81743,4.5,3
2.599,4.71495,2.85743,4.5,3
2.6,4.73549,2.89743,4.5,3
2.601,4.75528,2.93743,5,3
2.602,4.77432,2.97743,5,3
2.603,4.79261,3.01743,5,3
2.604,4.81014,3.05743,5,3
2.605,4.82691,3.09743,5,3
2.606,4.84292,3.13743,5,3
2.607,4.85816,3.17743,5,3
2.608,4.87263,3.21743,5,3
2.609,4.88634,3.25743,5,3
2.61,4.89928,3.29743,5,3.5
2.611,4.91144,3.33743,5,3.5
2.612,4.92282,3.37743,5,3.5
2.613,4.93343,3.41743,5,3.5
2.614,4.94326,3.45743,5,3.5
2.615,4.95231,3.49743,5,3.5
2.616,4.96057,3.53743,5,3.5
2.617,4.96806,3.57743,5,3.5
2.618,4.97476,3.61743,5,3.5
2.619,4.98067,3.65743,5,3.5
2.62,4.98579,3.69743,5,3.5
2.621,4.99013,3.73743,5,3.5
2.622,4.99368,3.77743,5,4
2.623,4.99645,3.81743,5,4
2.624,4.99842,3.85743,5,4
2.625,4.99961,3.89743,5,4
2.626,5,3.93743,5,4
2.627,4.99961,3.97743,5,4
2.628,4.99842,4.01743,5,4
2.629,4.99645,4.05743,5,4
2.63,4.99368,4.09743,5,4
2.631,4.99013,4.13743,5,4
2.632,4.98579,4.17743,5,4
2.633,4.98067,4.21743,5,4
2.634,4.97476,4.25743,5,4
2.635,4.96806,4.29743,5,4.5
2.636,4.96057,4.33743,5,4.5
2.637,4.95231,4.37743,5,4.5
2.638,4.94326,4.41743,5,4.5
2.639,4.93343,4.45743,5,4.5
2.64,4.92282,4.49743,5,4.5
2.641,4.91144,4.53743,5,4.5
2.642,4.89928,4.57743,5,4.5
2.643,4.88634,4.61743,5,4.5
2.644,4.87263,4.65743,5,4.5
2.645,4.85816,4.69743,5,4.5
2.646,4.84292,4.73743,5,4.5
2.647,4.82691,4.77743,5,5
2.648,4.81014,4.81014,5,5
2.649,4.79261,4.79261,5,5
2.65,4.77432,4.77432,5,5
2.651,4.75528,4.75528,5,5
2.652,4.73549,4.73549,4.5,4.5
2.653,4.71495,4.71495,4.5,4.5
2.654,4.69367,4.69367,4.5,4.5
2.655,4.67164,4.67164,4.5,4.5
2.656,4.64888,4.64888,4.5,4.5
2.657,4.62539,4.62539,4.5,4.5
2.658,4.60116,4.60116,4.5,4.5
2.659,4.57621,4.57621,4.5,4.5
2.66,4.55053,4.55053,4.5,4.5
2.661,4.52414,4.52414,4.5,4.5
2.662,4.49703,4.49703,4.5,4.5
2.663,4.46921,4.46921,4.5,4.5
2.664,4.44068,4.44068,4.5,4.5
2.665,4.41146,4.41146,4.5,4.5
2.666,4.38153,4.38153,4.5,4.5
2.667,4.35092,4.35153,4.5,4.5
2.668,4.31962,4.32092,4.5,4.5
2.669,4.28763,4.28962,4.5,4.5
2.67,4.25497,4.25763,4.5,4.5
2.671,4.22164,4.22497,4,4
2.672,4.18764,4.19164,4,4
2.673,4.15298,4.15764,4,4
2.674,4.11766,4.12298,4,4
2.675,4.0817,4.08766,4,4
2.676,4.04508,4.0517,4,4
2.677,4.00783,4.01508,4,4
2.678,3.96995,3.97783,4,4
2.679,3.93144,3.93995,4,4
2.68,3.89231,3.90144,4,4
2.681,3.85257,3.86231,4,4
2.682,3.81221,3.82257,4,4
2.683,3.77126,3.78257,4,4
2.684,3.72971,3.74257,3.5,4
2.685,3.68757,3.70257,3.5,3.5
2.686,3.64484,3.66257,3.5,3.5
2.687,3.60155,3.62257,3.5,3.5
2.688,3.55768,3.58257,3.5,3.5
2.689,3.51325,3.54257,3.5,3.5
2.69,3.46827,3.50257,3.5,3.5
2.691,3.42274,3.46257,3.5,3.5
2.692,3.37666,3.42257,3.5,3.5
2.693,3.33006,3.38257,3.5,3.5
2.694,3.28293,3.34257,3.5,3.5
2.695,3.23528,3.30257,3,3.5
2.696,3.18712,3.26257,3,3.5
2.697,3.13846,3.22257,3,3
2.698,3.0893,3.18257,3,3
2.699,3.03965,3.14257,3,3
2.7,2.98952,3.10257,3,3
2.701,2.93893,3.06257,3,3
