time,Setpoint,Plant__PI_,Plant__PD_,PI_Controller,PD_Controller
5.99,1,0.5,0.981308,1,1.96262
6,1,0.5,0.981308,1,1.96262
6.01,1,0.5,0.981308,1,1.96262
6.02,1,0.5,0.981308,1,1.96262
6.03,1,0.5,0.981308,1,1.96262
6.04,1,0.5,0.981308,1,1.96262
6.05,1,0.5,0.981308,1,1.96262
6.06,1,0.5,0.981308,1,1.96262
6.07,1,0.5,0.981308,1,1.96262
6.08,1,0.5,0.981308,1,1.96262
6.09,1,0.5,0.981308,1,1.96262
6.1,1,0.5,0.981308,1,1.96262
6.11,1,0.5,0.981308,1,1.96262
6.12,1,0.5,0.981308,1,1.96262
6.13,1,0.5,0.981308,1,1.96262
6.14,1,0.5,0.981308,1,1.96262
6.15,1,0.5,0.981308,1,1.96262
6.16,1,0.5,0.981308,1,1.96262
6.17,1,0.5,0.981308,1,1.96262
6.18,1,0.5,0.981308,1,1.96262
6.19,1,0.5,0.981308,1,1.96262
6.2,1,0.5,0.981308,1,1.96262
6.21,1,0.5,0.981308,1,1.96262
6.22,1,0.5,0.981308,1,1.96262
6.23,1,0.5,0.981308,1,1.96262
6.24,1,0.5,0.981308,1,1.96262
6.25,1,0.5,0.981308,1,1.96262
6.26,1,0.5,0.981308,1,1.96262
6.27,1,0.5,0.981308,1,1.96262
6.28,1,0.5,0.981308,1,1.96262
6.29,1,0.5,0.981308,1,1.96262
6.3,1,0.5,0.981308,1,1.96262
6.31,1,0.5,0.981308,1,1.96262
6.32,1,0.5,0.981308,1,1.96262
6.33,1,0.5,0.981308,1,1.96262
6.34,1,0.5,0.981308,1,1.96262
6.35,1,0.5,0.981308,1,1.96262
6.36,1,0.5,0.981308,1,1.96262
6.37,1,0.5,0.981308,1,1.96262
6.38,1,0.5,0.981308,1,1.96262
6.39,1,0.5,0.981308,1,1.96262
6.4,1,0.5,0.981308,1,1.96262
6.41,1,0.5,0.981308,1,1.96262
6.42,1,0.5,0.981308,1,1.96262
6.43,1,0.5,0.981308,1,1.96262
6.44,1,0.5,0.981308,1,1.96262
6.45,1,0.5,0.981308,1,1.96262
6.46,1,0.5,0.981308,1,1.96262
6.47,1,0.5,0.981308,1,1.96262
6.48,1,0.5,0.981308,1,1.96262
6.49,1,0.5,0.981308,1,1.96262
6.5,1,0.5,0.981308,1,1.96262
6.51,1,0.5,0.981308,1,1.96262
6.52,1,0.5,0.981308,1,1.96262
6.53,1,0.5,0.981308,1,1.96262
6.54,1,0.5,0.981308,1,1.96262
6.55,1,0.5,0.981308,1,1.96262
6.56,1,0.5,0.981308,1,1.96262
6.57,1,0.5,0.981308,1,1.96262
6.58,1,0.5,0.981308,1,1.96262
6.59,1,0.5,0.981308,1,1.96262
6.6,1,0.5,0.981308,1,1.96262
6.61,1,0.5,0.981308,1,1.96262
6.62,1,0.5,0.981308,1,1.96262
6.63,1,0.5,0.981308,1,1.96262
6.64,1,0.5,0.981308,1,1.96262
6.65,1,0.5,0.981308,1,1.96262
6.66,1,0.5,0.981308,1,1.96262
6.67,1,0.5,0.981308,1,1.96262
6.68,1,0.5,0.981308,1,1.96262
6.69,1,0.5,0.981308,1,1.96262
6.7,1,0.5,0.981308,1,1.96262
6.71,1,0.5,0.981308,1,1.96262
6.72,1,0.5,0.981308,1,1.96262
6.73,1,0.5,0.981308,1,1.96262
6.74,1,0.5,0.981308,1,1.96262
6.75,1,0.5,0.981308,1,1.96262
6.76,1,0.5,0.981308,1,1.96262
6.77,1,0.5,0.981308,1,1.96262
6.78,1,0.5,0.981308,1,1.96262
6.79,1,0.5,0.981308,1,1.96262
6.8,1,0.5,0.981308,1,1.96262
6.81,1,0.5,0.981308,1,1.96262
6.82,1,0.5,0.981308,1,1.96262
6.83,1,0.5,0.981308,1,1.96262
6.84,1,0.5,0.981308,1,1.96262
6.85,1,0.5,0.981308,1,1.96262
6.86,1,0.5,0.981308,1,1.96262
6.87,1,0.5,0.981308,1,1.96262
6.88,1,0.5,0.981308,1,1.96262
6.89,1,0.5,0.981308,1,1.96262
6.9,1,0.5,0.981308,1,1.96262
6.91,1,0.5,0.981308,1,1.96262
6.92,1,0.5,0.981308,1,1.96262
6.93,1,0.5,0.981308,1,1.96262
6.94,1,0.5,0.981308,1,1.96262
6.95,1,0.5,0.981308,1,1.96262
6.96,1,0.5,0.981308,1,1.96262
6.97,1,0.5,0.981308,1,1.96262
6.98,1,0.5,0.981308,1,1.96262
6.99,1,0.5,0.981308,1,1.96262
7,1,0.5,0.981308,1,1.96262
7.01,1,0.5,0.981308,1,1.96262
7.02,1,0.5,0.981308,1,1.96262
7.03,1,0.5,0.981308,1,1.96262
7.04,1,0.5,0.981308,1,1.96262
7.05,1,0.5,0.981308,1,1.96262
7.06,1,0.5,0.981308,1,1.96262
7.07,1,0.5,0.981308,1,1.96262
7.08,1,0.5,0.981308,1,1.96262
7.09,1,0.5,0.981308,1,1.96262
7.1,1,0.5,0.981308,1,1.96262
7.11,1,0.5,0.981308,1,1.96262
7.12,1,0.5,0.981308,1,1.96262
7.13,1,0.5,0.981308,1,1.96262
7.14,1,0.5,0.981308,1,1.96262
7.15,1,0.5,0.981308,1,1.96262
7.16,1,0.5,0.981308,1,1.96262
7.17,1,0.5,0.981308,1,1.96262
7.18,1,0.5,0.981308,1,1.96262
7.19,1,0.5,0.981308,1,1.96262
7.2,1,0.5,0.981308,1,1.96262
7.21,1,0.5,0.981308,1,1.96262
7.22,1,0.5,0.981308,1,1.96262
7.23,1,0.5,0.981308,1,1.96262
7.24,1,0.5,0.981308,1,1.96262
7.25,1,0.5,0.981308,1,1.96262
7.26,1,0.5,0.981308,1,1.96262
7.27,1,0.5,0.981308,1,1.96262
7.28,1,0.5,0.981308,1,1.96262
7.29,1,0.5,0.981308,1,1.96262
7.3,1,0.5,0.981308,1,1.96262
7.31,1,0.5,0.981308,1,1.96262
7.32,1,0.5,0.981308,1,1.96262
7.33,1,0.5,0.981308,1,1.96262
7.34,1,0.5,0.981308,1,1.96262
7.35,1,0.5,0.981308,1,1.96262
7.36,1,0.5,0.981308,1,1.96262
7.37,1,0.5,0.981308,1,1.96262
7.38,1,0.5,0.981308,1,1.96262
7.39,1,0.5,0.981308,1,1.96262
7.4,1,0.5,0.981308,1,1.96262
7.41,1,0.5,0.981308,1,1.96262
7.42,1,0.5,0.981308,1,1.96262
7.43,1,0.5,0.981308,1,1.96262
7.44,1,0.5,0.981308,1,1.96262
7.45,1,0.5,0.981308,1,1.96262
7.46,1,0.5,0.981308,1,1.96262
7.47,1,0.5,0.981308,1,1.96262
7.48,1,0.5,0.981308,1,1.96262
7.49,1,0.5,0.981308,1,1.96262
7.5,1,0.5,0.981308,1,1.96262
7.51,1,0.5,0.981308,1,1.96262
7.52,1,0.5,0.981308,1,1.96262
7.53,1,0.5,0.981308,1,1.96262
7.54,1,0.5,0.981308,1,1.96262
7.55,1,0.5,0.981308,1,1.96262
7.56,1,0.5,0.981308,1,1.96262
7.57,1,0.5,0.981308,1,1.96262
7.58,1,0.5,0.981308,1,1.96262
7.59,1,0.5,0.981308,1,1.96262
7.6,1,0.5,0.981308,1,1.96262
7.61,1,0.5,0.981308,1,1.96262
7.62,1,0.5,0.981308,1,1.96262
7.63,1,0.5,0.981308,1,1.96262
7.64,1,0.5,0.981308,1,1.96262
7.65,1,0.5,0.981308,1,1.96262
7.66,1,0.5,0.981308,1,1.96262
7.67,1,0.5,0.981308,1,1.96262
7.68,1,0.5,0.981308,1,1.96262
7.69,1,0.5,0.981308,1,1.96262
7.7,1,0.5,0.981308,1,1.96262
7.71,1,0.5,0.981308,1,1.96262
7.72,1,0.5,0.981308,1,1.96262
7.73,1,0.5,0.981308,1,1.96262
7.74,1,0.5,0.981308,1,1.96262
7.75,1,0.5,0.981308,1,1.96262
7.76,1,0.5,0.981308,1,1.96262
7.77,1,0.5,0.981308,1,1.96262
7.78,1,0.5,0.981308,1,1.96262
7.79,1,0.5,0.981308,1,1.96262
7.8,1,0.5,0.981308,1,1.96262
7.81,1,0.5,0.981308,1,1.96262
7.82,1,0.5,0.981308,1,1.96262
7.83,1,0.5,0.981308,1,1.96262
7.84,1,0.5,0.981308,1,1.96262
7.85,1,0.5,0.981308,1,1.96262
7.86,1,0.5,0.981308,1,1.96262
7.87,1,0.5,0.981308,1,1.96262
7.88,1,0.5,0.981308,1,1.96262
7.89,1,0.5,0.981308,1,1.96262
7.9,1,0.5,0.981308,1,1.96262
7.91,1,0.5,0.981308,1,1.96262
7.92,1,0.5,0.981308,1,1.96262
7.93,1,0.5,0.981308,1,1.96262
7.94,1,0.5,0.981308,1,1.96262
7.95,1,0.5,0.981308,1,1.96262
7.96,1,0.5,0.981308,1,1.96262
7.97,1,0.5,0.981308,1,1.96262
7.98,1,0.5,0.981308,1,1.96262
7.99,1,0.5,0.981308,1,1.96262
8,1,0.5,0.981308,1,1.96262
8.01,1,0.5,0.981308,1,1.96262
8.02,1,0.5,0.981308,1,1.96262
8.03,1,0.5,0.981308,1,1.96262
8.04,1,0.5,0.981308,1,1.96262
8.05,1,0.5,0.981308,1,1.96262
8.06,1,0.5,0.981308,1,1.96262
8.07,1,0.5,0.981308,1,1.96262
8.08,1,0.5,0.981308,1,1.96262
8.09,1,0.5,0.981308,1,1.96262
8.1,1,0.5,0.981308,1,1.96262
8.11,1,0.5,0.981308,1,1.96262
8.12,1,0.5,0.981308,1,1.96262
8.13,1,0.5,0.981308,1,1.96262
8.14,1,0.5,0.981308,1,1.96262
8.15,1,0.5,0.981308,1,1.96262
8.16,1,0.5,0.981308,1,1.96262
8.17,1,0.5,0.981308,1,1.96262
8.18,1,0.5,0.981308,1,1.96262
8.19,1,0.5,0.981308,1,1.96262
8.2,1,0.5,0.981308,1,1.96262
8.21,1,0.5,0.981308,1,1.96262
8.22,1,0.5,0.981308,1,1.96262
8.23,1,0.5,0.981308,1,1.96262
8.24,1,0.5,0.981308,1,1.96262
8.25,1,0.5,0.981308,1,1.96262
8.26,1,0.5,0.981308,1,1.96262
8.27,1,0.5,0.981308,1,1.96262
8.28,1,0.5,0.981308,1,1.96262
8.29,1,0.5,0.981308,1,1.96262
8.3,1,0.5,0.981308,1,1.96262
8.31,1,0.5,0.981308,1,1.96262
8.32,1,0.5,0.981308,1,1.96262
8.33,1,0.5,0.981308,1,1.96262
8.34,1,0.5,0.981308,1,1.96262
8.35,1,0.5,0.981308,1,1.96262
8.36,1,0.5,0.981308,1,1.96262
8.37,1,0.5,0.981308,1,1.96262
8.38,1,0.5,0.981308,1,1.96262
8.39,1,0.5,0.981308,1,1.96262
8.4,1,0.5,0.981308,1,1.96262
8.41,1,0.5,0.981308,1,1.96262
8.42,1,0.5,0.981308,1,1.96262
8.43,1,0.5,0.981308,1,1.96262
8.44,1,0.5,0.981308,1,1.96262
8.45,1,0.5,0.981308,1,1.96262
8.46,1,0.5,0.981308,1,1.96262
8.47,1,0.5,0.981308,1,1.96262
8.48,1,0.5,0.981308,1,1.96262
8.49,1,0.5,0.981308,1,1.96262
8.5,1,0.5,0.981308,1,1.96262
8.51,1,0.5,0.981308,1,1.96262
8.52,1,0.5,0.981308,1,1.96262
8.53,1,0.5,0.981308,1,1.96262
8.54,1,0.5,0.981308,1,1.96262
8.55,1,0.5,0.981308,1,1.96262
8.56,1,0.5,0.981308,1,1.96262
8.57,1,0.5,0.981308,1,1.96262
8.58,1,0.5,0.981308,1,1.96262
8.59,1,0.5,0.981308,1,1.96262
8.6,1,0.5,0.981308,1,1.96262
8.61,1,0.5,0.981308,1,1.96262
8.62,1,0.5,0.981308,1,1.96262
8.63,1,0.5,0.981308,1,1.96262
8.64,1,0.5,0.981308,1,1.96262
8.65,1,0.5,0.981308,1,1.96262
8.66,1,0.5,0.981308,1,1.96262
8.67,1,0.5,0.981308,1,1.96262
8.68,1,0.5,0.981308,1,1.96262
8.69,1,0.5,0.981308,1,1.96262
8.7,1,0.5,0.981308,1,1.96262
8.71,1,0.5,0.981308,1,1.96262
8.72,1,0.5,0.981308,1,1.96262
8.73,1,0.5,0.981308,1,1.96262
8.74,1,0.5,0.981308,1,1.96262
8.75,1,0.5,0.981308,1,1.96262
8.76,1,0.5,0.981308,1,1.96262
8.77,1,0.5,0.981308,1,1.96262
8.78,1,0.5,0.981308,1,1.96262
8.79,1,0.5,0.981308,1,1.96262
8.8,1,0.5,0.981308,1,1.96262
8.81,1,0.5,0.981308,1,1.96262
8.82,1,0.5,0.981308,1,1.96262
8.83,1,0.5,0.981308,1,1.96262
8.84,1,0.5,0.981308,1,1.96262
8.85,1,0.5,0.981308,1,1.96262
8.86,1,0.5,0.981308,1,1.96262
8.87,1,0.5,0.981308,1,1.96262
8.88,1,0.5,0.981308,1,1.96262
8.89,1,0.5,0.981308,1,1.96262
8.9,1,0.5,0.981308,1,1.96262
8.91,1,0.5,0.981308,1,1.96262
8.92,1,0.5,0.981308,1,1.96262
8.93,1,0.5,0.981308,1,1.96262
8.94,1,0.5,0.981308,1,1.96262
8.95,1,0.5,0.981308,1,1.96262
8.96,1,0.5,0.981308,1,1.96262
8.97,1,0.5,0.981308,1,1.96262
8.98,1,0.5,0.981308,1,1.96262
8.99,1,0.5,0.981308,1,1.96262
9,1,0.5,0.981308,1,1.96262
9.01,1,0.5,0.981308,1,1.96262
9.02,1,0.5,0.981308,1,1.96262
9.03,1,0.5,0.981308,1,1.96262
9.04,1,0.5,0.981308,1,1.96262
9.05,1,0.5,0.981308,1,1.96262
9.06,1,0.5,0.981308,1,1.96262
9.07,1,0.5,0.981308,1,1.96262
9.08,1,0.5,0.981308,1,1.96262
9.09,1,0.5,0.981308,1,1.96262
9.1,1,0.5,0.981308,1,1.96262
9.11,1,0.5,0.981308,1,1.96262
9.12,1,0.5,0.981308,1,1.96262
9.13,1,0.5,0.981308,1,1.96262
9.14,1,0.5,0.981308,1,1.96262
9.15,1,0.5,0.981308,1,1.96262
9.16,1,0.5,0.981308,1,1.96262
9.17,1,0.5,0.981308,1,1.96262
9.18,1,0.5,0.981308,1,1.96262
9.19,1,0.5,0.981308,1,1.96262
9.2,1,0.5,0.981308,1,1.96262
9.21,1,0.5,0.981308,1,1.96262
9.22,1,0.5,0.981308,1,1.96262
9.23,1,0.5,0.981308,1,1.96262
9.24,1,0.5,0.981308,1,1.96262
9.25,1,0.5,0.981308,1,1.96262
9.26,1,0.5,0.981308,1,1.96262
9.27,1,0.5,0.981308,1,1.96262
9.28,1,0.5,0.981308,1,1.96262
9.29,1,0.5,0.981308,1,1.96262
9.3,1,0.5,0.981308,1,1.96262
9.31,1,0.5,0.981308,1,1.96262
9.32,1,0.5,0.981308,1,1.96262
9.33,1,0.5,0.981308,1,1.96262
9.34,1,0.5,0.981308,1,1.96262
9.35,1,0.5,0.981308,1,1.96262
9.36,1,0.5,0.981308,1,1.96262
9.37,1,0.5,0.981308,1,1.96262
9.38,1,0.5,0.981308,1,1.96262
9.39,1,0.5,0.981308,1,1.96262
9.4,1,0.5,0.981308,1,1.96262
9.41,1,0.5,0.981308,1,1.96262
9.42,1,0.5,0.981308,1,1.96262
9.43,1,0.5,0.981308,1,1.96262
9.44,1,0.5,0.981308,1,1.96262
9.45,1,0.5,0.981308,1,1.96262
9.46,1,0.5,0.981308,1,1.96262
9.47,1,0.5,0.981308,1,1.96262
9.48,1,0.5,0.981308,1,1.96262
9.49,1,0.5,0.981308,1,1.96262
9.5,1,0.5,0.981308,1,1.96262
9.51,1,0.5,0.981308,1,1.96262
9.52,1,0.5,0.981308,1,1.96262
9.53,1,0.5,0.981308,1,1.96262
9.54,1,0.5,0.981308,1,1.96262
9.55,1,0.5,0.981308,1,1.96262
9.56,1,0.5,0.981308,1,1.96262
9.57,1,0.5,0.981308,1,1.96262
9.58,1,0.5,0.981308,1,1.96262
9.59,1,0.5,0.981308,1,1.96262
9.6,1,0.5,0.981308,1,1.96262
9.61,1,0.5,0.981308,1,1.96262
9.62,1,0.5,0.981308,1,1.96262
9.63,1,0.5,0.981308,1,1.96262
9.64,1,0.5,0.981308,1,1.96262
9.65,1,0.5,0.981308,1,1.96262
9.66,1,0.5,0.981308,1,1.96262
9.67,1,0.5,0.981308,1,1.96262
9.68,1,0.5,0.981308,1,1.96262
9.69,1,0.5,0.981308,1,1.96262
9.7,1,0.5,0.981308,1,1.96262
9.71,1,0.5,0.981308,1,1.96262
9.72,1,0.5,0.981308,1,1.96262
9.73,1,0.5,0.981308,1,1.96262
9.74,1,0.5,0.981308,1,1.96262
9.75,1,0.5,0.981308,1,1.96262
9.76,1,0.5,0.981308,1,1.96262
9.77,1,0.5,0.981308,1,1.96262
9.78,1,0.5,0.981308,1,1.96262
9.79,1,0.5,0.981308,1,1.96262
9.8,1,0.5,0.981308,1,1.96262
9.81,1,0.5,0.981308,1,1.96262
9.82,1,0.5,0.981308,1,1.96262
9.83,1,0.5,0.981308,1,1.96262
9.84,1,0.5,0.981308,1,1.96262
9.85,1,0.5,0.981308,1,1.96262
9.86,1,0.5,0.981308,1,1.96262
9.87,1,0.5,0.981308,1,1.96262
9.88,1,0.5,0.981308,1,1.96262
9.89,1,0.5,0.981308,1,1.96262
9.9,1,0.5,0.981308,1,1.96262
9.91,1,0.5,0.981308,1,1.96262
9.92,1,0.5,0.981308,1,1.96262
9.93,1,0.5,0.981308,1,1.96262
9.94,1,0.5,0.981308,1,1.96262
9.95,1,0.5,0.981308,1,1.96262
9.96,1,0.5,0.981308,1,1.96262
9.97,1,0.5,0.981308,1,1.96262
9.98,1,0.5,0.981308,1,1.96262
9.99,1,0.5,0.981308,1,1.96262
10,1,0.5,0.981308,1,1.96262
