time,Step_Input,Underdamped,Critical,Overdamped
0.0,0,0.0,0.0,0.0
0.01,0,0.0,0.0,0.0
0.02,0,0.0,0.0,0.0
0.03,0,0.0,0.0,0.0
0.04,0,0.0,0.0,0.0
0.05,0,0.0,0.0,0.0
0.060000000000000005,0,0.0,0.0,0.0
0.07,0,0.0,0.0,0.0
0.08,0,0.0,0.0,0.0
0.09,0,0.0,0.0,0.0
0.09999999999999999,0,0.0,0.0,0.0
0.10999999999999999,0,0.0,0.0,0.0
0.11999999999999998,0,0.0,0.0,0.0
0.12999999999999998,0,0.0,0.0,0.0
0.13999999999999999,0,0.0,0.0,0.0
0.15,0,0.0,0.0,0.0
0.16,0,0.0,0.0,0.0
0.17,0,0.0,0.0,0.0
0.18000000000000002,0,0.0,0.0,0.0
0.19000000000000003,0,0.0,0.0,0.0
0.20000000000000004,0,0.0,0.0,0.0
0.21000000000000005,0,0.0,0.0,0.0
0.22000000000000006,0,0.0,0.0,0.0
0.23000000000000007,0,0.0,0.0,0.0
0.24000000000000007,0,0.0,0.0,0.0
0.25000000000000006,0,0.0,0.0,0.0
0.26000000000000006,0,0.0,0.0,0.0
0.2700000000000001,0,0.0,0.0,0.0
0.2800000000000001,0,0.0,0.0,0.0
0.2900000000000001,0,0.0,0.0,0.0
0.3000000000000001,0,0.0,0.0,0.0
0.3100000000000001,0,0.0,0.0,0.0
0.3200000000000001,0,0.0,0.0,0.0
0.3300000000000001,0,0.0,0.0,0.0
0.34000000000000014,0,0.0,0.0,0.0
0.35000000000000014,0,0.0,0.0,0.0
0.36000000000000015,0,0.0,0.0,0.0
0.37000000000000016,0,0.0,0.0,0.0
0.38000000000000017,0,0.0,0.0,0.0
0.3900000000000002,0,0.0,0.0,0.0
0.4000000000000002,0,0.0,0.0,0.0
0.4100000000000002,0,0.0,0.0,0.0
0.4200000000000002,0,0.0,0.0,0.0
0.4300000000000002,0,0.0,0.0,0.0
0.4400000000000002,0,0.0,0.0,0.0
0.45000000000000023,0,0.0,0.0,0.0
0.46000000000000024,0,0.0,0.0,0.0
0.47000000000000025,0,0.0,0.0,0.0
0.48000000000000026,0,0.0,0.0,0.0
0.49000000000000027,0,0.0,0.0,0.0
0.5000000000000002,0,0.0,0.0,0.0
0.5100000000000002,0,0.0,0.0,0.0
0.5200000000000002,0,0.0,0.0,0.0
0.5300000000000002,0,0.0,0.0,0.0
0.5400000000000003,0,0.0,0.0,0.0
0.5500000000000003,0,0.0,0.0,0.0
0.5600000000000003,0,0.0,0.0,0.0
0.5700000000000003,0,0.0,0.0,0.0
0.5800000000000003,0,0.0,0.0,0.0
0.5900000000000003,0,0.0,0.0,0.0
0.6000000000000003,0,0.0,0.0,0.0
0.6100000000000003,0,0.0,0.0,0.0
0.6200000000000003,0,0.0,0.0,0.0
0.6300000000000003,0,0.0,0.0,0.0
0.6400000000000003,0,0.0,0.0,0.0
0.6500000000000004,0,0.0,0.0,0.0
0.6600000000000004,0,0.0,0.0,0.0
0.6700000000000004,0,0.0,0.0,0.0
0.6800000000000004,0,0.0,0.0,0.0
0.6900000000000004,0,0.0,0.0,0.0
0.7000000000000004,0,0.0,0.0,0.0
0.7100000000000004,0,0.0,0.0,0.0
0.7200000000000004,0,0.0,0.0,0.0
0.7300000000000004,0,0.0,0.0,0.0
0.7400000000000004,0,0.0,0.0,0.0
0.7500000000000004,0,0.0,0.0,0.0
0.7600000000000005,0,0.0,0.0,0.0
0.7700000000000005,0,0.0,0.0,0.0
0.7800000000000005,0,0.0,0.0,0.0
0.7900000000000005,0,0.0,0.0,0.0
0.8000000000000005,0,0.0,0.0,0.0
0.8100000000000005,0,0.0,0.0,0.0
0.8200000000000005,0,0.0,0.0,0.0
0.8300000000000005,0,0.0,0.0,0.0
0.8400000000000005,0,0.0,0.0,0.0
0.8500000000000005,0,0.0,0.0,0.0
0.8600000000000005,0,0.0,0.0,0.0
0.8700000000000006,0,0.0,0.0,0.0
0.8800000000000006,0,0.0,0.0,0.0
0.8900000000000006,0,0.0,0.0,0.0
0.9000000000000006,0,0.0,0.0,0.0
0.9100000000000006,0,0.0,0.0,0.0
0.9200000000000006,0,0.0,0.0,0.0
0.9300000000000006,0,0.0,0.0,0.0
0.9400000000000006,0,0.0,0.0,0.0
0.9500000000000006,0,0.0,0.0,0.0
0.9600000000000006,0,0.0,0.0,0.0
0.9700000000000006,0,0.0,0.0,0.0
0.9800000000000006,0,0.0,0.0,0.0
0.9900000000000007,0,0.0,0.0,0.0
1.0000000000000007,1,0.0,0.0,0.0
1.0100000000000007,1,4.9932983333333334e-05,4.966791666666667e-05,4.9339583333333334e-05
1.0200000000000007,1,0.000199461085104423,0.00019735323367972346,0.0001947652810727276
1.0300000000000007,1,0.0004481717977192864,0.00044110045476925035,0.0004324952474012073
1.0400000000000007,1,0.0007956443619501546,0.0007789832943993424,0.0007588868766152563
1.0500000000000007,1,0.0012414498418676155,0.0012091042900702793,0.00117043170051051
1.0600000000000007,1,0.0017851512002896573,0.0017295944194439783,0.001663750472694907
1.0700000000000007,1,0.0024263033747380187,0.0023386127222351305,0.002235588432981631
1.0800000000000007,1,0.003164453353892241,0.003034345926811086,0.0028828107452650285
1.0900000000000007,1,0.0039991402545318045,0.0038150080814442233,0.003602398102524336
1.1000000000000008,1,0.004929895398956722,0.004678840190161176,0.00439144249283287
1.1100000000000008,1,0.005956242392876954,0.005624109853133959,0.005247143120474602
1.1200000000000008,1,0.007077697203760997,0.006649110911558646,0.0061668024764861065
